Stockpile_ID,AreaName,Date,numID,Type,PointName,POINT_X,POINT_Y
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41470823,23.85119039
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41469748,23.8511659
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41467448,23.85115458
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41463451,23.85113125
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41456006,23.85147577
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41458595,23.85146828
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41460851,23.85145446
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41462427,23.85143583
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41463152,23.85141315
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41462237,23.85139575
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41459611,23.85137418
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41456786,23.85136907
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.4145273,23.85138107
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41449955,23.85139717
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41450095,23.85141604
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41451344,23.85143978
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41453188,23.85146674
a,Bagmara,2052018,5,ridge,a_Bagmara_02052018_5_ridge,89.41456006,23.85147577
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41413968,23.85163511
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41417227,23.85163591
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41445865,23.85158357
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.4145317,23.85155477
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41460288,23.85151482
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41467261,23.85144347
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41475616,23.85135764
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41481661,23.85129063
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41483608,23.85125747
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41483116,23.85123037
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41481991,23.85121023
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41481224,23.85119912
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41479059,23.85118652
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41477364,23.85117974
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41476247,23.85116759
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41474841,23.85115812
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41471961,23.85112749
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41469849,23.85111063
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41466284,23.85109388
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41462445,23.85109579
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41460998,23.85110389
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41459783,23.8511109
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41459273,23.85112532
