names_clean,names_raw,region_id,repo_id,date_num,vol_capacity_mean,vol_capacity_ste,sa_capacity,mean_x_pos,mean_y_pos
Bondhu_12082018_112_n,Bondhu_12082018_112,6,13255,737402,84.6046556441032,10.3196642415638,83,706077.266027917,2667934.91452667
Bondhu_12082018_113_n,Bondhu_12082018_113,6,13256,737402,263.733746397218,52.9523934340795,199,706081.288772714,2667946.42944357
Bondhu_12082018_114_n,Bondhu_12082018_114,6,13257,737402,79.5675337258632,9.14319255765494,81,706087.623969308,2667955.27767231
Bondhu_12082018_115_n,Bondhu_12082018_115,6,13258,737402,90.1244008806789,11.0506924301442,87,706090.8139125,2667962.69507917
Bondhu_12082018_116_n,Bondhu_12082018_116,6,13259,737402,72.8551153883845,8.20264887535896,71,706097.382876636,2667969.61367182
Bondhu_12082018_117_n,Bondhu_12082018_117,6,13260,737402,93.073299779292,12.8216890496365,88,706226.725454,2668022.94767846
Bondhu_12082018_118_n,Bondhu_12082018_118,6,13261,737402,135.360359197557,22.4869847021894,118,706219.655056214,2668037.08953929
Bondhu_12082018_119_n,Bondhu_12082018_119,6,13262,737402,262.888370057029,56.6613513961498,207,706556.672822385,2668344.19814154
Bondhu_12082018_11_b,Bondhu_12082018_11_b,6,13154,737402,4879.05973164896,1105.59409740464,1692,706068.276651,2667101.49297467
Bondhu_12082018_120_n,Bondhu_12082018_120,6,13263,737402,97.5465115004024,13.6182239240468,92,706572.868298417,2668374.3787625
Bondhu_12082018_121_n,Bondhu_12082018_121,6,13264,737402,473.176575859234,122.959823577729,322,706582.92606319,2668389.26787429
Bondhu_12082018_122_n,Bondhu_12082018_122,6,13265,737402,128.090007556982,16.6131806077885,115,706591.002179182,2668422.86503182
Bondhu_12082018_123_n,Bondhu_12082018_123,6,13266,737402,71.9343289498352,7.44531475371999,76,706605.083856636,2668363.52785727
Bondhu_12082018_12_b,Bondhu_12082018_12_b,6,13155,737402,4331.01993956504,957.538792785944,1613,706110.552481154,2667123.38819154
Bondhu_12082018_13_b,Bondhu_12082018_13_b,6,13156,737402,2141.26779427255,640.139333563359,1033,706069.386548555,2667154.01484222
Bondhu_12082018_14_b,Bondhu_12082018_14_b,6,13157,737402,2793.71163175585,775.469730209446,1168,706093.394319786,2667158.09136643
Bondhu_12082018_15_b,Bondhu_12082018_15_b,6,13158,737402,3587.45834925265,908.476618889703,1370,706128.956764461,2667160.88988769
Bondhu_12082018_16_b,Bondhu_12082018_16_b,6,13159,737402,846.308431811249,221.484106394069,513,706165.260618667,2667167.81278333
Bondhu_12082018_17_n,Bondhu_12082018_17,6,13160,737402,68.7512153672532,7.66734211554566,68,706169.606841273,2667203.69510273
Bondhu_12082018_18_n,Bondhu_12082018_18,6,13161,737402,37.365660483393,2.36301001205799,42,706170.867195909,2667211.01075909
Bondhu_12082018_19_b,Bondhu_12082018_19_b,6,13162,737402,1567.18332918743,432.230611523138,814,706141.045738111,2667214.64725556
Bondhu_12082018_1_b,Bondhu_12082018_1_b,6,13144,737402,4665.82582970432,1114.42498421849,1638,706103.23493313,2666936.18096391
Bondhu_12082018_20_b,Bondhu_12082018_20_b,6,13163,737402,2822.14676373914,773.26301473586,1183,706081.414388143,2667251.33624714
Bondhu_12082018_21_b,Bondhu_12082018_21_b,6,13164,737402,1523.94468402079,452.107715332516,792,706115.482502938,2667256.43389938
Bondhu_12082018_22_b,Bondhu_12082018_22_b,6,13165,737402,1926.48224317909,519.917903049324,940,706144.912993333,2667260.09296267
Bondhu_12082018_23_b,Bondhu_12082018_23_b,6,13166,737402,2691.61778356784,710.06382216375,1193,706023.936908176,2667143.90102353
Bondhu_12082018_24_b,Bondhu_12082018_24_b,6,13167,737402,2407.99473351071,658.314745491729,1076,706145.865999167,2667295.64388917
Bondhu_12082018_25_b,Bondhu_12082018_25_b,6,13168,737402,847.574810947662,204.488778081628,487,706119.054947462,2667295.75574923
Bondhu_12082018_26_n,Bondhu_12082018_26,6,13169,737402,89.577757332868,9.61754177639112,88,706117.455633182,2667342.82709273
Bondhu_12082018_27_b,Bondhu_12082018_27_b,6,13170,737402,1504.8577036386,417.327567469895,782,706138.3580715,2667336.60247417
Bondhu_12082018_28_n,Bondhu_12082018_28,6,13171,737402,379.106642748557,97.0616412717002,274,706019.311457375,2667172.64738937
Bondhu_12082018_29_n,Bondhu_12082018_29,6,13172,737402,394.29126278344,63.6897193444683,328,706049.632547555,2667182.00122056
Bondhu_12082018_2_b,Bondhu_12082018_2_b,6,13145,737402,1228.63291056814,359.89255914345,667,706145.524936267,2666953.656068
Bondhu_12082018_30_n,Bondhu_12082018_30,6,13173,737402,262.146231896938,31.2544591698309,234,706028.800082177,2667201.19427765
Bondhu_12082018_31_n,Bondhu_12082018_31,6,13174,737402,147.106708440636,22.5355052452155,129,706055.571250214,2667212.57134857
Bondhu_12082018_32_n,Bondhu_12082018_32,6,13175,737402,302.332152577166,51.8103369912132,248,706021.149610562,2667209.79487438
Bondhu_12082018_33_n,Bondhu_12082018_33,6,13176,737402,299.707085340585,43.6293359026508,260,706021.3435301,2667222.260544
Bondhu_12082018_34_n,Bondhu_12082018_34,6,13177,737402,53.0876942771277,5.54538116474403,55,706025.371017286,2667235.69310429
Bondhu_12082018_35_n,Bondhu_12082018_35,6,13178,737402,134.886979881153,21.2984951219587,120,706027.424660267,2667246.05407267
Bondhu_12082018_36_n,Bondhu_12082018_36,6,13179,737402,38.4431226212832,2.4411455179259,44,706024.7124595,2667253.2829975
Bondhu_12082018_37_n,Bondhu_12082018_37,6,13180,737402,206.057589602624,38.1269144047715,170,706029.1986364,2667271.88067067
Bondhu_12082018_38_n,Bondhu_12082018_38,6,13181,737402,39.9799241343295,1.85381512144855,47,706025.905190583,2667285.52523417
Bondhu_12082018_39_n,Bondhu_12082018_39,6,13182,737402,198.848841954777,37.023527945004,161,706021.917071308,2667302.28339615
Bondhu_12082018_3_b,Bondhu_12082018_3_b,6,13146,737402,2131.93757882793,599.609703133589,1010,706150.632054917,2666980.6417425
Bondhu_12082018_40_n,Bondhu_12082018_40,6,13183,737402,171.846789970637,27.9386762682847,142,706054.22402,2667261.74771
Bondhu_12082018_41_n,Bondhu_12082018_41,6,13184,737402,35.3681789431599,2.66781954784433,40,706052.874172111,2667274.03815333
Bondhu_12082018_42_n,Bondhu_12082018_42,6,13185,737402,87.8429745264535,12.1768373202291,83,706050.531182,2667284.07723333
Bondhu_12082018_43_n,Bondhu_12082018_43,6,13186,737402,80.7266411105137,9.98728265672969,79,706044.448872384,2667294.34575538
Bondhu_12082018_44_n,Bondhu_12082018_44,6,13187,737402,136.494309160892,20.6039375048223,120,706043.555539667,2667304.7336975
Bondhu_12082018_45_n,Bondhu_12082018_45,6,13188,737402,162.763152634597,27.8247885884441,139,706045.001574818,2667314.47347636
Bondhu_12082018_46_n,Bondhu_12082018_46,6,13189,737402,468.765738233345,85.5000498567389,359,706028.791419588,2667324.04258941
Bondhu_12082018_47_n,Bondhu_12082018_47,6,13190,737402,254.731394098239,41.1243674206839,209,706020.901699643,2667333.93820214
Bondhu_12082018_48_n,Bondhu_12082018_48,6,13191,737402,191.888093673286,29.8809994626996,160,706017.66009,2667343.98196071
Bondhu_12082018_49_n,Bondhu_12082018_49,6,13192,737402,555.527733109263,115.558517651896,399,706030.008035722,2667353.17920889
Bondhu_12082018_4_b,Bondhu_12082018_4_b,6,13147,737402,1000.04045718955,210.318899420572,596,706143.723649084,2667003.52658583
Bondhu_12082018_50_n,Bondhu_12082018_50,6,13193,737402,505.313993838749,89.8304773272498,378,706025.100510611,2667364.91136556
Bondhu_12082018_51_n,Bondhu_12082018_51,6,13194,737402,346.694765534073,53.8744599366516,282,706027.142043562,2667373.32016313
Bondhu_12082018_52_n,Bondhu_12082018_52,6,13195,737402,348.69190173484,73.5765621829232,262,706021.841281385,2667384.00605846
Bondhu_12082018_53_n,Bondhu_12082018_53,6,13196,737402,226.073563323582,41.2089510179431,184,706020.804170714,2667394.98190929
Bondhu_12082018_54_n,Bondhu_12082018_54,6,13197,737402,165.455002104218,20.1138456114086,148,706027.663980143,2667404.00387857
Bondhu_12082018_55_n,Bondhu_12082018_55,6,13198,737402,131.941175327199,19.7464337132808,122,706021.703976417,2667412.00910083
Bondhu_12082018_56_n,Bondhu_12082018_56,6,13199,737402,237.401361821114,43.7587847606842,185,706022.013623933,2667422.85065867
Bondhu_12082018_57_n,Bondhu_12082018_57,6,13200,737402,261.161267786878,51.2909308203697,200,706021.909281938,2667436.8113275
Bondhu_12082018_58_n,Bondhu_12082018_58,6,13201,737402,273.067945639953,58.2541046191439,207,706020.256816467,2667450.81751067
Bondhu_12082018_59_n,Bondhu_12082018_59,6,13202,737402,161.279661461438,28.9777660978795,139,706034.443732833,2667444.48883167
Bondhu_12082018_5_b,Bondhu_12082018_5_b,6,13148,737402,2168.53050254239,527.40709421375,971,706146.497321526,2667025.34953421
Bondhu_12082018_60_n,Bondhu_12082018_60,6,13203,737402,382.025612209403,89.7602429624343,281,706038.088837632,2667428.25481789
Bondhu_12082018_61_n,Bondhu_12082018_61,6,13204,737402,143.574734689736,18.8992838881882,130,706037.788162579,2667414.33518
Bondhu_12082018_62_n,Bondhu_12082018_62,6,13205,737402,143.63957693157,21.8599384122484,126,706049.706147688,2667422.52962375
Bondhu_12082018_63_n,Bondhu_12082018_63,6,13206,737402,210.622082176237,37.2025270674838,175,706047.403370381,2667406.19223524
Bondhu_12082018_64_n,Bondhu_12082018_64,6,13207,737402,85.2152999587974,9.27348449931179,83,706047.045139625,2667396.7554625
Bondhu_12082018_65_n,Bondhu_12082018_65,6,13208,737402,59.0434941999562,4.83271027643666,64,706049.844968867,2667389.51789067
Bondhu_12082018_66_n,Bondhu_12082018_66,6,13209,737402,97.3027161911716,11.6010136398084,95,706053.645933438,2667383.13565812
Bondhu_12082018_67_n,Bondhu_12082018_67,6,13210,737402,94.2467821526692,11.6947183906898,92,706055.925805417,2667373.898615
Bondhu_12082018_68_n,Bondhu_12082018_68,6,13211,737402,120.896007928353,19.9866995867186,106,706058.426245933,2667364.13235533
Bondhu_12082018_69_n,Bondhu_12082018_69,6,13212,737402,63.6702345639529,6.04230995133125,64,706061.651904692,2667353.92846692
Bondhu_12082018_6_b,Bondhu_12082018_6_b,6,13149,737402,2156.95016241266,624.895808395024,1002,706158.413043364,2667051.37847818
Bondhu_12082018_70_n,Bondhu_12082018_70,6,13213,737402,529.825443862401,134.899927836477,361,706062.626388889,2667336.33604333
Bondhu_12082018_71_n,Bondhu_12082018_71,6,13214,737402,142.530101205447,24.7393434854547,123,706062.698692308,2667314.88388154
Bondhu_12082018_72_n,Bondhu_12082018_72,6,13215,737402,97.4523477003508,14.5221171141594,90,706064.468970357,2667303.30551429
Bondhu_12082018_73_n,Bondhu_12082018_73,6,13216,737402,101.812220277766,15.4199876353807,95,706067.129963643,2667293.392285
Bondhu_12082018_74_n,Bondhu_12082018_74,6,13217,737402,346.429579664652,78.5914882998387,256,706097.2818815,2667483.58291143
Bondhu_12082018_75_n,Bondhu_12082018_75,6,13218,737402,177.314127104007,29.7399588768644,152,706088.463274462,2667493.60377231
Bondhu_12082018_76_n,Bondhu_12082018_76,6,13219,737402,246.329218756531,43.5522883317048,192,706081.276433534,2667503.80034933
Bondhu_12082018_77_n,Bondhu_12082018_77,6,13220,737402,36.6931841406925,2.54078512469261,43,706079.152146,2667512.21330273
Bondhu_12082018_78_n,Bondhu_12082018_78,6,13221,737402,300.311235373476,62.86891147458,221,706073.640357842,2667520.78866789
Bondhu_12082018_79_n,Bondhu_12082018_79,6,13222,737402,170.85804698096,30.5176712028241,149,706081.471341867,2667536.19536067
Bondhu_12082018_7_b,Bondhu_12082018_7_b,6,13150,737402,1650.95036355854,553.259530859678,836,706099.7354738,2667035.195183
Bondhu_12082018_80_n,Bondhu_12082018_80,6,13223,737402,213.616816590451,36.6430286592258,179,706062.7016246,2667533.00839467
Bondhu_12082018_81_n,Bondhu_12082018_81,6,13224,737402,294.609649815892,64.5853391617543,213,706118.438757563,2667520.26549687
Bondhu_12082018_82_n,Bondhu_12082018_82,6,13225,737402,87.5027619877926,10.2239529439037,85,706080.039698357,2667551.35440071
Bondhu_12082018_83_n,Bondhu_12082018_83,6,13226,737402,205.464543783197,42.2332536079904,162,706085.811116267,2667568.991616
Bondhu_12082018_84_n,Bondhu_12082018_84,6,13227,737402,160.206778906128,29.0280729634216,135,706056.300846818,2667542.37246364
Bondhu_12082018_85_n,Bondhu_12082018_85,6,13228,737402,170.511733011816,28.0445782908344,143,706046.087927636,2667548.16023273
Bondhu_12082018_86_n,Bondhu_12082018_86,6,13229,737402,222.847528283911,38.6882300440618,172,706034.074503692,2667555.16254308
Bondhu_12082018_87_n,Bondhu_12082018_87,6,13230,737402,103.32077340871,13.9851438530224,97,706026.765799583,2667562.90210333
Bondhu_12082018_88_n,Bondhu_12082018_88,6,13231,737402,288.023679019368,58.1793831999972,220,706022.430331437,2667573.04384938
Bondhu_12082018_89_n,Bondhu_12082018_89,6,13232,737402,50.6495369854964,2.67909679928559,59,706019.7231862,2667581.870029
Bondhu_12082018_8_b,Bondhu_12082018_8_b,6,13151,737402,5875.41430104305,981.37150394073,1961,706095.43954825,2667064.66002625
Bondhu_12082018_90_n,Bondhu_12082018_90,6,13233,737402,36.4745567879852,1.50521740349931,45,706019.5839913,2667587.403583
Bondhu_12082018_91_n,Bondhu_12082018_91,6,13234,737402,335.459589720737,60.8072263178459,265,706027.9369566,2667597.4134015
Bondhu_12082018_92_n,Bondhu_12082018_92,6,13235,737402,416.892684161061,77.8365209138795,297,706028.640885563,2667610.3852975
Bondhu_12082018_93_n,Bondhu_12082018_93,6,13236,737402,356.863223233849,82.8678539607272,265,706025.926952353,2667623.12207235
Bondhu_12082018_94_n,Bondhu_12082018_94,6,13237,737402,55.9798998404378,4.46824566770171,59,706024.684866909,2667634.86152818
Bondhu_12082018_95_n,Bondhu_12082018_95,6,13238,737402,362.107136780902,94.499381252217,265,706026.354293,2667648.01384647
Bondhu_12082018_96_n,Bondhu_12082018_96,6,13239,737402,557.502848182697,134.448950113078,370,706031.469312929,2667673.36305357
Bondhu_12082018_97_n,Bondhu_12082018_97,6,13240,737402,398.768033260566,83.4326075759902,297,706028.179471143,2667686.65715857
Bondhu_12082018_98_n,Bondhu_12082018_98,6,13241,737402,292.281369014375,38.8509269930838,245,706028.592819533,2667695.55525467
Bondhu_12082018_99_n,Bondhu_12082018_99,6,13242,737402,359.978067161892,58.2981639666102,282,706027.484140917,2667705.73392833
Bondhu_12082018_9_b,Bondhu_12082018_9_b,6,13152,737402,1977.24621551587,521.44195315631,932,706152.202224,2667079.76387889
Bondhu_12212016_100_n,Bondhu_12212016_100,6,12678,736685,114.900063670842,16.7463170676273,103,706035.364664214,2667613.76065
Bondhu_12212016_101_n,Bondhu_12212016_101,6,12679,736685,37.2298434370964,2.51730468885214,43,706025.633497,2667619.39235714
Bondhu_12212016_102_n,Bondhu_12212016_102,6,12680,736685,952.509349635573,224.375019962808,571,706016.872267072,2667640.49472
Bondhu_12212016_103_n,Bondhu_12212016_103,6,12681,736685,1462.86499145725,413.517526495257,749,706031.357231765,2667681.85206235
Bondhu_12212016_104_n,Bondhu_12212016_104,6,12682,736685,848.768418521713,249.884948180805,505,706031.120639389,2667703.65501444
Bondhu_12212016_105_n,Bondhu_12212016_105,6,12683,736685,502.643597918565,121.948733351953,341,706030.456619158,2667720.41024316
Bondhu_12212016_106_b,Bondhu_12212016_106_b,6,12684,736685,787.262527052793,238.362462057242,499,706581.1816606,2668379.83852733
Bondhu_12212016_107_n,Bondhu_12212016_107,6,12685,736685,296.61998116116,69.2528217136468,222,706581.535084438,2668903.2212575
Bondhu_12212016_108_n,Bondhu_12212016_108,6,12686,736685,775.799376621957,207.930650540229,463,706594.496132588,2668925.50375824
Bondhu_12212016_10_n,Bondhu_12212016_10,6,12588,736685,282.464840496232,45.3541764097161,239,706103.292053706,2666915.77086294
Bondhu_12212016_11_n,Bondhu_12212016_11,6,12589,736685,447.825637592415,87.3953490230469,328,706099.710138,2666925.59443263
Bondhu_12212016_12_n,Bondhu_12212016_12,6,12590,736685,677.311770562466,176.788160967888,430,706101.40121055,2666938.886578
Bondhu_12212016_13_n,Bondhu_12212016_13,6,12591,736685,1317.98884025757,355.683686942786,706,706099.40269825,2666959.7061365
Bondhu_12212016_14_n,Bondhu_12212016_14,6,12592,736685,560.589066467851,121.576635453158,372,706095.259178125,2666977.565785
Bondhu_12212016_15_n,Bondhu_12212016_15,6,12593,736685,407.372834819424,85.4338296561949,299,706094.433852833,2666992.39244667
Bondhu_12212016_16_n,Bondhu_12212016_16,6,12594,736685,441.547965320386,98.7696391328279,326,706091.441139826,2667003.68100522
Bondhu_12212016_17_n,Bondhu_12212016_17,6,12595,736685,72.299254999706,4.71244455954591,81,706088.665770765,2667011.59889941
Bondhu_12212016_18_n,Bondhu_12212016_18,6,12596,736685,656.829587131311,166.353665729358,411,706095.689371857,2667021.97668191
Bondhu_12212016_19_n,Bondhu_12212016_19,6,12597,736685,100.90100959189,12.1682978164917,96,706091.265114615,2667036.55937077
Bondhu_12212016_1_n,Bondhu_12212016_1,6,12579,736685,127.80015439179,18.3306334638605,113,706126.160697154,2666816.15887923
Bondhu_12212016_20_b,Bondhu_12212016_20_b,6,12598,736685,1252.67702806833,377.423131486565,693,706156.460876143,2667078.22193191
Bondhu_12212016_21_n,Bondhu_12212016_21,6,12599,736685,71.2134296105256,7.10197596612354,71,706079.392654875,2667059.28507437
Bondhu_12212016_22_n,Bondhu_12212016_22,6,12600,736685,104.252651753361,11.1113193510449,101,706073.11961475,2667070.05947833
Bondhu_12212016_23_n,Bondhu_12212016_23,6,12601,736685,58.044809698734,6.48978425461864,59,706066.622031692,2667076.63197615
Bondhu_12212016_24_n,Bondhu_12212016_24,6,12602,736685,593.474665270628,148.491304305921,391,706067.5732837,2667089.342436
Bondhu_12212016_25_n,Bondhu_12212016_25,6,12603,736685,486.157508396478,74.9788233283653,342,706072.78275963,2667103.96417148
Bondhu_12212016_26_n,Bondhu_12212016_26,6,12604,736685,319.015098604819,53.5248669884685,246,706066.971612095,2667113.80116048
Bondhu_12212016_27_n,Bondhu_12212016_27,6,12605,736685,23.7342714664821,1.30975405635036,30,706084.418698417,2667114.24049
Bondhu_12212016_28_n,Bondhu_12212016_28,6,12606,736685,94.6674681012872,10.7392846870641,87,706083.533290308,2667124.73053385
Bondhu_12212016_29_n,Bondhu_12212016_29,6,12607,736685,343.341994163739,71.5493676232736,253,706064.613598706,2667124.36684059
Bondhu_12212016_2_n,Bondhu_12212016_2,6,12580,736685,163.33978181921,29.1347541328094,145,706122.036244529,2666824.70405177
Bondhu_12212016_30_n,Bondhu_12212016_30,6,12608,736685,37.7744883025809,2.26109065741369,44,706063.863084583,2667133.53012667
Bondhu_12212016_31_n,Bondhu_12212016_31,6,12609,736685,10.5288886860766,0.245150194583652,15,706061.5239645,2667141.21812667
Bondhu_12212016_32_n,Bondhu_12212016_32,6,12610,736685,106.908851810387,14.8796853674701,97,706062.051292333,2667148.604888
Bondhu_12212016_33_n,Bondhu_12212016_33,6,12611,736685,160.262948537905,26.5644897005585,141,706061.744052667,2667160.50836222
Bondhu_12212016_34_n,Bondhu_12212016_34,6,12612,736685,104.948543075671,9.0265285888798,115,706061.70297835,2667167.814407
Bondhu_12212016_35_n,Bondhu_12212016_35,6,12613,736685,154.950106338391,16.024187044701,150,706060.998740421,2667174.04783684
Bondhu_12212016_36_n,Bondhu_12212016_36,6,12614,736685,508.100070976247,100.993684783915,378,706062.964564461,2667184.14164615
Bondhu_12212016_37_n,Bondhu_12212016_37,6,12615,736685,61.8977677248146,4.76813816774306,68,706054.9503788,2667189.802028
Bondhu_12212016_38_n,Bondhu_12212016_38,6,12616,736685,243.420929528479,41.3136737789593,204,706059.73026235,2667197.3960555
Bondhu_12212016_39_n,Bondhu_12212016_39,6,12617,736685,70.2158597414919,4.05487265215457,82,706048.301373647,2667202.61271294
Bondhu_12212016_3_n,Bondhu_12212016_3,6,12581,736685,133.42942630818,15.5889358783473,121,706120.97373725,2666834.29810312
Bondhu_12212016_40_n,Bondhu_12212016_40,6,12618,736685,57.3594391978566,5.10561885935368,60,706047.491952571,2667208.86811929
Bondhu_12212016_41_n,Bondhu_12212016_41,6,12619,736685,63.6784004741054,7.17176227865843,66,706074.980784687,2667208.07401313
Bondhu_12212016_42_n,Bondhu_12212016_42,6,12620,736685,37.988545625304,1.8796704221809,44,706041.765914071,2667213.52418071
Bondhu_12212016_43_n,Bondhu_12212016_43,6,12621,736685,58.3135226197334,3.78188015311708,64,706044.557739882,2667220.67387823
Bondhu_12212016_44_n,Bondhu_12212016_44,6,12622,736685,237.688727647713,42.4977345259982,181,706061.877828056,2667218.66035556
Bondhu_12212016_45_n,Bondhu_12212016_45,6,12623,736685,44.5108068147915,1.08616961738314,57,706046.122152154,2667228.58887615
Bondhu_12212016_46_n,Bondhu_12212016_46,6,12624,736685,175.090578550653,24.2596995425207,154,706032.8168854,2667229.27758733
Bondhu_12212016_47_n,Bondhu_12212016_47,6,12625,736685,151.533999656717,20.6852158174131,133,706028.767376375,2667237.15771937
Bondhu_12212016_48_n,Bondhu_12212016_48,6,12626,736685,32.6155347054849,1.90287320878936,38,706066.156388917,2667235.8674775
Bondhu_12212016_49_n,Bondhu_12212016_49,6,12627,736685,62.5349692391217,6.273846654744,64,706067.742227,2667250.95848769
Bondhu_12212016_4_n,Bondhu_12212016_4,6,12582,736685,275.308453544791,48.2077488607169,219,706114.887947526,2666842.64893526
Bondhu_12212016_50_n,Bondhu_12212016_50,6,12628,736685,86.5102887440385,10.153625976702,81,706030.268303562,2667254.51687437
Bondhu_12212016_51_n,Bondhu_12212016_51,6,12629,736685,74.3719894794742,8.71495087521159,72,706062.816614812,2667259.20261625
Bondhu_12212016_52_n,Bondhu_12212016_52,6,12630,736685,27.7176579992843,1.47652195663911,33,706062.383323273,2667265.97916909
Bondhu_12212016_53_n,Bondhu_12212016_53,6,12631,736685,14.4595179040839,0.42433629266037,20,706051.9875419,2667268.340241
Bondhu_12212016_54_n,Bondhu_12212016_54,6,12632,736685,48.6041577554548,3.56664185553612,52,706031.229603214,2667262.74356571
Bondhu_12212016_55_n,Bondhu_12212016_55,6,12633,736685,185.937586243701,30.7199945488896,158,706033.107594278,2667270.72192833
Bondhu_12212016_56_n,Bondhu_12212016_56,6,12634,736685,59.6034489859903,4.47943183329273,63,706032.461800167,2667278.94795333
Bondhu_12212016_57_n,Bondhu_12212016_57,6,12635,736685,272.632099466624,43.521209900471,213,706027.117268526,2667287.23336842
Bondhu_12212016_58_n,Bondhu_12212016_58,6,12636,736685,23.5632069093399,0.818718715095472,31,706033.680052222,2667294.14188444
Bondhu_12212016_59_n,Bondhu_12212016_59,6,12637,736685,64.2418597817801,6.70459006198673,65,706030.070293286,2667301.44550214
Bondhu_12212016_5_n,Bondhu_12212016_5,6,12583,736685,179.356315527554,26.7009809796275,155,706115.668496182,2666852.19743455
Bondhu_12212016_60_n,Bondhu_12212016_60,6,12638,736685,156.86224096871,25.9353564202776,137,706036.704400375,2667310.35350125
Bondhu_12212016_61_n,Bondhu_12212016_61,6,12639,736685,137.715853364211,21.2825131240606,123,706050.3513172,2667287.07936
Bondhu_12212016_62_n,Bondhu_12212016_62,6,12640,736685,345.363609717729,79.6446836699399,258,706069.972135958,2667303.35077875
Bondhu_12212016_63_n,Bondhu_12212016_63,6,12641,736685,73.3164013703557,9.31794292368347,71,706060.949920933,2667319.35115533
Bondhu_12212016_64_n,Bondhu_12212016_64,6,12642,736685,202.744737674062,33.8942316129575,172,706040.377041688,2667319.11356562
Bondhu_12212016_65_n,Bondhu_12212016_65,6,12643,736685,563.677476031276,142.053642532038,367,706025.414794864,2667332.91138636
Bondhu_12212016_66_n,Bondhu_12212016_66,6,12644,736685,93.0953059030127,13.4218537912069,89,706025.007188571,2667347.55749286
Bondhu_12212016_67_n,Bondhu_12212016_67,6,12645,736685,82.8016138466456,9.19042714578293,80,706042.074884824,2667336.89680353
Bondhu_12212016_68_n,Bondhu_12212016_68,6,12646,736685,19.560983470924,0.846881843465178,25,706032.2686539,2667367.892896
Bondhu_12212016_69_n,Bondhu_12212016_69,6,12647,736685,86.7441561125043,10.4167198129465,87,706035.045859882,2667355.63573529
Bondhu_12212016_6_n,Bondhu_12212016_6,6,12584,736685,233.087617917883,44.3752045737282,186,706109.496999278,2666865.10466889
Bondhu_12212016_70_n,Bondhu_12212016_70,6,12648,736685,93.2932211616561,12.6636610860843,90,706047.234557353,2667349.12705529
Bondhu_12212016_71_n,Bondhu_12212016_71,6,12649,736685,32.2583857026829,1.7678632927748,38,706048.955608385,2667342.18553539
Bondhu_12212016_72_n,Bondhu_12212016_72,6,12650,736685,127.369342327947,22.9494511847534,117,706055.797895375,2667337.40919313
Bondhu_12212016_73_n,Bondhu_12212016_73,6,12651,736685,89.4137035714323,12.615001027494,84,706056.472179353,2667327.34275176
Bondhu_12212016_74_b,Bondhu_12212016_74_b,6,12652,736685,909.255931031597,250.279193845338,522,706137.904068533,2667108.78472
Bondhu_12212016_75_b,Bondhu_12212016_75_b,6,12653,736685,2471.37166269253,700.220278077926,1138,706168.8237228,2667143.72359533
Bondhu_12212016_76_b,Bondhu_12212016_76_b,6,12654,736685,2400.93275825298,729.581120334212,1081,706136.849139333,2667134.96455267
Bondhu_12212016_77_b,Bondhu_12212016_77_b,6,12655,736685,1344.46970977522,393.217236806368,725,706128.191729,2667165.816256
Bondhu_12212016_78_b,Bondhu_12212016_78_b,6,12656,736685,1420.20644424439,374.305340846996,715,706101.395207077,2667159.04095231
Bondhu_12212016_79_b,Bondhu_12212016_79_b,6,12657,736685,1471.58099190028,468.952600219737,740,706151.311794059,2667297.25811471
Bondhu_12212016_7_n,Bondhu_12212016_7,6,12585,736685,243.951020224463,50.2349540498507,186,706106.502468941,2666880.21345
Bondhu_12212016_80_n,Bondhu_12212016_80,6,12658,736685,190.053556808179,40.1277637410345,158,706131.967007214,2667448.05838
Bondhu_12212016_81_n,Bondhu_12212016_81,6,12659,736685,139.782089583943,19.2094122402557,123,706130.417323059,2667460.51019
Bondhu_12212016_82_n,Bondhu_12212016_82,6,12660,736685,171.613462863407,31.0381831203815,143,706098.41185125,2667480.56222688
Bondhu_12212016_83_n,Bondhu_12212016_83,6,12661,736685,235.763654830246,44.8360628809019,182,706089.218214267,2667489.77464933
Bondhu_12212016_84_n,Bondhu_12212016_84,6,12662,736685,284.128307219656,52.481958015183,211,706082.257624714,2667499.90371429
Bondhu_12212016_85_n,Bondhu_12212016_85,6,12663,736685,300.734176532466,60.6625087482905,223,706073.5629545,2667509.06833643
Bondhu_12212016_86_n,Bondhu_12212016_86,6,12664,736685,235.835898018901,46.8801327930834,187,706069.310777933,2667521.21520133
Bondhu_12212016_87_n,Bondhu_12212016_87,6,12665,736685,89.8428862217501,10.5624281752459,89,706081.6986925,2667534.17321857
Bondhu_12212016_88_n,Bondhu_12212016_88,6,12666,736685,85.4057613615483,8.59440408206346,87,706061.683253077,2667532.13102231
Bondhu_12212016_89_n,Bondhu_12212016_89,6,12667,736685,236.449177842726,47.3336510372566,191,706055.26874,2667539.430192
Bondhu_12212016_8_n,Bondhu_12212016_8,6,12586,736685,718.968769121242,185.545838373058,472,706105.847197667,2666892.72254167
Bondhu_12212016_90_n,Bondhu_12212016_90,6,12668,736685,52.0967986491179,4.16277562694304,56,706071.244875091,2667548.99853727
Bondhu_12212016_91_b,Bondhu_12212016_91_b,6,12669,736685,2154.53052181478,638.149421022478,988,706082.376212,2667568.51842857
Bondhu_12212016_92_n,Bondhu_12212016_92,6,12670,736685,383.689788107855,96.4006725844081,274,706043.608140062,2667546.73293813
