region_name,region_id,repo_rank_vec,primary_sample_flag,date_1,date_2,repo_name_raw,repo_name_clean,mean_x_pos,mean_y_pos,mean_pca_pos,date_1_num
Bahirchar,2,22,0,03042018,03152018,Bahirchar_03042018_1_b,Bahirchar_03042018_1_b,706122.560558883,706122.560558883,-2863.99223369571,737123
Bahirchar,2,23,0,03042018,03152018,Bahirchar_03042018_27_b,Bahirchar_03042018_27_b,706105.709867,706105.709867,-2857.32588085293,737123
Bahirchar,2,24,0,03042018,03152018,Bahirchar_03042018_8_b,Bahirchar_03042018_8_b,706069.7063485,706069.7063485,-2954.40134218532,737123
Bahirchar,2,25,0,03042018,03152018,Bahirchar_03042018_7,Bahirchar_03042018_7_n,706099.339358765,706099.339358765,-2914.54953329914,737123
Bahirchar,2,26,0,03042018,03152018,Bahirchar_03042018_21_b,Bahirchar_03042018_21_b,706114.285142143,706114.285142143,-2881.95192789675,737123
Bahirchar,2,27,0,03042018,03152018,Bahirchar_03042018_15,Bahirchar_03042018_15_n,706038.9883869,706038.9883869,-3135.7649282664,737123
Basuri,4,1,1,04232014,05022014,Basuri_04232014_4_b,Basuri_04232014_4_b,657065.170842059,657065.170842059,-65117.2721152053,735712
Basuri,4,2,1,04232014,05022014,Basuri_04232014_9_b,Basuri_04232014_9_b,658074.540771148,658074.540771148,-64284.7012655633,735712
Basuri,4,3,1,04232014,05022014,Basuri_04232014_1_b,Basuri_04232014_1_b,658144.66113975,658144.66113975,-64067.3449684883,735712
Basuri,4,4,1,04232014,05022014,Basuri_04232014_3_b,Basuri_04232014_3_b,655831.391073,655831.391073,-65978.0782024134,735712
Basuri,4,5,1,04232014,05022014,Basuri_04232014_5_b,Basuri_04232014_5_b,657283.741217667,657283.741217667,-64949.5830046558,735712
Basuri,4,6,1,04232014,05022014,Basuri_04232014_6_b,Basuri_04232014_6_b,657367.898238154,657367.898238154,-65001.6371755443,735712
Basuri,4,7,1,04232014,05022014,Basuri_04232014_2_b,Basuri_04232014_2_b,658234.607149421,658234.607149421,-63863.0673449447,735712
Basuri,4,8,1,04232014,05022014,Basuri_04232014_8_b,Basuri_04232014_8_b,658029.568662459,658029.568662459,-64220.1698730225,735712
Basuri,4,9,1,04232014,05022014,Basuri_04232014_7_b,Basuri_04232014_7_b,657245.561035,657245.561035,-65126.0599277797,735712
Basuri,4,1,1,01132016,01162016,Basuri_01132016_2_b,Basuri_01132016_2_b,676477.967791,676477.967791,-43393.7487418302,736342
Basuri,4,2,1,01132016,01162016,Basuri_01132016_3_b,Basuri_01132016_3_b,676475.160258174,676475.160258174,-43291.6175112673,736342
Basuri,4,3,1,01132016,01162016,Basuri_01132016_1_b,Basuri_01132016_1_b,676348.929934316,676348.929934316,-43392.2708570602,736342
Basuri,4,4,1,01132016,01162016,Basuri_01132016_5_b,Basuri_01132016_5_b,676480.260844133,676480.260844133,-43391.9895888101,736342
Basuri,4,5,1,01132016,01162016,Basuri_01132016_4_b,Basuri_01132016_4_b,676431.64393108,676431.64393108,-43340.9562350615,736342
Basuri,4,1,1,02172016,02222016,Basuri_02172016_1_b,Basuri_02172016_1_b,655653.3898355,655653.3898355,-66202.6214885675,736377
Basuri,4,2,1,02172016,02222016,Basuri_02172016_3_b,Basuri_02172016_3_b,657046.476928913,657046.476928913,-65133.6958617133,736377
Basuri,4,3,1,02172016,02222016,Basuri_02172016_4_b,Basuri_02172016_4_b,657290.253027571,657290.253027571,-64943.7634840742,736377
Basuri,4,4,1,02172016,02222016,Basuri_02172016_5_b,Basuri_02172016_5_b,657234.320689709,657234.320689709,-65117.8475682102,736377
Basuri,4,5,1,02172016,02222016,Basuri_02172016_2_b,Basuri_02172016_2_b,655824.88824975,655824.88824975,-65985.9929048478,736377
Basuri,4,1,1,02262017,02272017,Basuri_02262017_6_b,Basuri_02262017_6_b,657298.902429524,657298.902429524,-64943.2029891859,736752
Basuri,4,2,1,02262017,02272017,Basuri_02262017_7_b,Basuri_02262017_7_b,657248.361004667,657248.361004667,-65124.9538046799,736752
Basuri,4,3,1,02262017,02272017,Basuri_02262017_1_b,Basuri_02262017_1_b,658221.516878111,658221.516878111,-64027.6966286967,736752
