repose_angle,observed_flux_tot_in,observed_flux_tot_in_ste,observed_flux_tot_out,observed_flux_tot_out_ste,observed_flux_rate_in,observed_flux_rate_in_ste,observed_flux_rate_out,observed_flux_rate_out_ste,est_flux_rate_in,est_flux_rate_in_ste,est_flux_rate_out,est_flux_rate_out_ste
25,79.4977422196859,2.50950111174898,-90.1340433719569,2.30849883135667,0.576070595794825,0.0181847906648476,-0.653145241825774,0.0167282524011353,1.95512269033383,0.0786168676245748,-3.48492488949875,0.0644151075195479
30,79.5306559079867,2.38918016484332,-90.1542613176934,2.2552342557135,0.576309100782512,0.0173128997452415,-0.653291748678937,0.0163422772153152,1.96497000595658,0.0665901784386547,-3.48631489797943,0.0668204988471814
35,79.4285881220576,2.49501208243424,-90.0775036423571,2.461631193614,0.575569479145345,0.0180797976987989,-0.652735533640269,0.0178379072001014,1.96076760441851,0.072278135693845,-3.47687513815566,0.0650842622548601
