ORIG_FID,repose_angle,vol_est,vol_ste
505,30,177.204131581872,30.0537994742441
506,30,35.7328517332988,2.22821683132952
507,30,252.517879259472,31.1611252667078
508,30,88.1413836424868,7.38936753957901
509,30,121.201195841293,15.8723188037492
510,30,36.9933122661576,2.27209584247512
511,30,289.142920201847,61.6667895554763
512,30,84.7084936799862,9.30706041599053
513,30,100.487002566275,10.6417581780455
514,30,168.570931493988,22.095403621831
515,30,1167.49114769121,356.459271901949
516,30,83.4792085656292,8.36846183533214
517,30,69.7737023620946,7.49211768785657
518,30,67.6789533732231,5.25524528943261
519,30,95.1419491526088,12.9033105338847
520,30,243.699964323291,38.5040713462747
521,30,872.04573723817,207.225323900182
522,30,286.561416041878,64.8931731201294
523,30,268.508203371977,52.8110919908775
524,30,29.8675141491748,1.39555568140926
525,30,49.3234704350867,3.99522478391151
526,30,663.382023963466,185.655332865886
527,30,85.7610861029741,7.50855338198964
528,30,839.768837250102,209.346531907584
529,30,1013.33161565421,263.363136837123
530,30,87.2532866132235,8.96796660633193
531,30,74.4068065296379,7.69943394217374
532,30,17.8097654262615,0.754804158111706
533,30,37.6502497473387,3.00628260606453
534,30,76.2708131470823,9.55321099858784
535,30,29.0839653575302,1.28383347450161
536,30,149.31022736999,20.8220463367111
537,30,161.26715468403,28.1148074769033
538,30,229.272770243216,43.1374824374418
539,30,206.671775673434,35.0835059609652
540,30,219.390720498151,45.404104190801
541,30,219.505876268699,32.4023335177096
542,30,224.211795438689,40.0116248573078
543,30,361.154249512354,77.8406415634616
544,30,244.208467368179,39.1149959936996
545,30,42.4385775029151,2.77128814588457
546,30,149.87957706247,22.9418662088322
547,30,92.3361081458336,10.2996087560897
548,30,460.468457878459,112.839876906262
549,30,359.709900739536,57.7359977823219
550,30,323.538688003473,58.6881220819116
551,30,263.696912692736,46.6062087490228
552,30,294.720786918492,39.0865948662063
553,30,258.12057053148,47.5319733944253
554,30,796.444638916451,185.310303680841
555,30,39.7649376753591,2.9815225443543
556,30,96.3296195233248,12.4539979444072
557,30,80.8897209261216,9.84261070153175
558,30,235.593386951053,37.4750658576021
559,30,425.094136217076,72.3022458567344
560,30,11556.7053422801,2202.85811889717
561,30,401.431796977708,87.7183927122695
562,30,458.468056655536,101.247709646507
563,30,154.613157676245,22.6749352337245
564,30,56.7362770360967,6.3027406460132
565,30,150.224819667655,21.5804025917661
566,30,52.1420675770395,3.95220393755115
567,30,120.726944662098,16.506890410016
568,30,148.121475542251,26.1724275203869
569,30,209.570159817889,41.0787011823212
570,30,87.3320791899187,8.91043260522594
571,30,39.8737471200957,2.68403654117573
572,30,47.7678524201467,3.51167312210962
573,30,13.0346873429817,0.346060571434413
574,30,61.10934986535,5.82007495363373
575,30,64.3156198845463,6.87143190735222
576,30,252.052110106626,43.3275689546288
577,30,610.850295535063,153.169677906239
578,30,765.643643256507,191.782347878304
579,30,61.1624859720202,5.76219414475411
580,30,24.0755105995443,0.981282716806116
581,30,18.6089172583496,0.695529256560214
582,30,16.9831326311387,0.650332907426151
583,30,10.5235797600157,0.242120170296754
584,30,41.2753636304897,3.4273183991939
585,30,30.3863081608664,1.67019049150354
586,30,282.770919077982,52.5522526289462
587,30,95.7397050144299,6.05831459351804
588,30,72.4707010754281,7.32445200452383
589,30,46.1244191614072,3.35923264329799
590,30,9.3992754330428,0.176345317385371
591,30,232.249227825311,40.0925033289973
592,30,536.838376535379,130.360967094301
593,30,489.835169889417,108.575377499708
594,30,738.553449048004,163.035945221345
595,30,352.890032927923,48.1087896168022
596,30,195.194258272896,22.9944239503916
597,30,272.298588514658,49.0162589602918
598,30,237.141166594404,41.265931363949
599,30,915.607275584333,229.186383254445
600,30,323.625879246293,62.8420252566036
601,30,348.837716683026,69.0472476886798
602,30,88.7925600893601,10.040510239622
603,30,172.437705361436,28.333592622485
604,30,477.645321114009,108.284424624414
605,30,54.6730519639985,4.99340026832516
606,30,24.4465735353547,1.2919268359359
607,30,171.018926447462,22.5863280063263
608,30,60.1161528400962,5.91251887008861
609,30,148.811847224656,13.2194642451735
610,30,125.974686098215,14.9611558217515
611,30,575.08800642135,122.766766223258
612,30,298.765300960516,55.9744787022602
613,30,362.897615426043,61.9539590447349
614,30,211.816705439978,30.6290300643454
615,30,298.950042598484,61.5319031972944
616,30,243.124635221121,40.7557319482026
617,30,254.554266013417,34.1486264566717
618,30,305.597701449105,56.1839533899643
619,30,149.988427422302,17.7459088573732
620,30,305.199135758087,63.1266674928669
621,30,651.959252602043,158.469797214452
622,30,266.877467916217,45.3362858136743
623,30,99.1689768011246,9.18945861694704
624,30,330.50357116064,54.5707677889653
625,30,139.250308021326,20.4268337442188
626,30,96.251440899893,11.0337145862574
627,30,140.11278495903,19.2295149637456
628,30,33.7870511277341,1.56321100303821
629,30,57.3698240566876,3.85452534697159
630,30,41.4186864217387,2.60782164994238
631,30,26.5958591822304,1.21093041504018
632,30,27.0833860218285,1.07473887870929
633,30,24.7572971724177,1.11367628604455
634,30,43.0054050402568,3.05110944445019
635,30,35.485103546731,1.86088431982345
636,30,11.3074345746601,0.0907742038035056
637,30,60.4951307092245,5.7799233309401
638,30,13.6068637091128,0.343098085464297
639,30,4602.04473034989,992.604962922157
640,30,576.507634113816,149.91031335736
641,30,425.716897919063,94.3630692626703
642,30,209.867811356732,27.8689134622521
643,30,34.1423924677464,2.15150960243263
644,30,427.887679134974,95.0876834022013
645,30,119.691948480997,17.1860904556461
646,30,315.842260903807,66.4449195891161
647,30,477.350147272865,100.617295486371
648,30,59.6664087211659,5.76000170344598
649,30,549.957962153359,114.57611845354
650,30,237.332768065096,39.2962482615019
651,30,140.602635369694,18.8386955569736
652,30,227.416480659625,41.19645450354
653,30,9494.17219825554,1817.01976996326
654,30,2884.36582978058,682.92688897948
655,30,2558.72442776827,731.586932828459
656,30,3033.71210754009,837.772642869492
657,30,1311.93381669849,360.715993359633
658,30,2060.9385212162,616.080874500386
659,30,1578.02498712647,416.908865517229
660,30,2922.07497477016,832.144735188914
0,35,73572.4275771029,7795.35983461828
1,35,7657.59543737905,1514.56384696552
2,35,15774.0160461155,2514.09614335818
3,35,6810.74689535541,1362.77611752622
4,35,3741.11383517669,1028.36736721475
5,35,6947.38977288734,1540.85119521659
6,35,3465.89641676744,886.426449367433
7,35,27194.8938464679,3497.26024386652
8,35,13103.8231101828,2548.56051358515
9,35,1737.54372904754,462.464493014999
10,35,2601.4271501766,696.447968838195
11,35,22551.4955351816,3046.8706518749
12,35,5540.02108255539,1471.26025718092
13,35,3039.0235894369,781.716892066282
14,35,8073.76445105681,1662.83231302411
15,35,155.714137001995,25.2335769022279
16,35,32.2029418219478,1.13178665130126
17,35,79.6845776614528,7.64956027094594
18,35,49.5212993521665,2.31307062391074
19,35,45.2687253710083,1.64738990193975
20,35,16.1568734120349,0.280725088359555
21,35,58.591670953322,5.34814515316286
22,35,55.720860560571,3.64867038761168
23,35,36.7879308238616,2.70229148256441
24,35,46.3611421309531,3.11957174966039
25,35,14.0925330370394,0.202471885976799
26,35,134.325836494093,14.2414137181393
27,35,24.6678392550617,0.42790416769358
28,35,60.0417658172452,4.95155698997472
29,35,198.154687812776,22.0621530379983
30,35,183.247045837466,26.494126278839
31,35,222.494767809665,39.048152395804
32,35,317.89346771792,61.5262059689884
33,35,252.368483113782,41.627476883791
34,35,159.906289704001,17.7411500763504
35,35,405.497407602998,89.6947654060898
36,35,83.5586669103426,8.35460048505216
37,35,94.8326851888687,9.33568593642129
38,35,178.326926555211,20.4612114892473
39,35,114.037537972644,12.5802587422745
40,35,61.1551906845831,3.71908248556943
41,35,161.787357639238,22.3562035181624
42,35,60.7594884808989,4.97204457211927
43,35,346.813420792865,60.3631578144254
44,35,58.3720199186401,4.82555363950327
45,35,41.0698794285135,2.85617501817533
46,35,23.2183407509711,0.705641769381779
47,35,23.8605697711637,0.820521441989056
48,35,41.9985816882356,2.04127788047478
49,35,358.446180170438,62.7894832497366
50,35,781.69112990834,167.886262911407
51,35,516.789748699519,91.7358137929805
52,35,1509.99343047726,394.86120705726
53,35,113.337121140726,13.828995212888
54,35,81.2766880479836,8.55905261822759
55,35,86.4821712932405,8.04055332297726
56,35,58.550654018147,3.92881213375338
57,35,9.34854905408212,0.0993671050587414
58,35,50.243091712317,4.41793206868958
59,35,65.7837375300316,5.90050515007585
60,35,74.6239140045374,6.61763678016964
61,35,17.5960597340109,0.501767277374947
62,35,51.9981669624078,3.48423084124329
63,35,76.7923847094292,6.19767031389107
64,35,54.4326982026046,3.88495186815857
65,35,237.753362697559,40.803890372362
66,35,340.78592123451,66.6582064139115
67,35,280.654502628847,52.3779072529465
68,35,34.3528979357267,1.4431832544654
69,35,55.0833978069369,3.87204732642191
70,35,28.1992843470955,1.02280538666157
71,35,382.304270917757,85.8398361247907
72,35,716.692947508843,185.429585480259
73,35,202.211019784034,31.25543015055
74,35,276.076663221193,48.9323952027095
75,35,139.983172462196,18.6180235449373
76,35,109.710748436171,9.4641436745619
77,35,79.2880391747811,7.02462874614746
78,35,24.0590510164287,0.917640657968782
79,35,165.513093759769,25.1800601017876
80,35,32.5385330909506,1.05777287164245
81,35,62.0098410575967,4.83982246753993
82,35,707.783552474441,157.187898512359
83,35,270.327410951186,52.8556567344599
84,35,122.280080881912,17.6745946428333
85,35,26.0851341396648,0.800689627157603
86,35,28.3652592740112,1.14653901332171
87,35,59.2446597027964,4.36836615314961
88,35,28.2703913751221,1.54352077285864
89,35,55.322338536305,4.24173917890469
90,35,52.5547732678132,4.06883729721434
91,35,43.1282333436206,2.89456335320692
92,35,57.5596464277949,4.07970383567055
93,35,238.016012390416,41.5765057069279
94,35,65.4171657920797,4.57503243885775
95,35,169.461430007185,23.6040113042289
96,35,111.174895210456,9.71060698825482
97,35,106.440757343767,8.34551951890246
98,35,170.745537811604,19.2051272350278
99,35,180.862408580452,21.3343405115263
100,35,78.7663981914969,5.33196753488884
101,35,89.1058668097739,9.699082164991
102,35,182.382658326097,25.2533570373222
103,35,116.879848756288,11.3301786031669
104,35,124.939623980348,12.2395395848626
105,35,204.521606472017,25.6871895953207
106,35,181.864613422653,20.5452114003701
