repo_id,date_num,date_string,current_vol_est,current_vol_ste,total_capacity
1,736277,09-Nov-2015,1787.61484622289,445.877308541751,2556.8696185215
1,736291,23-Nov-2015,1990.69692403552,490.022337442635,2556.8696185215
1,736296,28-Nov-2015,1739.71185580508,421.106930614498,2556.8696185215
1,736331,02-Jan-2016,1074.21531673887,206.348030761209,2556.8696185215
1,736342,13-Jan-2016,1125.55709110691,233.205128674122,2556.8696185215
1,736386,26-Feb-2016,1752.50661040302,346.343417962847,2556.8696185215
1,736401,12-Mar-2016,941.162546659806,143.619005046004,2556.8696185215
1,736415,26-Mar-2016,1066.76085967916,179.448441887497,2556.8696185215
2,736277,09-Nov-2015,379.16873946623,63.8799755868065,1132.72706334999
2,736291,23-Nov-2015,496.815458873011,84.3212413479952,1132.72706334999
2,736296,28-Nov-2015,194.353091824811,14.2076035082344,1132.72706334999
2,736331,02-Jan-2016,206.235020326171,9.99321234604408,1132.72706334999
2,736342,13-Jan-2016,232.956589023196,14.4136505977712,1132.72706334999
2,736386,26-Feb-2016,52.1836031609759,2.62417965444685,1132.72706334999
2,736401,12-Mar-2016,682.537966500777,166.415563701331,1132.72706334999
2,736415,26-Mar-2016,767.178332936736,165.200650458093,1132.72706334999
3,736277,09-Nov-2015,1103.60327371697,276.697950686361,1636.26609798158
3,736291,23-Nov-2015,0,0,1636.26609798158
3,736296,28-Nov-2015,190.092998222025,10.2431232132302,1636.26609798158
3,736331,02-Jan-2016,747.139843265181,155.840441178005,1636.26609798158
3,736342,13-Jan-2016,199.831220514544,5.0247036368839,1636.26609798158
3,736386,26-Feb-2016,202.39612720474,9.10184192176329,1636.26609798158
3,736401,12-Mar-2016,378.413196470937,21.445199256865,1636.26609798158
3,736415,26-Mar-2016,373.341451243381,43.9381239873344,1636.26609798158
4,736277,09-Nov-2015,233.126349775475,34.7552172378375,1389.40710583075
4,736291,23-Nov-2015,449.014292717372,53.104346776425,1389.40710583075
4,736296,28-Nov-2015,863.502835465443,212.484807957601,1389.40710583075
4,736331,02-Jan-2016,1114.197256636,286.404522579867,1389.40710583075
4,736342,13-Jan-2016,0,0,1389.40710583075
4,736386,26-Feb-2016,780.257773559551,163.989309724471,1389.40710583075
4,736401,12-Mar-2016,978.837050043902,251.01992616371,1389.40710583075
4,736415,26-Mar-2016,513.849914745407,70.859215391732,1389.40710583075
5,736277,09-Nov-2015,394.248035086787,44.3335700298286,1478.90560720234
5,736291,23-Nov-2015,619.42586091329,125.740732269267,1478.90560720234
5,736296,28-Nov-2015,319.586420304976,32.6697284966534,1478.90560720234
5,736331,02-Jan-2016,210.343626420966,12.4582961363811,1478.90560720234
5,736342,13-Jan-2016,306.320093153428,38.0265772693812,1478.90560720234
5,736386,26-Feb-2016,268.012604647458,29.5469963824336,1478.90560720234
5,736401,12-Mar-2016,495.494957145061,81.8809585404397,1478.90560720234
5,736415,26-Mar-2016,232.428423889348,9.2052389993222,1478.90560720234
6,736277,09-Nov-2015,789.377029025032,89.9984484910133,4551.26816941408
6,736291,23-Nov-2015,459.074496257541,30.8972467773278,4551.26816941408
6,736296,28-Nov-2015,1481.73953338554,226.54711120126,4551.26816941408
6,736331,02-Jan-2016,697.129034416964,84.5530074432405,4551.26816941408
6,736342,13-Jan-2016,434.237263559255,13.3899965443445,4551.26816941408
6,736386,26-Feb-2016,3669.3258794576,670.208007573439,4551.26816941408
6,736401,12-Mar-2016,3557.79919908369,649.067701149496,4551.26816941408
6,736415,26-Mar-2016,3506.40117747392,659.554658130357,4551.26816941408
7,736277,09-Nov-2015,954.730625586255,42.0003034784211,5169.08574030248
7,736291,23-Nov-2015,2543.37259436149,420.823817947296,5169.08574030248
7,736296,28-Nov-2015,1313.4554212529,131.845675018218,5169.08574030248
7,736331,02-Jan-2016,1712.29011074761,231.132004402256,5169.08574030248
7,736342,13-Jan-2016,4785.41229562391,1213.86457276849,5169.08574030248
7,736386,26-Feb-2016,78.9344436336447,2.10879686873687,5169.08574030248
7,736401,12-Mar-2016,0,0,5169.08574030248
7,736415,26-Mar-2016,2675.89640677571,442.488469310307,5169.08574030248
8,736277,09-Nov-2015,3679.26777707104,603.135216080268,7716.218940402
8,736291,23-Nov-2015,3209.95700239057,505.258666961559,7716.218940402
