ORIG_FID,repose_angle,vol_est,vol_ste
0,25,3158.13159992579,715.538711749933
1,25,12131.0869715954,1410.67141172496
2,25,3768.47180695917,916.943049207962
3,25,3867.88250597189,1060.97986160392
4,25,2095.4871012932,519.32153511094
5,25,3019.48583017716,737.666691861299
6,25,1930.13361411152,512.150073970076
7,25,5171.65054736969,1014.95351228223
8,25,7496.75211160215,1238.65967897927
9,25,13537.126576678,1721.47039704629
10,25,7314.26558338165,1414.00800771117
11,25,8479.99350822365,1455.15201194068
12,25,772.715473779708,233.704862520793
13,25,1237.4906131854,332.398705729915
14,25,5697.61011218217,1204.71150750507
15,25,18009.9040573666,2116.1458413136
16,25,17625.4059690013,2778.94557254217
17,25,12453.2781338922,1906.17076084306
18,25,14262.8837484716,1725.60537033477
19,25,4277.15689211633,1012.73997051072
20,25,7255.25054301874,1339.24526204253
21,25,4317.15272544925,1045.85011837618
22,25,8047.773166055,1740.46079647017
23,25,12494.8433424039,2122.63934763255
24,25,3101.01904136985,771.530860615156
25,25,4243.26111446355,1083.00717988652
26,25,5933.49599275103,1232.13839594364
27,25,961.004333843325,242.948019925428
28,25,6765.95472397325,1379.87249818252
29,25,6346.91282607552,1305.69115889565
30,25,24423.6384556874,3327.21894754023
31,25,35491.9563296566,3342.67371170238
32,25,13801.0380135376,1617.44064908496
33,25,8911.79975673519,1692.27507057992
34,25,3562.96980365648,945.725255132292
35,25,8945.66889247571,1279.05702792018
36,25,11932.7782504146,915.333383437761
37,25,21431.0152313169,1835.37162433321
38,25,747.912544589024,209.291970635961
39,25,4557.13233448921,743.006673661785
40,25,6884.1647422255,1061.59389272522
41,25,10534.4454931017,1085.12494445538
42,25,9094.55022839671,1221.07432970985
43,25,13725.6998528474,1616.27089730416
44,25,8776.68864576088,1131.42374332028
45,25,11245.3749053463,1435.94983811424
46,25,13862.4561575976,1851.23376324984
47,25,21615.9904419955,2386.56609753865
48,25,22880.8579800286,3353.78362096926
49,25,9290.61977921169,1289.24869805188
50,25,32932.4325038429,2934.2768800564
51,25,5981.40508075611,995.311253714677
52,25,18476.9676196879,2484.62812052383
53,25,2818.81160675034,750.213419604039
