FID,Id,name,area,ORIG_FID,POINT_X,POINT_Y
835,0,f16_perimeter,1989,15,-576368.036518999960000,-691468.005460000010000
836,0,f16_perimeter,1989,15,-576368.257361999950000,-691468.652725999940000
837,0,f16_perimeter,1989,15,-576368.533475999950000,-691469.461979000010000
838,0,f16_perimeter,1989,15,-576368.920004999960000,-691470.594750000050000
839,0,f16_perimeter,1989,15,-576369.344005999970000,-691471.345453000050000
840,0,f16_perimeter,1989,15,-576369.860833000040000,-691471.875836999970000
841,0,f16_perimeter,1989,15,-576370.229674999950000,-691472.464778000020000
842,0,f16_perimeter,1989,15,-576370.894486999950000,-691472.936605000050000
843,0,f16_perimeter,1989,15,-576371.707199999950000,-691473.350112000010000
844,0,f16_perimeter,1989,15,-576372.464740999970000,-691473.601627000030000
845,0,f16_perimeter,1989,15,-576373.370182999990000,-691473.794821999970000
846,0,f16_perimeter,1989,15,-576374.017300999960000,-691473.722703999960000
847,0,f16_perimeter,1989,15,-576374.774848000030000,-691473.974334000030000
848,0,f16_perimeter,1989,15,-576375.625116999960000,-691474.005536000010000
849,0,f16_perimeter,1989,15,-576376.475392999940000,-691474.036853000060000
850,0,f16_perimeter,1989,15,-576377.067255000000000,-691473.802979000030000
851,0,f16_perimeter,1989,15,-576377.955093999980000,-691473.452106000040000
852,0,f16_perimeter,1989,15,-576378.990819000060000,-691473.042682999980000
853,0,f16_perimeter,1989,15,-576380.026649000010000,-691472.633369000050000
854,0,f16_perimeter,1989,15,-576380.914390000050000,-691472.282501999990000
855,0,f16_perimeter,1989,15,-576381.654236000030000,-691471.990070999950000
856,0,f16_perimeter,1989,15,-576381.950218999990000,-691471.873188000060000
857,0,f16_perimeter,1989,15,-576382.985944999960000,-691471.463763999990000
858,0,f16_perimeter,1989,15,-576384.132195999960000,-691471.378082999960000
859,0,f16_perimeter,1989,15,-576384.576067000050000,-691471.202648999980000
860,0,f16_perimeter,1989,15,-576385.759886999960000,-691470.734893999990000
861,0,f16_perimeter,1989,15,-576386.647628000010000,-691470.384026000040000
862,0,f16_perimeter,1989,15,-576387.683450000010000,-691469.974596000040000
863,0,f16_perimeter,1989,15,-576388.275311999950000,-691469.740721000010000
864,0,f16_perimeter,1989,15,-576388.867173000010000,-691469.506845999970000
865,0,f16_perimeter,1989,15,-576389.459028000010000,-691469.272854999990000
866,0,f16_perimeter,1989,15,-576390.346864999970000,-691468.921980999990000
867,0,f16_perimeter,1989,15,-576391.382596999990000,-691468.512671999980000
868,0,f16_perimeter,1989,15,-576392.177706000050000,-691468.382111000010000
869,0,f16_perimeter,1989,15,-576392.769567999990000,-691468.148235999980000
870,0,f16_perimeter,1989,15,-576393.509413999970000,-691467.855803000040000
871,0,f16_perimeter,1989,15,-576394.249258999950000,-691467.563371000000000
872,0,f16_perimeter,1989,15,-576394.693130000030000,-691467.387936000010000
873,0,f16_perimeter,1989,15,-576395.876852000020000,-691466.920185000050000
874,0,f16_perimeter,1989,15,-576396.320819000020000,-691466.744745000030000
875,0,f16_perimeter,1989,15,-576397.504534999960000,-691466.276878000000000
876,0,f16_perimeter,1989,15,-576398.688250000010000,-691465.809010999980000
877,0,f16_perimeter,1989,15,-576399.132217000010000,-691465.633570999950000
878,0,f16_perimeter,1989,15,-576399.724078000060000,-691465.399695000030000
879,0,f16_perimeter,1989,15,-576400.611915000020000,-691465.048820000030000
880,0,f16_perimeter,1989,15,-576401.351662999950000,-691464.756393000020000
881,0,f16_perimeter,1989,15,-576402.091515999990000,-691464.464076000030000
882,0,f16_perimeter,1989,15,-576402.979352000050000,-691464.113201000030000
883,0,f16_perimeter,1989,15,-576403.719198000040000,-691463.820766999970000
884,0,f16_perimeter,1989,15,-576405.050903999950000,-691463.294457999990000
885,0,f16_perimeter,1989,15,-576405.494773000010000,-691463.119023000010000
886,0,f16_perimeter,1989,15,-576406.530600999950000,-691462.709706999940000
887,0,f16_perimeter,1989,15,-576407.566330999950000,-691462.300396000040000
888,0,f16_perimeter,1989,15,-576408.602151999950000,-691461.890963000010000
889,0,f16_perimeter,1989,15,-576409.194011999990000,-691461.657085999960000
890,0,f16_perimeter,1989,15,-576410.377727000040000,-691461.189218000040000
891,0,f16_perimeter,1989,15,-576410.969684000010000,-691460.955334999950000
892,0,f16_perimeter,1989,15,-576411.506280999980000,-691460.559587000050000
893,0,f16_perimeter,1989,15,-576411.230171000000000,-691459.750451000060000
894,0,f16_perimeter,1989,15,-576411.250036000040000,-691458.824314999980000
895,0,f16_perimeter,1989,15,-576411.029182999980000,-691458.176933999990000
896,0,f16_perimeter,1989,15,-576411.011487000040000,-691457.632988000060000
897,0,f16_perimeter,1989,15,-576410.680210000020000,-691456.661974000050000
898,0,f16_perimeter,1989,15,-576410.496820000000000,-691455.632408999950000
899,0,f16_perimeter,1989,15,-576410.055120000030000,-691454.337762000040000
900,0,f16_perimeter,1989,15,-576409.944696999970000,-691454.014129000020000
901,0,f16_perimeter,1989,15,-576409.502899999960000,-691452.719488000030000
902,0,f16_perimeter,1989,15,-576409.226879999970000,-691451.910230000040000
903,0,f16_perimeter,1989,15,-576408.950770000000000,-691451.101093000030000
904,0,f16_perimeter,1989,15,-576408.564230000020000,-691449.968207000060000
905,0,f16_perimeter,1989,15,-576408.232954000010000,-691448.997193000050000
906,0,f16_perimeter,1989,15,-576407.956844000030000,-691448.188056000040000
907,0,f16_perimeter,1989,15,-576407.735990999960000,-691447.540674000050000
908,0,f16_perimeter,1989,15,-576407.700599999980000,-691446.452781999950000
909,0,f16_perimeter,1989,15,-576407.314060000000000,-691445.319895999970000
910,0,f16_perimeter,1989,15,-576407.130774999970000,-691444.290440000010000
911,0,f16_perimeter,1989,15,-576407.057815999960000,-691443.584623000000000
912,0,f16_perimeter,1989,15,-576406.764100000030000,-691442.231417999950000
913,0,f16_perimeter,1989,15,-576406.635974999980000,-691441.363723000050000
914,0,f16_perimeter,1989,15,-576406.249441999940000,-691440.230953000020000
915,0,f16_perimeter,1989,15,-576406.214044000020000,-691439.142944999970000
916,0,f16_perimeter,1989,15,-576406.196347999970000,-691438.598999000040000
917,0,f16_perimeter,1989,15,-576405.699386000050000,-691437.142479000030000
918,0,f16_perimeter,1989,15,-576405.478532999990000,-691436.495097000040000
919,0,f16_perimeter,1989,15,-576405.036834000030000,-691435.200449000000000
920,0,f16_perimeter,1989,15,-576404.705460999980000,-691434.229440000020000
921,0,f16_perimeter,1989,15,-576404.263763000020000,-691432.934791999990000
922,0,f16_perimeter,1989,15,-576404.080374000010000,-691431.905226000000000
923,0,f16_perimeter,1989,15,-576403.804361999970000,-691431.096081999950000
924,0,f16_perimeter,1989,15,-576403.583411999980000,-691430.448706000000000
925,0,f16_perimeter,1989,15,-576403.307400000050000,-691429.639562000050000
926,0,f16_perimeter,1989,15,-576402.976028000000000,-691428.668552999970000
927,0,f16_perimeter,1989,15,-576402.700015999960000,-691427.859409000030000
928,0,f16_perimeter,1989,15,-576402.423900000050000,-691427.050154999950000
929,0,f16_perimeter,1989,15,-576402.203054000040000,-691426.402889000020000
930,0,f16_perimeter,1989,15,-576401.926938000020000,-691425.593635000060000
931,0,f16_perimeter,1989,15,-576401.299689000010000,-691424.739617999990000
932,0,f16_perimeter,1989,15,-576401.078835999940000,-691424.092236000000000
933,0,f16_perimeter,1989,15,-576400.599578000020000,-691423.179777999990000
934,0,f16_perimeter,1989,15,-576400.120215000000000,-691422.267209999960000
935,0,f16_perimeter,1989,15,-576399.585790000040000,-691421.192873999940000
936,0,f16_perimeter,1989,15,-576399.216953999940000,-691420.604048999960000
937,0,f16_perimeter,1989,15,-576398.903277999950000,-691420.176985000030000
938,0,f16_perimeter,1989,15,-576398.682426000010000,-691419.529603000030000
939,0,f16_perimeter,1989,15,-576398.516837000030000,-691419.044092000000000
940,0,f17_perimeter,973,16,-576411.097809999950000,-691461.823028999960000
941,0,f17_perimeter,973,16,-576407.990424999970000,-691463.050975000020000
942,0,f17_perimeter,973,16,-576400.481626000020000,-691465.651322999970000
943,0,f17_perimeter,973,16,-576381.172803999970000,-691472.547693999950000
944,0,f17_perimeter,973,16,-576374.311109000000000,-691475.075901999950000
945,0,f17_perimeter,973,16,-576374.916314000030000,-691478.326134999980000
946,0,f17_perimeter,973,16,-576378.240518999980000,-691492.990559000060000
947,0,f17_perimeter,973,16,-576381.356920000050000,-691498.187003000060000
948,0,f17_perimeter,973,16,-576402.827813999960000,-691491.721668999990000
949,0,f17_perimeter,973,16,-576416.809731999990000,-691486.930509999980000
950,0,f17_perimeter,973,16,-576415.835666000030000,-691483.091342999950000
951,0,f17_perimeter,973,16,-576411.097809999950000,-691461.823028999960000
952,0,f18_perimeter,863,17,-576416.602181000050000,-691487.546862000020000
953,0,f18_perimeter,863,17,-576381.799206999950000,-691499.198242999960000
954,0,f18_perimeter,863,17,-576381.752665000040000,-691503.064142000050000
955,0,f18_perimeter,863,17,-576384.007545999950000,-691510.802470000000000
956,0,f18_perimeter,863,17,-576384.061852999960000,-691510.964630999950000
957,0,f18_perimeter,863,17,-576384.481548000010000,-691511.718147999960000
958,0,f18_perimeter,863,17,-576388.414365999980000,-691514.958548999970000
959,0,f18_perimeter,863,17,-576389.170471000020000,-691515.215260999980000
960,0,f18_perimeter,863,17,-576390.425825000040000,-691515.461889000030000
961,0,f18_perimeter,863,17,-576391.033584999970000,-691515.776017999980000
962,0,f18_perimeter,863,17,-576400.320191000010000,-691517.491866000000000
963,0,f18_perimeter,863,17,-576401.778103000020000,-691517.843241999970000
964,0,f18_perimeter,863,17,-576402.885104999990000,-691518.147170000010000
965,0,f18_perimeter,863,17,-576415.296897000050000,-691517.186346999950000
966,0,f18_perimeter,863,17,-576416.053010000030000,-691517.443172000000000
967,0,f18_perimeter,863,17,-576416.497944999950000,-691517.270810000020000
968,0,f18_perimeter,863,17,-576421.417444000020000,-691514.448715999960000
969,0,f18_perimeter,863,17,-576419.639408000050000,-691502.128122000020000
970,0,f18_perimeter,863,17,-576416.602181000050000,-691487.546862000020000
971,0,f19_perimeter,1344,18,-576418.122621000050000,-691520.122699000060000
972,0,f19_perimeter,1344,18,-576417.420822000010000,-691520.028150000030000
973,0,f19_perimeter,1344,18,-576416.936067000030000,-691520.582372999980000
974,0,f19_perimeter,1344,18,-576416.654061999990000,-691521.241334000020000
975,0,f19_perimeter,1344,18,-576416.075371999990000,-691522.015246000020000
976,0,f19_perimeter,1344,18,-576415.956103999980000,-691523.160816999970000
977,0,f19_perimeter,1344,18,-576415.688593000060000,-691524.363916000000000
978,0,f19_perimeter,1344,18,-576415.312452999990000,-691525.242460999990000
979,0,f19_perimeter,1344,18,-576415.138972999990000,-691526.225866000050000
980,0,f19_perimeter,1344,18,-576415.059525000050000,-691526.989576000020000
981,0,f19_perimeter,1344,18,-576414.980077999990000,-691527.753285999990000
982,0,f19_perimeter,1344,18,-576414.766777000040000,-691529.118552000030000
983,0,f19_perimeter,1344,18,-576414.662092000010000,-691530.808138999970000
984,0,f19_perimeter,1344,18,-576414.542920000040000,-691531.953703999990000
985,0,f19_perimeter,1344,18,-576414.626305000040000,-691533.204019000060000
986,0,f19_perimeter,1344,18,-576414.615658000000000,-691534.674027999980000
987,0,f19_perimeter,1344,18,-576414.738767000030000,-691535.542487000000000
988,0,f19_perimeter,1344,18,-576414.713626999990000,-691536.468358000040000
989,0,f19_perimeter,1344,18,-576414.634082000000000,-691537.232074000060000
990,0,f19_perimeter,1344,18,-576414.623434999960000,-691538.702082999980000
991,0,f19_perimeter,1344,18,-576414.449954999960000,-691539.685487000040000
992,0,f19_perimeter,1344,18,-576414.518749000040000,-691540.391670000040000
993,0,f19_perimeter,1344,18,-576414.399584000000000,-691541.537350000000000
994,0,f19_perimeter,1344,18,-576414.240589999940000,-691543.064775999980000
995,0,f19_perimeter,1344,18,-576414.121417999970000,-691544.210339999990000
996,0,f19_perimeter,1344,18,-576413.947931000030000,-691545.193627999980000
997,0,f19_perimeter,1344,18,-576413.868386000050000,-691545.957343999990000
998,0,f19_perimeter,1344,18,-576413.843252000050000,-691546.883329999980000
999,0,f19_perimeter,1344,18,-576413.333354000000000,-691548.363423999980000
1000,0,f19_perimeter,1344,18,-576413.120149999970000,-691549.728681999960000
1001,0,f19_perimeter,1344,18,-576412.758598000040000,-691551.151358000000000
1002,0,f19_perimeter,1344,18,-576412.436771000040000,-691552.192178000000000
1003,0,f19_perimeter,1344,18,-576412.208983000020000,-691553.013420999980000
1004,0,f19_perimeter,1344,18,-576411.955956000020000,-691554.760540000050000
1005,0,f19_perimeter,1344,18,-576411.728257999990000,-691555.581661000030000
1006,0,f19_perimeter,1344,18,-576411.999615999990000,-691556.392708000030000
1007,0,f19_perimeter,1344,18,-576412.271064999980000,-691557.203634000030000
1008,0,f19_perimeter,1344,18,-576412.596828000040000,-691558.176836000060000
1009,0,f19_perimeter,1344,18,-576412.813969000010000,-691558.825600999990000
1010,0,f19_perimeter,1344,18,-576413.476047000030000,-691559.302004000060000
1011,0,f19_perimeter,1344,18,-576414.489029000050000,-691559.825740000000000
1012,0,f19_perimeter,1344,18,-576415.596043000000000,-691560.129780999970000
1013,0,f19_perimeter,1344,18,-576416.554806999980000,-691560.491232999950000
1014,0,f19_perimeter,1344,18,-576417.108268999960000,-691560.643314999990000
1015,0,f19_perimeter,1344,18,-576418.012725000040000,-691560.842606000020000
1016,0,f19_perimeter,1344,18,-576419.915573999980000,-691561.021501000040000
1017,0,f19_perimeter,1344,18,-576420.617376000040000,-691561.116048999950000
1018,0,f19_perimeter,1344,18,-576422.115115000050000,-691561.085561000040000
1019,0,f19_perimeter,1344,18,-576422.816916999990000,-691561.180108999950000
1020,0,f19_perimeter,1344,18,-576423.761097999990000,-691560.997545000050000
1021,0,f19_perimeter,1344,18,-576424.665458000030000,-691561.196842000000000
1022,0,f19_perimeter,1344,18,-576425.313042000050000,-691561.129107999960000
1023,0,f19_perimeter,1344,18,-576426.311440999970000,-691561.108826000010000
1024,0,f19_perimeter,1344,18,-576427.013339999950000,-691561.203367999990000
1025,0,f19_perimeter,1344,18,-576428.011731000040000,-691561.182969999970000
1026,0,f19_perimeter,1344,18,-576428.916188000000000,-691561.382260999990000
1027,0,f19_perimeter,1344,18,-576429.766336999950000,-691561.419390999940000
1028,0,f19_perimeter,1344,18,-576431.358011999980000,-691561.169212999990000
1029,0,f19_perimeter,1344,18,-576431.654698000060000,-691561.054262000020000
1030,0,f19_perimeter,1344,18,-576432.989500000030000,-691560.537057999990000
1031,0,f19_perimeter,1344,18,-576433.582686000040000,-691560.307283999980000
1032,0,f19_perimeter,1344,18,-576435.065834000010000,-691559.732663000000000
1033,0,f19_perimeter,1344,18,-576436.697328999990000,-691559.100622999950000
1034,0,f19_perimeter,1344,18,-576437.735443999990000,-691558.698370000000000
1035,0,f19_perimeter,1344,18,-576438.773655000030000,-691558.296111000000000
1036,0,f19_perimeter,1344,18,-576439.609218999980000,-691557.789223999950000
1037,0,f19_perimeter,1344,18,-576440.593121999990000,-691557.224804000000000
1038,0,f19_perimeter,1344,18,-576441.577026000010000,-691556.660384000050000
1039,0,f19_perimeter,1344,18,-576441.873711999970000,-691556.545432999960000
1040,0,f19_perimeter,1344,18,-576442.654959999960000,-691555.876270000010000
1041,0,f19_perimeter,1344,18,-576443.045581000040000,-691555.541629999990000
1042,0,f19_perimeter,1344,18,-576443.476028000000000,-691554.825245999960000
1043,0,f19_perimeter,1344,18,-576443.906372000000000,-691554.108751000020000
1044,0,f19_perimeter,1344,18,-576444.336818999960000,-691553.392366999990000
1045,0,f19_perimeter,1344,18,-576444.550019999970000,-691552.027108000010000
1046,0,f19_perimeter,1344,18,-576444.614978000060000,-691550.719377000000000
1047,0,f19_perimeter,1344,18,-576444.882485999960000,-691549.516277999970000
1048,0,f19_perimeter,1344,18,-576444.867900999960000,-691548.972262999970000
1049,0,f19_perimeter,1344,18,-576445.041474999980000,-691547.988852999990000
1050,0,f19_perimeter,1344,18,-576445.403021999980000,-691546.566176000050000
1051,0,f19_perimeter,1344,18,-576445.685025000010000,-691545.907215000010000
1052,0,f19_perimeter,1344,18,-576445.710259999960000,-691544.981338000040000
1053,0,f19_perimeter,1344,18,-576445.938044999960000,-691544.160095000060000
1054,0,f19_perimeter,1344,18,-576446.071805999960000,-691543.558660999990000
1055,0,f19_perimeter,1344,18,-576446.339313999980000,-691542.355561999950000
1056,0,f19_perimeter,1344,18,-576446.700859999980000,-691540.932885000020000
1057,0,f19_perimeter,1344,18,-576446.859847999990000,-691539.405459000030000
1058,0,f19_perimeter,1344,18,-576447.033324999970000,-691538.422054999970000
1059,0,f19_perimeter,1344,18,-576447.206801000050000,-691537.438650000030000
1060,0,f19_perimeter,1344,18,-576447.286344000020000,-691536.674934000010000
1061,0,f19_perimeter,1344,18,-576447.459827000040000,-691535.691645000010000
1062,0,f19_perimeter,1344,18,-576447.593580999990000,-691535.090096000000000
1063,0,f19_perimeter,1344,18,-576448.009435000010000,-691533.829579000010000
1064,0,f19_perimeter,1344,18,-576448.222634000010000,-691532.464319000020000
1065,0,f19_perimeter,1344,18,-576448.410703000030000,-691532.025046000020000
1066,0,f19_perimeter,1344,18,-576448.732525000000000,-691530.984223000010000
1067,0,f19_perimeter,1344,18,-576448.866278999950000,-691530.382672999990000
1068,0,f19_perimeter,1344,18,-576449.336447000040000,-691529.284433000020000
1069,0,f19_perimeter,1344,18,-576449.470200999990000,-691528.682883000000000
1070,0,f19_perimeter,1344,18,-576449.846330999980000,-691527.804221000060000
1071,0,f19_perimeter,1344,18,-576450.113845000040000,-691526.601236999970000
1072,0,f19_perimeter,1344,18,-576450.771977000050000,-691525.063612999980000
1073,0,f19_perimeter,1344,18,-576451.054077000010000,-691524.404646000010000
1074,0,f19_perimeter,1344,18,-576451.133522000050000,-691523.640935000030000
1075,0,f19_perimeter,1344,18,-576451.361306000040000,-691522.819691000040000
1076,0,f19_perimeter,1344,18,-576451.440848000000000,-691522.055974000020000
1077,0,f19_perimeter,1344,18,-576451.223705000010000,-691521.407208999970000
1078,0,f19_perimeter,1344,18,-576451.115081000030000,-691521.082771999990000
1079,0,f19_perimeter,1344,18,-576450.789410999980000,-691520.109563000030000
1080,0,f19_perimeter,1344,18,-576450.572170999950000,-691519.460804000030000
1081,0,f19_perimeter,1344,18,-576449.816064000010000,-691519.204096999950000
1082,0,f19_perimeter,1344,18,-576448.965917999970000,-691519.166969000010000
1083,0,f19_perimeter,1344,18,-576448.061561999960000,-691518.967673999960000
1084,0,f19_perimeter,1344,18,-576447.157108000010000,-691518.768384999940000
1085,0,f19_perimeter,1344,18,-576445.605163999950000,-691518.636709999990000
1086,0,f19_perimeter,1344,18,-576444.404121999980000,-691518.552367000030000
1087,0,f19_perimeter,1344,18,-576443.109043000030000,-691518.687600999950000
1088,0,f19_perimeter,1344,18,-576441.759663000000000,-691518.660791000000000
1089,0,f19_perimeter,1344,18,-576441.112170999990000,-691518.728404999940000
1090,0,f19_perimeter,1344,18,-576440.262025999950000,-691518.691276000000000
1091,0,f19_perimeter,1344,18,-576439.520406999970000,-691518.978589999960000
1092,0,f19_perimeter,1344,18,-576438.373674000030000,-691519.056407000050000
1093,0,f19_perimeter,1344,18,-576437.172631999940000,-691518.972061999960000
1094,0,f19_perimeter,1344,18,-576436.322487000030000,-691518.934933000010000
1095,0,f19_perimeter,1344,18,-576435.175753999970000,-691519.012748999990000
1096,0,f19_perimeter,1344,18,-576434.325609000050000,-691518.975619000030000
1097,0,f19_perimeter,1344,18,-576433.529777999970000,-691519.100765999990000
1098,0,f19_perimeter,1344,18,-576432.882190000030000,-691519.168385999980000
1099,0,f19_perimeter,1344,18,-576432.032052000050000,-691519.131371999970000
1100,0,f19_perimeter,1344,18,-576430.979350000040000,-691518.989492999970000
1101,0,f19_perimeter,1344,18,-576430.277453999970000,-691518.894952000000000
1102,0,f19_perimeter,1344,18,-576428.483229000000000,-691519.040380000020000
1103,0,f19_perimeter,1344,18,-576427.835648000010000,-691519.108114999950000
1104,0,f19_perimeter,1344,18,-576426.931194999950000,-691518.908824000040000
1105,0,f19_perimeter,1344,18,-576425.730147000050000,-691518.824361999980000
1106,0,f19_perimeter,1344,18,-576425.082662999980000,-691518.892090999990000
1107,0,f19_perimeter,1344,18,-576423.639237000020000,-691519.084740999970000
1108,0,f19_perimeter,1344,18,-576422.937437999990000,-691518.990192999950000
1109,0,f19_perimeter,1344,18,-576421.993262000030000,-691519.172755999960000
1110,0,f19_perimeter,1344,18,-576420.307563000010000,-691519.642626999990000
1111,0,f19_perimeter,1344,18,-576419.363386000040000,-691519.825190000000000
1112,0,f19_perimeter,1344,18,-576418.567555999970000,-691519.950335999950000
1113,0,f19_perimeter,1344,18,-576418.122621000050000,-691520.122699000060000
1114,0,f20_perimeter,487,19,-576408.073371000010000,-691380.764176000030000
1115,0,f20_perimeter,487,19,-576393.148237999990000,-691380.062051999960000
1116,0,f20_perimeter,487,19,-576396.088491000000000,-691400.349437000000000
1117,0,f20_perimeter,487,19,-576400.934318999990000,-691417.820214999960000
1118,0,f20_perimeter,487,19,-576411.502149999960000,-691414.500929999980000
1119,0,f20_perimeter,487,19,-576408.639173000000000,-691394.163458999940000
1120,0,f20_perimeter,487,19,-576410.692820000000000,-691393.367754000010000
1121,0,f20_perimeter,487,19,-576408.073371000010000,-691380.764176000030000
1122,0,f21_perimeter,743,20,-576410.708976999970000,-691380.281254000030000
1123,0,f21_perimeter,743,20,-576408.770460000030000,-691380.763275000030000
1124,0,f21_perimeter,743,20,-576408.922419999960000,-691381.242407000040000
1125,0,f21_perimeter,743,20,-576409.226089000000000,-691382.199756999970000
1126,0,f21_perimeter,743,20,-576409.605088999960000,-691383.394794999970000
1127,0,f21_perimeter,743,20,-576409.983484999980000,-691384.587894000000000
1128,0,f21_perimeter,743,20,-576410.436830000020000,-691386.017193999960000
1129,0,f21_perimeter,743,20,-576410.813907000000000,-691387.206190000060000
1130,0,f21_perimeter,743,20,-576410.909173000020000,-691388.235858000000000
1131,0,f21_perimeter,743,20,-576411.154835999940000,-691389.738129999950000
1132,0,f21_perimeter,743,20,-576411.305192000000000,-691390.211665999960000
1133,0,f21_perimeter,743,20,-576411.680615999970000,-691391.394255000050000
1134,0,f21_perimeter,743,20,-576412.055434999990000,-691392.574906000050000
1135,0,f21_perimeter,743,20,-576411.869451000010000,-691393.441610999990000
1136,0,f21_perimeter,743,20,-576411.198310000010000,-691394.230875000010000
1137,0,f21_perimeter,743,20,-576409.966864999970000,-691394.708021000030000
1138,0,f21_perimeter,743,20,-576409.652160999950000,-691395.887489999990000
1139,0,f21_perimeter,743,20,-576409.747678000010000,-691396.906802000010000
1140,0,f21_perimeter,743,20,-576409.918154999960000,-691398.159293000000000
1141,0,f21_perimeter,743,20,-576410.218069999940000,-691399.096420999970000
1142,0,f21_perimeter,743,20,-576410.387942999950000,-691400.345347000050000
1143,0,f21_perimeter,743,20,-576410.632379999970000,-691401.825733999950000
1144,0,f21_perimeter,743,20,-576410.597420000010000,-691403.149667000050000
1145,0,f21_perimeter,743,20,-576410.691988999960000,-691404.159742000050000
1146,0,f21_perimeter,743,20,-576410.786391000030000,-691405.168665000000000
1147,0,f21_perimeter,743,20,-576410.825895000020000,-691406.719184000050000
1148,0,f21_perimeter,743,20,-576411.198102999940000,-691407.877569000000000
1149,0,f21_perimeter,743,20,-576411.088593999970000,-691408.960629999990000
1150,0,f21_perimeter,743,20,-576411.460015999970000,-691410.115693000030000
1151,0,f21_perimeter,743,20,-576411.905060000020000,-691411.499485000040000
1152,0,f21_perimeter,743,20,-576412.127275999980000,-691412.190352999950000
1153,0,f21_perimeter,743,20,-576412.773876999970000,-691413.491668000000000
1154,0,f21_perimeter,743,20,-576413.327059000030000,-691413.793875999980000
1155,0,f21_perimeter,743,20,-576414.211713999980000,-691413.709368000040000
1156,0,f21_perimeter,743,20,-576415.225360000040000,-691413.316609999980000
1157,0,f21_perimeter,743,20,-576416.239014000050000,-691412.923967999990000
1158,0,f21_perimeter,743,20,-576417.252660000000000,-691412.531210000040000
1159,0,f21_perimeter,743,20,-576418.339214000040000,-691412.368269999980000
1160,0,f21_perimeter,743,20,-576419.425580000040000,-691412.205456999950000
1161,0,f21_perimeter,743,20,-576420.714137000030000,-691411.964195000010000
1162,0,f21_perimeter,743,20,-576421.322058000020000,-691411.728649000060000
1163,0,f21_perimeter,743,20,-576422.132558000040000,-691411.414630000010000
1164,0,f21_perimeter,743,20,-576423.348407999960000,-691410.943653999940000
1165,0,f21_perimeter,743,20,-576424.969496999980000,-691410.315493999980000
1166,0,f21_perimeter,743,20,-576426.185248999970000,-691409.844523999960000
1167,0,f21_perimeter,743,20,-576427.198514000050000,-691409.451904000020000
1168,0,f21_perimeter,743,20,-576429.093467000060000,-691408.975651000040000
1169,0,f21_perimeter,743,20,-576430.106543999980000,-691408.583159000030000
1170,0,f21_perimeter,743,20,-576431.929925999950000,-691407.876658000050000
1171,0,f21_perimeter,743,20,-576432.740334999980000,-691407.562760000000000
1172,0,f21_perimeter,743,20,-576433.753412000020000,-691407.170266999980000
1173,0,f21_perimeter,743,20,-576434.907128000050000,-691407.238768000040000
1174,0,f21_perimeter,743,20,-576435.514764999970000,-691407.003354000040000
1175,0,f21_perimeter,743,20,-576436.597582999970000,-691406.841450999960000
1176,0,f21_perimeter,743,20,-576437.407603000060000,-691406.527575999960000
1177,0,f21_perimeter,743,20,-576438.217630999980000,-691406.213817000040000
1178,0,f21_perimeter,743,20,-576438.615926000060000,-691405.286291999980000
1179,0,f21_perimeter,743,20,-576438.742026000050000,-691404.205480000000000
1180,0,f21_perimeter,743,20,-576438.665372999970000,-691403.201874000020000
1181,0,f21_perimeter,743,20,-576438.518742999990000,-691401.965368999980000
1182,0,f21_perimeter,743,20,-576438.238776999990000,-691401.037724999940000
1183,0,f21_perimeter,743,20,-576438.021493999990000,-691399.565224000020000
1184,0,f21_perimeter,743,20,-576437.740771000040000,-691398.634720999980000
1185,0,f21_perimeter,743,20,-576437.389396999960000,-691397.469848999990000
1186,0,f21_perimeter,743,20,-576436.967016999960000,-691396.069583000030000
1187,0,f21_perimeter,743,20,-576436.543805000020000,-691394.666811999980000
1188,0,f21_perimeter,743,20,-576436.190596999950000,-691393.495775999970000
1189,0,f21_perimeter,743,20,-576435.765919000030000,-691392.088097000030000
1190,0,f21_perimeter,743,20,-576435.269506999990000,-691390.442629000060000
1191,0,f21_perimeter,743,20,-576434.843218000020000,-691389.029238000050000
1192,0,f21_perimeter,743,20,-576434.353624999990000,-691388.164924000040000
1193,0,f21_perimeter,743,20,-576433.720667000050000,-691386.826768000030000
1194,0,f21_perimeter,743,20,-576433.229638000020000,-691385.959635999990000
1195,0,f21_perimeter,743,20,-576432.738067000060000,-691385.091607999990000
1196,0,f21_perimeter,743,20,-576432.040308000050000,-691384.301922000010000
1197,0,f21_perimeter,743,20,-576431.064175999960000,-691383.353398000010000
1198,0,f21_perimeter,743,20,-576430.158627999950000,-691382.641337999960000
1199,0,f21_perimeter,743,20,-576429.118576999990000,-691382.246227000030000
1200,0,f21_perimeter,743,20,-576428.283431999970000,-691381.770875000050000
1201,0,f21_perimeter,743,20,-576427.314235999950000,-691381.613490000020000
1202,0,f21_perimeter,743,20,-576426.138345999990000,-691381.535755999970000
1203,0,f21_perimeter,743,20,-576425.167867999990000,-691381.378099999970000
1204,0,f21_perimeter,743,20,-576423.784418000020000,-691381.380186000020000
1205,0,f21_perimeter,743,20,-576422.812567000040000,-691381.222380000050000
1206,0,f21_perimeter,743,20,-576421.427557999970000,-691381.224443000040000
1207,0,f21_perimeter,743,20,-576420.454335000020000,-691381.066487999980000
1208,0,f21_perimeter,743,20,-576419.480523000010000,-691380.908451000000000
1209,0,f21_perimeter,743,20,-576417.886589000000000,-691380.990299999950000
