ORIG_FID,POINT_X,POINT_Y,Area
3,-607330.0637,-650037.3259,1739
3,-607329.2335,-650038.1356,1739
3,-607328.2301,-650039.2797,1739
3,-607327.158,-650040.1602,1739
3,-607326.0858,-650041.0407,1739
3,-607325.187,-650041.5871,1739
3,-607323.3896,-650042.6796,1739
3,-607322.0758,-650043.6306,1739
3,-607320.9355,-650044.2473,1739
3,-607320.1054,-650045.0571,1739
3,-607319.206,-650045.6036,1739
3,-607318.0634,-650046.2215,1739
3,-607317.1631,-650046.7685,1739
3,-607316.263,-650047.3154,1739
3,-607315.6051,-650047.7914,1739
3,-607314.5313,-650048.6725,1739
3,-607314.0093,-650049.6758,1739
3,-607314.5906,-650050.9243,1739
3,-607315.6944,-650051.1695,1739
3,-607316.9345,-650051.9428,1739
3,-607318.1752,-650052.7166,1739
3,-607318.5535,-650053.1741,1739
3,-607319.3785,-650054.3538,1739
3,-607319.9615,-650055.6046,1739
3,-607320.3023,-650056.9265,1739
3,-607320.7113,-650058.5131,1739
3,-607321.0523,-650059.8358,1739
3,-607321.5298,-650061.6883,1739
3,-607321.8027,-650062.7472,1739
3,-607322.2123,-650064.336,1739
3,-607322.4171,-650065.1306,1739
3,-607323.0014,-650066.385,1739
3,-607323.6542,-650067.9049,1739
3,-607324.1706,-650068.895,1739
3,-607325.0669,-650070.3458,1739
3,-607325.5153,-650071.0715,1739
3,-607326.4122,-650072.5234,1739
3,-607326.9294,-650073.5151,1739
3,-607327.5837,-650075.0383,1739
3,-607328.4818,-650076.4919,1739
3,-607329.3803,-650077.9464,1739
3,-607330.2106,-650079.1356,1739
3,-607330.8663,-650080.6614,1739
3,-607331.6972,-650081.8517,1739
3,-607332.5285,-650083.0426,1739
3,-607334.5424,-650084.7532,1739
3,-607335.6561,-650085.0062,1739
3,-607336.3882,-650084.7964,1739
3,-607337.1576,-650083.7172,1739
3,-607338.3784,-650083.3672,1739
3,-607339.2171,-650082.5541,1739
3,-607340.3693,-650081.9374,1739
3,-607341.7663,-650081.2503,1739
3,-607343.0945,-650080.2966,1739
3,-607344.0725,-650080.0159,1739
3,-607345.2953,-650079.6649,1739
3,-607346.2045,-650079.1176,1739
3,-607347.6034,-650078.4296,1739
3,-607348.9333,-650077.4748,1739
3,-607349.8422,-650076.9267,1739
3,-607351.1659,-650075.97,1739
3,-607352.2456,-650075.0838,1739
3,-607353.0113,-650074.0016,1739
3,-607354.091,-650073.1153,1739
3,-607354.8566,-650072.0333,1739
3,-607355.6923,-650071.2177,1739
3,-607356.9458,-650069.9945,1739
3,-607357.3636,-650069.5867,1739
3,-607358.4434,-650068.7004,1739
3,-607359.5232,-650067.8143,1739
3,-607360.1851,-650067.3358,1739
3,-607361.2649,-650066.4496,1739
3,-607362.4153,-650065.8295,1739
3,-607363.251,-650065.014,1739
3,-607363.8424,-650064.2692,1739
3,-607364.6781,-650063.4537,1739
3,-607365.1283,-650062.1767,1739
3,-607364.8461,-650061.1122,1739
3,-607364.4931,-650059.7822,1739
3,-607364.0375,-650059.0552,1739
3,-607363.0939,-650058.4701,1739
3,-607362.3567,-650056.6808,1739
3,-607361.5874,-650055.7599,1739
3,-607361.2355,-650054.4323,1739
3,-607360.3963,-650053.2468,1739
3,-607359.7309,-650051.7258,1739
3,-607359.1361,-650050.4707,1739
3,-607358.785,-650049.1452,1739
3,-607358.3309,-650048.421,1739
3,-607357.9802,-650047.0964,1739
3,-607357.1428,-650045.9141,1739
3,-607356.9325,-650045.1199,1739
3,-607356.0955,-650043.9385,1739
3,-607355.2591,-650042.7576,1739
3,-607354.6661,-650041.5063,1739
3,-607353.8302,-650040.3264,1739
3,-607352.682,-650038.9539,1739
3,-607351.8471,-650037.7752,1739
3,-607351.6378,-650036.9832,1739
3,-607350.4212,-650035.3487,1739
3,-607349.7604,-650033.8371,1739
3,-607349.4819,-650032.7824,1739
3,-607348.8912,-650031.5355,1739
3,-607348.1278,-650030.6235,1739
3,-607347.78,-650029.3066,1739
3,-607347.1901,-650028.0612,1739
3,-607346.1497,-650026.098,1739
3,-607345.8721,-650025.0459,1739
3,-607344.9021,-650023.3476,1739
3,-607344.4519,-650022.6301,1739
3,-607343.9326,-650021.6503,1739
4,-607305.2584,-650110.1221,1545
4,-607304.5594,-650109.4743,1545
4,-607303.7586,-650109.4248,1545
4,-607302.2988,-650109.8521,1545
4,-607300.8394,-650110.2794,1545
4,-607300.1098,-650110.493,1545
4,-607298.8988,-650110.8466,1545
4,-607297.9303,-650111.1294,1545
4,-607296.4776,-650111.5534,1545
4,-607295.3373,-650112.1703,1545
4,-607294.439,-650112.7165,1545
4,-607293.4388,-650113.8603,1545
4,-607292.5404,-650114.4066,1545
4,-607290.9855,-650115.4284,1545
4,-607290.3992,-650116.1678,1545
4,-607289.1563,-650117.3827,1545
4,-607288.5697,-650118.1223,1545
4,-607287.8107,-650119.1964,1545
4,-607287.1542,-650119.6721,1545
4,-607285.8409,-650120.624,1545
4,-607284.942,-650121.1705,1545
4,-607283.801,-650121.7877,1545
4,-607282.4875,-650122.7396,1545
4,-607281.3464,-650123.3569,1545
4,-607280.6896,-650123.8328,1545
4,-607279.7905,-650124.3795,1545
4,-607278.7189,-650125.2609,1545
4,-607277.405,-650126.213,1545
4,-607276.5755,-650127.024,1545
4,-607276.1268,-650128.2928,1545
4,-607275.6087,-650129.2976,1545
4,-607275.9561,-650130.6196,1545
4,-607276.2342,-650131.6774,1545
4,-607276.5819,-650133.0003,1545
4,-607277.4841,-650134.4468,1545
4,-607277.9354,-650135.1704,1545
4,-607278.2139,-650136.2298,1545
4,-607279.2898,-650137.3422,1545
4,-607279.984,-650137.9957,1545
4,-607280.7482,-650138.9145,1545
4,-607281.5824,-650140.0986,1545
4,-607282.1044,-650141.0887,1545
4,-607282.7663,-650142.6098,1545
4,-607283.5314,-650143.5299,1545
4,-607284.4368,-650144.9814,1545
4,-607285.0297,-650146.2387,1545
4,-607285.3797,-650147.5672,1545
4,-607286.1458,-650148.4887,1545
4,-607287.0525,-650149.9424,1545
4,-607287.333,-650151.0063,1545
4,-607288.17,-650152.1951,1545
4,-607289.0776,-650153.6504,1545
4,-607289.7424,-650155.1772,1545
4,-607290.3371,-650156.4383,1545
4,-607291.4891,-650157.8248,1545
4,-607292.7122,-650159.4786,1545
4,-607293.7243,-650160.333,1545
4,-607294.8074,-650161.4544,1545
4,-607295.5767,-650162.3803,1545
4,-607296.4487,-650162.7016,1545
4,-607298.1931,-650163.3447,1545
4,-607298.9242,-650163.132,1545
4,-607300.1426,-650162.7778,1545
4,-607301.2902,-650162.1565,1545
4,-607302.5088,-650161.8023,1545
4,-607303.3421,-650160.985,1545
4,-607304.6687,-650160.0265,1545
4,-607306.0667,-650159.335,1545
4,-607307.6383,-650158.3057,1545
4,-607308.0568,-650157.8972,1545
4,-607309.1388,-650157.0094,1545
4,-607310.2208,-650156.1215,1545
4,-607311.7928,-650155.0919,1545
4,-607312.6298,-650154.275,1545
4,-607313.4668,-650153.4579,1545
4,-607314.304,-650152.641,1545
4,-607315.5594,-650151.4154,1545
4,-607316.3965,-650150.5985,1545
4,-607317.4786,-650149.7105,1545
4,-607318.489,-650148.5561,1545
4,-607320.2347,-650147.1887,1545
4,-607320.5815,-650146.5137,1545
4,-607321.5199,-650145.093,1545
4,-607322.2849,-650144.0098,1545
4,-607322.978,-650142.6605,1545
4,-607323.4553,-650140.513,1545
4,-607323.096,-650139.1829,1545
4,-607322.7368,-650137.8531,1545
4,-607322.1328,-650136.5951,1545
4,-607321.8458,-650135.5321,1545
4,-607320.9974,-650134.3462,1545
4,-607320.1494,-650133.1608,1545
4,-607319.6898,-650132.4355,1545
4,-607318.5978,-650131.3222,1545
4,-607317.6794,-650129.873,1545
4,-607316.7615,-650128.4247,1545
4,-607315.6711,-650127.3131,1545
4,-607314.4386,-650125.6726,1545
4,-607314.2959,-650125.1431,1545
4,-607313.7665,-650124.1554,1545
4,-607312.9219,-650122.9747,1545
4,-607311.9353,-650121.2656,1545
4,-607311.3355,-650120.0151,1545
4,-607310.6342,-650119.3647,1545
4,-607310.3499,-650118.3078,1545
4,-607309.1212,-650116.6728,1545
4,-607308.7662,-650115.3531,1545
4,-607307.5385,-650113.72,1545
4,-607306.8697,-650112.209,1545
4,-607306.1701,-650111.5607,1545
4,-607305.2584,-650110.1221,1545
5,-607287.7322,-650088.3367,1020
5,-607285.5937,-650088.115,1020
5,-607284.9733,-650087.7315,1020
5,-607283.87,-650087.4895,1020
5,-607282.9044,-650087.7724,1020
5,-607281.6974,-650088.126,1020
5,-607280.2491,-650088.5503,1020
5,-607278.3183,-650089.1159,1020
5,-607276.8703,-650089.5402,1020
5,-607275.9051,-650089.8229,1020
5,-607274.6987,-650090.1764,1020
5,-607273.7336,-650090.4592,1020
5,-607272.5273,-650090.8125,1020
5,-607271.3895,-650091.4284,1020
5,-607269.5964,-650092.5187,1020
5,-607268.6999,-650093.0638,1020
5,-607267.1481,-650094.0834,1020
5,-607266.3199,-650094.891,1020
5,-607265.4916,-650095.6986,1020
5,-607264.5268,-650095.9813,1020
5,-607262.8387,-650096.4757,1020
5,-607261.8741,-650096.7582,1020
5,-607260.9097,-650097.0406,1020
5,-607259.29,-650097.7975,1020
5,-607257.6023,-650098.2918,1020
5,-607257.0152,-650099.0287,1020
5,-607255.8098,-650099.3817,1020
5,-607254.6725,-650099.9973,1020
5,-607253.2942,-650100.6834,1020
5,-607252.3981,-650101.2281,1020
5,-607252.2579,-650102.6797,1020
5,-607252.5995,-650103.9907,1020
5,-607253.078,-650105.8269,1020
5,-607253.4884,-650107.4016,1020
5,-607254.1401,-650108.9064,1020
5,-607255.1019,-650110.6042,1020
5,-607255.5487,-650111.322,1020
5,-607256.2013,-650112.8287,1020
5,-607257.027,-650114.0025,1020
5,-607257.6802,-650115.5103,1020
5,-607258.3692,-650116.1587,1020
5,-607259.5059,-650117.5265,1020
5,-607260.2642,-650118.4386,1020
5,-607261.1602,-650119.8781,1020
5,-607262.2295,-650120.9839,1020
5,-607263.2992,-650122.0903,1020
5,-607264.4383,-650123.4608,1020
5,-607265.578,-650124.8319,1020
5,-607266.891,-650125.8692,1020
5,-607267.8243,-650126.4494,1020
5,-607269.1726,-650126.6244,1020
5,-607270.3828,-650126.2713,1020
5,-607271.5929,-650125.9183,1020
5,-607273.0452,-650125.4945,1020
5,-607274.4282,-650124.8067,1020
5,-607275.3271,-650124.2603,1020
5,-607276.2953,-650123.9776,1020
5,-607277.1247,-650123.1673,1020
5,-607278.0235,-650122.6208,1020
5,-607278.9222,-650122.0744,1020
5,-607280.4775,-650121.0522,1020
5,-607280.9617,-650120.9108,1020
5,-607282.2051,-650119.6955,1020
5,-607282.8617,-650119.2198,1020
5,-607284.1746,-650118.2685,1020
5,-607285.4875,-650117.3172,1020
5,-607287.0423,-650116.2953,1020
5,-607288.5272,-650115.0101,1020
5,-607289.1135,-650114.271,1020
5,-607290.1139,-650113.1272,1020
5,-607290.8722,-650112.0543,1020
5,-607291.2483,-650110.5257,1020
5,-607291.6944,-650109.2608,1020
5,-607291.9684,-650108.3298,1020
5,-607291.6886,-650107.2774,1020
5,-607291.5108,-650105.6287,1020
5,-607291.1613,-650104.3141,1020
5,-607290.742,-650102.7372,1020
5,-607290.5325,-650101.949,1020
5,-607290.2531,-650100.8984,1020
5,-607289.8342,-650099.323,1020
5,-607289.8672,-650098.4644,1020
5,-607289.5225,-650097.1493,1020
5,-607289.1089,-650095.5717,1020
5,-607288.9021,-650094.783,1020
5,-607288.5925,-650092.6098,1020
5,-607288.5586,-650091.4882,1020
5,-607288.283,-650090.4375,1020
5,-607288.0075,-650089.387,1020
5,-607287.7322,-650088.3367,1020
6,-607313.7029,-650054.799,886
6,-607312.1139,-650054.6926,886
6,-607311.1456,-650054.9738,886
6,-607310.6917,-650056.2411,886
6,-607310.1316,-650058.1072,886
6,-607309.3676,-650059.1807,886
6,-607308.3235,-650061.1871,886
6,-607307.0377,-650063.2635,886
6,-607306.1677,-650064.9353,886
6,-607305.7519,-650065.3396,886
6,-607304.9203,-650066.1482,886
6,-607304.0888,-650066.9567,886
6,-607303.0836,-650068.0993,886
6,-607302.3202,-650069.172,886
6,-607301.3827,-650070.5788,886
6,-607300.9964,-650072.1106,886
6,-607301.0255,-650073.2386,886
6,-607301.1901,-650074.8962,886
6,-607301.5288,-650076.2198,886
6,-607301.7998,-650077.2791,886
6,-607302.1385,-650078.6034,886
6,-607302.4097,-650079.6632,886
6,-607302.7487,-650080.9884,886
6,-607303.3297,-650082.2444,886
6,-607303.9788,-650083.7662,886
6,-607304.5604,-650085.0232,886
6,-607305.21,-650086.5462,886
6,-607306.4125,-650088.1967,886
6,-607306.9268,-650089.1899,886
6,-607307.6838,-650090.114,886
6,-607308.0241,-650091.4428,886
6,-607308.1602,-650091.9743,886
6,-607308.9858,-650093.1653,886
6,-607309.8798,-650094.6228,886
6,-607310.0844,-650095.4209,886
6,-607310.5999,-650096.4163,886
6,-607311.3202,-650098.2107,886
6,-607311.8361,-650099.2068,886
6,-607312.4887,-650100.7361,886
6,-607313.1797,-650101.3975,886
6,-607313.491,-650101.595,886
6,-607314.6379,-650100.9832,886
6,-607315.8536,-650100.6378,886
6,-607317.0697,-650100.2922,886
6,-607318.2176,-650099.68,886
6,-607319.9213,-650099.1959,886
6,-607321.1387,-650098.85,886
6,-607322.6,-650098.4346,886
6,-607324.062,-650098.0193,886
6,-607325.6995,-650097.2675,886
6,-607327.0249,-650096.318,886
6,-607327.7567,-650096.1101,886
6,-607328.5257,-650095.032,886
6,-607329.3638,-650094.2208,886
6,-607330.133,-650093.1427,886
6,-607330.9023,-650092.0644,886
6,-607331.7776,-650090.3831,886
6,-607332.4088,-650088.7712,886
6,-607332.934,-650087.7624,886
6,-607333.0769,-650086.29,886
6,-607332.8697,-650085.4905,886
6,-607332.5934,-650084.4245,886
6,-607332.2483,-650083.0922,886
6,-607331.1024,-650081.7036,886
6,-607330.6516,-650080.9747,886
6,-607329.5067,-650079.5871,886
6,-607328.9874,-650078.5927,886
6,-607328.4683,-650077.5986,886
6,-607327.637,-650076.4088,886
6,-607326.8059,-650075.2196,886
6,-607326.5309,-650074.1566,886
6,-607325.5259,-650073.3038,886
6,-607325.3198,-650072.5069,886
6,-607324.1093,-650070.8583,886
6,-607323.6603,-650070.1322,886
6,-607322.7625,-650068.6802,886
6,-607322.1766,-650067.4241,886
6,-607321.2111,-650065.7084,886
6,-607319.9349,-650063.7988,886
6,-607319.2817,-650062.2799,886
6,-607317.7642,-650060.4427,886
6,-607316.8011,-650058.731,886
6,-607315.596,-650057.0905,886
6,-607314.5963,-650056.244,886
6,-607313.7029,-650054.799,886
7,-607249.8116,-650106.7657,1246
7,-607248.0533,-650106.9994,1246
7,-607247.6404,-650107.4017,1246
7,-607246.5038,-650108.0161,1246
7,-607245.506,-650109.1528,1246
7,-607244.3692,-650109.7673,1246
7,-607243.4736,-650110.3111,1246
7,-607242.6474,-650111.1162,1246
7,-607241.5097,-650111.7317,1246
7,-607240.7833,-650111.947,1246
7,-607239.9523,-650112.758,1246
7,-607238.4636,-650114.046,1246
7,-607237.8748,-650114.7851,1246
7,-607236.9392,-650116.1915,1246
7,-607236.2817,-650116.6686,1246
7,-607235.7615,-650117.6697,1246
7,-607235.4471,-650119.4571,1246
7,-607235.4108,-650120.3151,1246
7,-607235.8225,-650121.8883,1246
7,-607236.3717,-650123.9867,1246
7,-607236.7151,-650125.2986,1246
7,-607236.9898,-650126.3484,1246
7,-607237.4708,-650128.1861,1246
7,-607238.0207,-650130.2872,1246
7,-607238.1582,-650130.8126,1246
7,-607238.7084,-650132.915,1246
7,-607238.9148,-650133.7036,1246
7,-607239.2588,-650135.0182,1246
7,-607239.7407,-650136.8593,1246
7,-607240.1538,-650138.4379,1246
7,-607241.1214,-650140.1376,1246
7,-607241.7777,-650141.646,1246
