FID,Id,name,area,ORIG_FID,POINT_X,POINT_Y
154,0,f2_perimeter,340,1,-576472.4283,-691393.0622
155,0,f2_perimeter,340,1,-576473.1265,-691393.5207
156,0,f2_perimeter,340,1,-576473.8247,-691393.9792
157,0,f2_perimeter,340,1,-576474.5228,-691394.4378
158,0,f2_perimeter,340,1,-576475.2211,-691394.8963
159,0,f2_perimeter,340,1,-576476.1476,-691394.6483
160,0,f2_perimeter,340,1,-576476.8888,-691394.45
161,0,f2_perimeter,340,1,-576477.8153,-691394.2022
162,0,f2_perimeter,340,1,-576478.5565,-691394.0038
163,0,f2_perimeter,340,1,-576479.483,-691393.7559
164,0,f2_perimeter,340,1,-576480.3621,-691393.3057
165,0,f2_perimeter,340,1,-576481.2885,-691393.0577
166,0,f2_perimeter,340,1,-576482.2151,-691392.8099
167,0,f2_perimeter,340,1,-576483.3268,-691392.5124
168,0,f2_perimeter,340,1,-576484.4387,-691392.2149
169,0,f2_perimeter,340,1,-576485.3652,-691391.967
170,0,f2_perimeter,340,1,-576485.7314,-691391.0085
171,0,f2_perimeter,340,1,-576485.7269,-691390.1493
172,0,f2_perimeter,340,1,-576485.9077,-691389.2405
173,0,f2_perimeter,340,1,-576485.9033,-691388.3812
174,0,f2_perimeter,340,1,-576486.0367,-691387.27
175,0,f2_perimeter,340,1,-576486.0323,-691386.4107
176,0,f2_perimeter,340,1,-576486.0708,-691384.8945
177,0,f2_perimeter,340,1,-576486.1137,-691384.2377
178,0,f2_perimeter,340,1,-576486.0619,-691383.176
179,0,f2_perimeter,340,1,-576486.1004,-691381.6599
180,0,f2_perimeter,340,1,-576486.1863,-691380.3463
181,0,f2_perimeter,340,1,-576486.3198,-691379.235
182,0,f2_perimeter,340,1,-576486.548,-691378.5286
183,0,f2_perimeter,340,1,-576486.5867,-691377.0125
184,0,f2_perimeter,340,1,-576486.7201,-691375.9012
185,0,f2_perimeter,340,1,-576486.806,-691374.5876
186,0,f2_perimeter,340,1,-576486.9394,-691373.4763
187,0,f2_perimeter,340,1,-576486.7496,-691372.6666
188,0,f2_perimeter,340,1,-576486.3272,-691371.704
189,0,f2_perimeter,340,1,-576485.9996,-691371.1464
190,0,f2_perimeter,340,1,-576485.211,-691371.1423
191,0,f2_perimeter,340,1,-576484.0992,-691371.4398
192,0,f2_perimeter,340,1,-576482.9873,-691371.7373
193,0,f2_perimeter,340,1,-576482.2461,-691371.9356
194,0,f2_perimeter,340,1,-576481.3196,-691372.1834
195,0,f2_perimeter,340,1,-576480.3931,-691372.4314
196,0,f2_perimeter,340,1,-576479.096,-691372.7784
197,0,f2_perimeter,340,1,-576478.5401,-691372.9271
198,0,f2_perimeter,340,1,-576477.7989,-691373.1255
199,0,f2_perimeter,340,1,-576476.8724,-691373.3733
200,0,f2_perimeter,340,1,-576475.7606,-691373.6708
201,0,f2_perimeter,340,1,-576474.8341,-691373.9187
202,0,f2_perimeter,340,1,-576473.9076,-691374.1666
203,0,f2_perimeter,340,1,-576472.7958,-691374.464
204,0,f2_perimeter,340,1,-576472.0071,-691374.46
205,0,f2_perimeter,340,1,-576471.2185,-691374.4559
206,0,f2_perimeter,340,1,-576470.1971,-691374.2989
207,0,f2_perimeter,340,1,-576469.0379,-691374.394
208,0,f2_perimeter,340,1,-576468.1114,-691374.6419
209,0,f3_perimeter,326,2,-576481.7346,-691353.7877
210,0,f3_perimeter,326,2,-576480.3426,-691353.7299
211,0,f3_perimeter,326,2,-576477.7914,-691353.7672
212,0,f3_perimeter,326,2,-576471.6246,-691354.3417
213,0,f3_perimeter,326,2,-576470.5128,-691354.6392
214,0,f3_perimeter,326,2,-576469.9569,-691354.7879
215,0,f3_perimeter,326,2,-576469.0304,-691355.0358
216,0,f3_perimeter,326,2,-576467.9186,-691355.3333
217,0,f3_perimeter,326,2,-576467.3627,-691355.482
218,0,f3_perimeter,326,2,-576466.6215,-691355.6803
219,0,f3_perimeter,326,2,-576466.2079,-691356.4362
220,0,f3_perimeter,326,2,-576466.3977,-691357.2459
221,0,f3_perimeter,326,2,-576466.4021,-691358.1052
222,0,f3_perimeter,326,2,-576466.454,-691359.1669
223,0,f3_perimeter,326,2,-576466.5058,-691360.2286
224,0,f3_perimeter,326,2,-576466.4199,-691361.5422
225,0,f3_perimeter,326,2,-576466.239,-691362.4512
226,0,f3_perimeter,326,2,-576466.1961,-691363.108
227,0,f3_perimeter,326,2,-576466.2005,-691363.9672
228,0,f3_perimeter,326,2,-576466.0197,-691364.876
229,0,f3_perimeter,326,2,-576465.6535,-691365.8345
230,0,f3_perimeter,326,2,-576465.4727,-691366.7433
231,0,f3_perimeter,326,2,-576465.2014,-691368.1066
232,0,f3_perimeter,326,2,-576465.2059,-691368.9659
233,0,f3_perimeter,326,2,-576465.443,-691369.9779
234,0,f3_perimeter,326,2,-576465.7277,-691371.1925
235,0,f3_perimeter,326,2,-576466.0553,-691371.7502
236,0,f3_perimeter,326,2,-576466.4303,-691372.5103
237,0,f3_perimeter,326,2,-576467.1286,-691372.9688
238,0,f3_perimeter,326,2,-576467.9646,-691373.1754
239,0,f3_perimeter,326,2,-576468.8007,-691373.3818
240,0,f3_perimeter,326,2,-576469.6368,-691373.5884
241,0,f3_perimeter,326,2,-576470.796,-691373.4933
242,0,f3_perimeter,326,2,-576472.0931,-691373.1462
243,0,f3_perimeter,326,2,-576473.0671,-691373.1008
244,0,f3_perimeter,326,2,-576473.8083,-691372.9025
245,0,f3_perimeter,326,2,-576474.9201,-691372.605
246,0,f3_perimeter,326,2,-576475.8466,-691372.3572
247,0,f3_perimeter,326,2,-576477.1437,-691372.0101
248,0,f3_perimeter,326,2,-576478.0702,-691371.7622
249,0,f3_perimeter,326,2,-576478.8114,-691371.5639
250,0,f3_perimeter,326,2,-576479.9231,-691371.2664
251,0,f3_perimeter,326,2,-576481.035,-691370.9689
252,0,f3_perimeter,326,2,-576482.1468,-691370.6715
253,0,f3_perimeter,326,2,-576483.0732,-691370.4235
254,0,f3_perimeter,326,2,-576483.9998,-691370.1757
255,0,f3_perimeter,326,2,-576484.9263,-691369.9277
256,0,f3_perimeter,326,2,-576485.6674,-691369.7294
257,0,f3_perimeter,326,2,-576485.8483,-691368.8206
258,0,f3_perimeter,326,2,-576485.8439,-691367.9614
259,0,f3_perimeter,326,2,-576485.6541,-691367.1516
260,0,f3_perimeter,326,2,-576485.6022,-691366.09
261,0,f3_perimeter,326,2,-576485.365,-691365.0778
262,0,f3_perimeter,326,2,-576485.1753,-691364.2682
263,0,f3_perimeter,326,2,-576484.8907,-691363.0537
264,0,f3_perimeter,326,2,-576484.4682,-691362.0912
265,0,f3_perimeter,326,2,-576484.2784,-691361.2815
266,0,f3_perimeter,326,2,-576483.8559,-691360.319
267,0,f3_perimeter,326,2,-576483.5713,-691359.1044
268,0,f3_perimeter,326,2,-576483.0109,-691358.3939
269,0,f3_perimeter,326,2,-576482.5884,-691357.4313
270,0,f3_perimeter,326,2,-576482.3988,-691356.6217
271,0,f3_perimeter,326,2,-576482.1615,-691355.6096
272,0,f3_perimeter,326,2,-576481.9718,-691354.7999
273,0,f3_perimeter,326,2,-576481.7346,-691353.7877
274,0,f4_perimeter,249,3,-576472.2293,-691336.7557
275,0,f4_perimeter,249,3,-576471.1131,-691336.1938
276,0,f4_perimeter,249,3,-576470.3719,-691336.3922
277,0,f4_perimeter,249,3,-576469.4453,-691336.64
278,0,f4_perimeter,249,3,-576468.6093,-691336.4335
279,0,f4_perimeter,249,3,-576467.6828,-691336.6814
280,0,f4_perimeter,249,3,-576466.7089,-691336.7268
281,0,f4_perimeter,249,3,-576465.9676,-691336.9251
282,0,f4_perimeter,249,3,-576465.179,-691336.9211
283,0,f4_perimeter,249,3,-576464.2525,-691337.169
284,0,f4_perimeter,249,3,-576463.326,-691337.4168
285,0,f4_perimeter,249,3,-576462.8175,-691337.768
286,0,f4_perimeter,249,3,-576462.404,-691338.524
287,0,f4_perimeter,249,3,-576462.2231,-691339.4328
288,0,f4_perimeter,249,3,-576462.0423,-691340.3418
289,0,f4_perimeter,249,3,-576462.0467,-691341.201
290,0,f4_perimeter,249,3,-576462.3313,-691342.4155
291,0,f4_perimeter,249,3,-576462.5686,-691343.4276
292,0,f4_perimeter,249,3,-576462.7582,-691344.2373
293,0,f4_perimeter,249,3,-576462.9955,-691345.2495
294,0,f4_perimeter,249,3,-576463.28,-691346.4639
295,0,f4_perimeter,249,3,-576463.5647,-691347.6785
296,0,f4_perimeter,249,3,-576463.8019,-691348.6906
297,0,f4_perimeter,249,3,-576463.9916,-691349.5002
298,0,f4_perimeter,249,3,-576464.3667,-691350.2604
299,0,f4_perimeter,249,3,-576464.5565,-691351.0701
300,0,f4_perimeter,249,3,-576465.1169,-691351.7806
301,0,f4_perimeter,249,3,-576467.3063,-691353.5611
302,0,f4_perimeter,249,3,-576477.3689,-691352.8047
303,0,f4_perimeter,249,3,-576478.4807,-691352.5072
304,0,f4_perimeter,249,3,-576479.4072,-691352.2594
305,0,f4_perimeter,249,3,-576480.1484,-691352.0611
306,0,f4_perimeter,249,3,-576480.7473,-691351.2555
307,0,f4_perimeter,249,3,-576480.7428,-691350.3962
308,0,f4_perimeter,249,3,-576480.5531,-691349.5865
309,0,f4_perimeter,249,3,-576480.3159,-691348.5744
310,0,f4_perimeter,249,3,-576480.0313,-691347.3599
311,0,f4_perimeter,249,3,-576479.7036,-691346.8022
312,0,f4_perimeter,249,3,-576479.3286,-691346.0421
313,0,f4_perimeter,249,3,-576479.0915,-691345.03
314,0,f4_perimeter,249,3,-576478.7638,-691344.4722
315,0,f4_perimeter,249,3,-576478.5741,-691343.6625
316,0,f4_perimeter,249,3,-576478.3369,-691342.6505
317,0,f4_perimeter,249,3,-576477.7291,-691341.7376
318,0,f4_perimeter,249,3,-576477.4015,-691341.1798
319,0,f4_perimeter,249,3,-576476.9316,-691340.0149
320,0,f4_perimeter,249,3,-576476.4186,-691339.5067
321,0,f4_perimeter,249,3,-576476.0436,-691338.7467
322,0,f4_perimeter,249,3,-576475.2504,-691337.8833
323,0,f4_perimeter,249,3,-576474.785,-691337.5776
324,0,f4_perimeter,249,3,-576474.0393,-691336.9167
325,0,f4_perimeter,249,3,-576472.7852,-691336.6069
326,0,f4_perimeter,249,3,-576472.2293,-691336.7557
327,0,f5_perimeter,530,4,-576460.1284,-691338.0572
328,0,f5_perimeter,530,4,-576449.1824,-691338.4046
329,0,f5_perimeter,530,4,-576450.1786,-691342.6555
330,0,f5_perimeter,530,4,-576453.603,-691358.9484
331,0,f5_perimeter,530,4,-576455.7377,-691369.064
332,0,f5_perimeter,530,4,-576456.717,-691374.4215
333,0,f5_perimeter,530,4,-576458.4114,-691381.645
334,0,f5_perimeter,530,4,-576459.5913,-691388.1095
335,0,f5_perimeter,530,4,-576461.4269,-691390.0237
336,0,f5_perimeter,530,4,-576464.4343,-691390.2381
337,0,f5_perimeter,530,4,-576466.5264,-691389.4981
338,0,f5_perimeter,530,4,-576467.8506,-691388.6038
339,0,f5_perimeter,530,4,-576468.3325,-691385.0174
340,0,f5_perimeter,530,4,-576468.0448,-691381.2563
341,0,f5_perimeter,530,4,-576467.1954,-691378.5377
342,0,f5_perimeter,530,4,-576467.2501,-691378.5292
343,0,f5_perimeter,530,4,-576464.4676,-691360.7739
344,0,f5_perimeter,530,4,-576463.3972,-691351.1651
345,0,f5_perimeter,530,4,-576460.1284,-691338.0572
346,0,f6_perimeter,507,5,-576449.1527,-691341.6393
347,0,f6_perimeter,507,5,-576447.7859,-691337.4876
348,0,f6_perimeter,507,5,-576436.8873,-691338.0374
349,0,f6_perimeter,507,5,-576444.4777,-691375.5718
350,0,f6_perimeter,507,5,-576445.2789,-691381.5176
351,0,f6_perimeter,507,5,-576457.5062,-691380.0546
352,0,f6_perimeter,507,5,-576453.7156,-691362.7903
353,0,f6_perimeter,507,5,-576449.1527,-691341.6393
354,0,f7_perimeter,647,6,-576435.4016,-691341.056
355,0,f7_perimeter,647,6,-576434.8753,-691337.97
356,0,f7_perimeter,647,6,-576433.7635,-691338.2675
357,0,f7_perimeter,647,6,-576433.1602,-691338.2139
358,0,f7_perimeter,647,6,-576432.001,-691338.3089
359,0,f7_perimeter,647,6,-576431.3502,-691338.0528
360,0,f7_perimeter,647,6,-576430.3288,-691337.8958
361,0,f7_perimeter,647,6,-576429.4022,-691338.1438
362,0,f7_perimeter,647,6,-576428.7989,-691338.0901
363,0,f7_perimeter,647,6,-576427.6397,-691338.1851
364,0,f7_perimeter,647,6,-576426.4804,-691338.2801
365,0,f7_perimeter,647,6,-576425.3212,-691338.3752
366,0,f7_perimeter,647,6,-576424.3472,-691338.4207
367,0,f7_perimeter,647,6,-576422.8649,-691338.8173
368,0,f7_perimeter,647,6,-576422.0762,-691338.8131
369,0,f7_perimeter,647,6,-576421.5203,-691338.9619
370,0,f7_perimeter,647,6,-576420.3611,-691339.057
371,0,f7_perimeter,647,6,-576419.7103,-691338.8009
372,0,f7_perimeter,647,6,-576418.7364,-691338.8464
373,0,f7_perimeter,647,6,-576417.9951,-691339.0447
374,0,f7_perimeter,647,6,-576417.6245,-691339.1438
375,0,f7_perimeter,647,6,-576419.66,-691346.9887
376,0,f7_perimeter,647,6,-576423.5498,-691363.5873
377,0,f7_perimeter,647,6,-576426.8571,-691375.1789
378,0,f7_perimeter,647,6,-576433.8214,-691376.3271
379,0,f7_perimeter,647,6,-576443.7372,-691374.1043
380,0,f7_perimeter,647,6,-576436.8158,-691345.4101
381,0,f7_perimeter,647,6,-576435.4016,-691341.056
382,0,f8_perimeter,730,7,-576424.6068,-691370.6183
383,0,f8_perimeter,730,7,-576417.1161,-691339.4949
384,0,f8_perimeter,730,7,-576406.1745,-691340.7016
385,0,f8_perimeter,730,7,-576405.8039,-691340.8007
386,0,f8_perimeter,730,7,-576396.0734,-691342.974
387,0,f8_perimeter,730,7,-576402.1202,-691372.9778
388,0,f8_perimeter,730,7,-576413.256,-691373.4402
389,0,f8_perimeter,730,7,-576414.4627,-691373.5476
390,0,f8_perimeter,730,7,-576415.6694,-691373.6549
391,0,f8_perimeter,730,7,-576416.6908,-691373.8118
392,0,f8_perimeter,730,7,-576417.85,-691373.7167
393,0,f8_perimeter,730,7,-576419.242,-691373.7746
394,0,f8_perimeter,730,7,-576420.2634,-691373.9316
395,0,f8_perimeter,730,7,-576421.052,-691373.9356
396,0,f8_perimeter,730,7,-576422.0259,-691373.8902
397,0,f8_perimeter,730,7,-576422.862,-691374.0968
398,0,f8_perimeter,730,7,-576423.6033,-691373.8983
399,0,f8_perimeter,730,7,-576424.6246,-691374.0554
400,0,f8_perimeter,730,7,-576425.0426,-691374.1586
401,0,f8_perimeter,730,7,-576424.6068,-691370.6183
402,0,f9_perimeter,288,8,-576401.5553,-691371.408
403,0,f9_perimeter,288,8,-576395.2847,-691342.9699
404,0,f9_perimeter,288,8,-576385.7825,-691344.4366
405,0,f9_perimeter,288,8,-576386.2406,-691352.2733
406,0,f9_perimeter,288,8,-576390.8287,-691369.3304
407,0,f9_perimeter,288,8,-576395.2463,-691371.3751
408,0,f9_perimeter,288,8,-576401.5553,-691371.408
409,0,f10_perimeter,551,9,-576382.8222,-691346.0892
410,0,f10_perimeter,551,9,-576382.628,-691344.4202
411,0,f10_perimeter,551,9,-576382.4426,-691344.4698
412,0,f10_perimeter,551,9,-576381.2359,-691344.3624
413,0,f10_perimeter,551,9,-576380.5851,-691344.1063
414,0,f10_perimeter,551,9,-576379.6587,-691344.3542
415,0,f10_perimeter,551,9,-576378.87,-691344.3501
416,0,f10_perimeter,551,9,-576377.6633,-691344.2427
417,0,f10_perimeter,551,9,-576376.3188,-691344.3873
418,0,f10_perimeter,551,9,-576375.5777,-691344.5856
419,0,f10_perimeter,551,9,-576373.8151,-691344.627
420,0,f10_perimeter,551,9,-576373.0738,-691344.8254
421,0,f10_perimeter,551,9,-576371.544,-691345.0196
422,0,f10_perimeter,551,9,-576370.2469,-691345.3666
423,0,f10_perimeter,551,9,-576369.691,-691345.5153
424,0,f10_perimeter,551,9,-576368.7645,-691345.7633
425,0,f10_perimeter,551,9,-576367.838,-691346.0111
426,0,f10_perimeter,551,9,-576366.3555,-691346.4078
427,0,f10_perimeter,551,9,-576365.2438,-691346.7052
428,0,f10_perimeter,551,9,-576364.5026,-691346.9036
429,0,f10_perimeter,551,9,-576363.9467,-691347.0522
430,0,f10_perimeter,551,9,-576362.4643,-691347.4489
431,0,f10_perimeter,551,9,-576361.9084,-691347.5977
432,0,f10_perimeter,551,9,-576361.775,-691348.7089
433,0,f10_perimeter,551,9,-576361.594,-691349.6177
434,0,f10_perimeter,551,9,-576361.8313,-691350.6298
435,0,f10_perimeter,551,9,-576361.8357,-691351.4891
436,0,f10_perimeter,551,9,-576361.6549,-691352.398
437,0,f10_perimeter,551,9,-576361.7067,-691353.4597
438,0,f10_perimeter,551,9,-576361.6208,-691354.7734
439,0,f10_perimeter,551,9,-576361.6727,-691355.8351
440,0,f10_perimeter,551,9,-576361.7245,-691356.8967
441,0,f10_perimeter,551,9,-576361.7765,-691357.9584
442,0,f10_perimeter,551,9,-576361.8284,-691359.0201
443,0,f10_perimeter,551,9,-576362.1129,-691360.2346
444,0,f10_perimeter,551,9,-576362.3027,-691361.0443
445,0,f10_perimeter,551,9,-576362.6348,-691362.4613
446,0,f10_perimeter,551,9,-576362.9193,-691363.6757
447,0,f10_perimeter,551,9,-576363.1091,-691364.4855
448,0,f10_perimeter,551,9,-576363.5316,-691365.4481
449,0,f10_perimeter,551,9,-576363.7214,-691366.2577
450,0,f10_perimeter,551,9,-576364.3292,-691367.1706
451,0,f10_perimeter,551,9,-576365.0748,-691367.8316
452,0,f10_perimeter,551,9,-576366.0962,-691367.9886
453,0,f10_perimeter,551,9,-576366.9322,-691368.195
454,0,f10_perimeter,551,9,-576367.6735,-691367.9968
455,0,f10_perimeter,551,9,-576368.557,-691368.4057
456,0,f10_perimeter,551,9,-576369.9016,-691368.2611
457,0,f10_perimeter,551,9,-576371.1082,-691368.3685
458,0,f10_perimeter,551,9,-576372.0392,-691368.9798
459,0,f10_perimeter,551,9,-576373.2932,-691369.2896
460,0,f10_perimeter,551,9,-576374.7327,-691369.5499
461,0,f10_perimeter,551,9,-576375.5213,-691369.554
462,0,f10_perimeter,551,9,-576376.9607,-691369.8141
463,0,f10_perimeter,551,9,-576378.3527,-691369.872
464,0,f10_perimeter,551,9,-576379.1414,-691369.8761
465,0,f10_perimeter,551,9,-576380.5333,-691369.9338
