FID,Id,area,ORIG_FID,POINT_X,POINT_Y
3010,0,1889,27,-578723.899171000000000,-678109.741805000000000
3011,0,1889,27,-578725.481554999950000,-678109.510769000040000
3012,0,1889,27,-578727.884097000000000,-678110.542987999970000
3013,0,1889,27,-578729.925218999970000,-678111.283312999990000
3014,0,1889,27,-578730.559595000000000,-678111.190929000030000
3015,0,1889,27,-578732.553380999950000,-678111.592485000030000
3016,0,1889,27,-578733.549052000050000,-678111.793163000020000
3017,0,1889,27,-578734.861195000000000,-678111.947866000000000
3018,0,1889,27,-578736.221596000020000,-678112.442094999950000
3019,0,1889,27,-578738.120333999980000,-678112.164742000050000
3020,0,1889,27,-578739.703390000040000,-678111.933547000050000
3021,0,1889,27,-578741.699738000050000,-678112.335642999970000
3022,0,1889,27,-578744.014502999950000,-678112.691761999970000
3023,0,1889,27,-578747.552929000000000,-678112.522925000060000
3024,0,1889,27,-578749.506465999990000,-678112.585511000010000
3025,0,1889,27,-578751.191375999940000,-678113.034786000030000
3026,0,1889,27,-578752.511140999970000,-678113.190069000000000
3027,0,1889,27,-578754.882265000020000,-678113.887776999970000
3028,0,1889,27,-578756.155563000010000,-678113.702611000040000
3029,0,1889,27,-578756.599907999970000,-678112.247173000010000
3030,0,1889,27,-578756.263160999980000,-678109.862406000030000
3031,0,1889,27,-578755.830302000050000,-678106.797282999960000
3032,0,1889,27,-578755.301347999950000,-678103.052035999950000
3033,0,1889,27,-578755.157191999960000,-678102.030862999960000
3034,0,1889,27,-578754.820682000020000,-678099.648405999990000
3035,0,1889,27,-578754.484305000050000,-678097.266520999950000
3036,0,1889,27,-578754.514111000000000,-678095.178099000010000
3037,0,1889,27,-578754.321986999940000,-678093.817382000040000
3038,0,1889,27,-578754.351819999980000,-678091.729423000010000
3039,0,1889,27,-578754.333560999950000,-678089.301462000000000
3040,0,1889,27,-578754.093386000020000,-678087.601437999980000
3041,0,1889,27,-578754.537266999950000,-678086.146375000010000
3042,0,1889,27,-578754.567038999990000,-678084.059000000010000
3043,0,1889,27,-578754.422967000050000,-678083.039216000000000
3044,0,1889,27,-578754.770765000020000,-678080.904259999980000
3045,0,1889,27,-578754.530541999960000,-678079.205052000000000
3046,0,1889,27,-578754.656416999990000,-678077.797917000020000
3047,0,1089,28,-578738.660167000020000,-678120.817913000010000
3048,0,1089,28,-578738.872286000060000,-678117.666735999980000
3049,0,1089,28,-578737.508819999990000,-678117.181296000020000
3050,0,1089,28,-578735.918502000040000,-678117.424206999950000
3051,0,1089,28,-578734.234159999990000,-678116.989077999960000
3052,0,1089,28,-578732.279434000030000,-678116.942138000040000
3053,0,1089,28,-578731.279270999950000,-678116.749171999980000
3054,0,1089,28,-578728.962933999950000,-678116.411977999960000
3055,0,1089,28,-578727.329590999990000,-678116.316670999980000
3056,0,1089,28,-578725.016887999950000,-678115.980069000040000
3057,0,1089,28,-578722.613556000050000,-678114.966845000050000
3058,0,1089,28,-578721.617422000040000,-678114.774563999960000
3059,0,1089,28,-578718.947305000040000,-678114.149543000040000
3060,0,1089,28,-578716.233937000040000,-678113.187365000020000
3061,0,1089,28,-578714.562625000020000,-678112.755391999960000
3062,0,1089,28,-578712.576874000020000,-678112.372408000050000
3063,0,1089,28,-578710.592701000050000,-678111.989792000040000
3064,0,1089,28,-578709.240073999970000,-678111.509850000030000
3065,0,1089,28,-578708.295257000020000,-678111.656210000040000
3066,0,1089,28,-578706.721238999980000,-678111.900101999990000
3067,0,1089,28,-578705.286517999950000,-678113.155697999990000
3068,0,1089,28,-578704.481355999950000,-678114.313274999960000
3069,0,1089,28,-578703.630485999980000,-678115.133263000050000
3070,0,1089,28,-578702.565700000040000,-678116.672096999940000
3071,0,1089,28,-578701.727517000050000,-678117.486431999950000
3072,0,1089,28,-578700.935110999970000,-678118.637885999980000
3073,0,1089,28,-578699.350379999960000,-678120.940554999980000
3074,0,1089,28,-578698.558062999970000,-678122.091887000020000
3075,0,1089,28,-578697.857195000050000,-678123.917347999990000
3076,0,1089,28,-578697.420377000000000,-678125.359188999980000
3077,0,1089,28,-578696.983648000050000,-678126.800908999980000
3078,0,1089,28,-578696.638182000020000,-678128.916884999960000
3079,0,1089,28,-578696.110177000050000,-678129.684116999970000
3080,0,1089,28,-578696.338492000010000,-678131.369979999960000
3081,0,1089,28,-578696.612390000020000,-678133.392974999970000
3082,0,1089,28,-578696.886392000010000,-678135.416078999990000
3083,0,1089,28,-578697.241815999970000,-678135.706942999970000
3084,0,1089,28,-578697.424451999950000,-678137.055681000000000
3085,0,1089,28,-578698.536315000030000,-678138.265518000000000
3086,0,1089,28,-578699.866750000040000,-678138.754714000040000
3087,0,1089,28,-578701.771176000010000,-678138.814019000040000
3088,0,1089,28,-578704.031517000050000,-678139.164271999970000
3089,0,1089,28,-578705.328134999960000,-678139.314692000040000
3090,0,1089,28,-578706.992827999990000,-678139.754507999980000
3091,0,1089,28,-578708.297652999990000,-678139.903963000050000
3092,0,1089,28,-578709.918223000020000,-678140.006675999960000
3093,0,1089,28,-578711.901110999980000,-678140.400064000040000
3094,0,1089,28,-578713.254704999970000,-678140.887850999950000
3095,0,1089,28,-578714.609088000030000,-678141.375822999980000
3096,0,1089,28,-578716.957688000050000,-678142.061307000000000
3097,0,1089,28,-578718.044257999980000,-678142.934985999950000
3098,0,1089,28,-578719.354795000050000,-678143.085604000020000
3099,0,1089,28,-578720.712363000030000,-678143.574775999990000
3100,0,1089,28,-578721.707861999980000,-678143.772558999950000
3101,0,1089,28,-578723.475930999960000,-678144.892284999950000
3102,0,1089,28,-578724.882049000010000,-678145.720964999990000
3103,0,1089,28,-578726.876722999960000,-678146.117818000030000
3104,0,1089,28,-578727.557397000030000,-678146.363101999970000
3105,0,1089,28,-578728.872968000010000,-678146.514924000020000
3106,0,1089,28,-578730.506727000000000,-678146.620202000020000
3107,0,1089,28,-578731.823868999960000,-678146.772277000010000
3108,0,1089,28,-578734.049049000020000,-678146.444857000020000
3109,0,1089,28,-578735.182060000020000,-678145.239683000020000
3110,0,1089,28,-578735.267846000030000,-678143.496134000020000
3111,0,1089,28,-578735.400116999980000,-678142.091752000040000
3112,0,1089,28,-578735.804227999990000,-678140.300720000060000
3113,0,1089,28,-578735.936478000020000,-678138.895991000000000
3114,0,1089,28,-578736.022325000030000,-678137.151855999950000
3115,0,1089,28,-578736.201158000040000,-678136.086290000010000
3116,0,1089,28,-578736.923813999980000,-678134.246598999950000
3117,0,1089,28,-578737.056223000050000,-678132.841279000040000
3118,0,1089,28,-578737.235213999990000,-678131.775122000020000
3119,0,1089,28,-578737.367607999940000,-678130.369569999980000
3120,0,1089,28,-578737.499993999950000,-678128.963901999990000
3121,0,1089,28,-578737.904545000060000,-678127.170517000020000
3122,0,1089,28,-578737.990499999960000,-678125.424980000010000
3123,0,1089,28,-578738.441612000000000,-678123.970409999950000
3124,0,1089,28,-578738.481136000020000,-678121.885003000030000
3125,0,1089,28,-578738.660167000020000,-678120.817913000010000
3126,0,2286,29,-578721.630429000010000,-678147.926880000040000
3127,0,2286,29,-578722.217054000010000,-678147.495287999980000
3128,0,2286,29,-578722.124458999960000,-678146.818323999990000
3129,0,2286,29,-578721.622857999990000,-678145.511411000040000
3130,0,2286,29,-578720.172292000030000,-678144.345067000020000
3131,0,2286,29,-578718.907573999950000,-678144.532262000020000
3132,0,2286,29,-578717.235036000030000,-678144.089786999980000
3133,0,2286,29,-578715.971770999950000,-678144.276894000010000
3134,0,2286,29,-578714.616756999980000,-678143.788147000010000
3135,0,2286,29,-578712.585618000010000,-678143.055350000040000
3136,0,2286,29,-578711.593746999980000,-678142.858041999980000
3137,0,2286,29,-578710.194907999950000,-678142.032290000000000
3138,0,2286,29,-578708.482021000000000,-678141.253991000010000
3139,0,2286,29,-578707.038909000000000,-678140.091841000020000
3140,0,2286,29,-578706.049130000060000,-678139.895336000020000
3141,0,2286,29,-578704.387045999990000,-678139.455244999960000
3142,0,2286,29,-578703.457430999960000,-678139.594170000050000
3143,0,2286,29,-578701.862548999950000,-678139.488499999980000
3144,0,2286,29,-578699.693961999960000,-678139.812588999980000
3145,0,2286,29,-578698.145154000030000,-678140.044135999980000
3146,0,2286,29,-578696.596645000040000,-678140.275781000030000
3147,0,2286,29,-578695.139583999990000,-678141.181554000010000
3148,0,2286,29,-578693.992358000020000,-678142.040944000010000
3149,0,2286,29,-578693.073529000040000,-678144.585958000040000
3150,0,2286,29,-578692.281614999990000,-678145.735985000040000
3151,0,2286,29,-578691.626829999960000,-678147.897265000040000
3152,0,2286,29,-578691.190244000060000,-678149.338161000050000
3153,0,2286,29,-578690.317243000030000,-678152.219593000020000
3154,0,2286,29,-578690.144715999950000,-678153.276986000010000
3155,0,2286,29,-578689.708205000030000,-678154.717528000010000
3156,0,2286,29,-578689.271791000040000,-678156.158063999960000
3157,0,2286,29,-578688.926631000010000,-678158.272740000040000
3158,0,2286,29,-578688.182110999940000,-678159.759321999970000
3159,0,2286,29,-578687.894092999980000,-678162.212518000040000
3160,0,2286,29,-578687.464261000040000,-678163.654164999960000
3161,0,2286,29,-578687.390968999940000,-678165.387421000050000
3162,0,2286,29,-578686.793289000050000,-678167.888266999970000
3163,0,2286,29,-578686.504927000030000,-678170.343808999980000
3164,0,2286,29,-578686.216413000020000,-678172.800056000010000
3165,0,2286,29,-578686.310872999950000,-678173.475744999950000
3166,0,2286,29,-578685.712745000030000,-678175.978827000010000
3167,0,2286,29,-578685.948897000050000,-678177.668860999980000
3168,0,2286,29,-578685.565825999950000,-678179.451053000060000
3169,0,2286,29,-578685.276988000030000,-678181.909992999980000
3170,0,2286,29,-578684.846465999960000,-678183.354702000040000
3171,0,2286,29,-578684.820159000000000,-678185.430581999940000
3172,0,2286,29,-578684.699251999960000,-678186.830084000020000
3173,0,2286,29,-578684.457474000050000,-678189.629668000040000
3174,0,2286,29,-578684.336608999990000,-678191.029865000050000
3175,0,2286,29,-578683.737520999970000,-678193.538001999960000
3176,0,2286,29,-578683.758226000010000,-678195.955340999990000
3177,0,2286,29,-578683.280009999990000,-678197.063396999960000
3178,0,2286,29,-578683.158932000050000,-678198.464885000020000
3179,0,2286,29,-578682.727890999990000,-678199.912298999960000
3180,0,2286,29,-578682.916809999970000,-678201.268440000010000
3181,0,2286,29,-578683.557607000000000,-678203.596707000050000
3182,0,2286,29,-578683.699399000030000,-678204.614301000020000
3183,0,2286,29,-578684.293186999970000,-678206.604362000010000
3184,0,2286,29,-578685.055450999990000,-678207.531117000040000
3185,0,2286,29,-578686.270231000030000,-678209.430887999940000
3186,0,2286,29,-578686.554328999950000,-678211.468135999980000
3187,0,2286,29,-578687.459301000000000,-678213.414754000030000
3188,0,2286,29,-578688.093813000010000,-678215.740378999970000
3189,0,2286,29,-578688.589961000020000,-678217.050412000040000
3190,0,2286,29,-578690.115309000020000,-678218.906195000050000
3191,0,2286,29,-578690.878142999950000,-678219.834309999950000
3192,0,2286,29,-578692.266437000010000,-678220.675234999970000
3193,0,2286,29,-578693.342309999980000,-678221.560026000020000
3194,0,2286,29,-578694.731309999940000,-678222.401373000000000
3195,0,2286,29,-578696.028562000020000,-678222.565240000030000
3196,0,2286,29,-578697.582667000010000,-678222.337441000040000
3197,0,2286,29,-578698.730564999980000,-678221.474525999980000
3198,0,2286,29,-578699.472282000000000,-678219.976957999980000
3199,0,2286,29,-578700.620088999970000,-678219.114165000040000
3200,0,2286,29,-578701.767895999950000,-678218.251370999960000
3201,0,2286,29,-578702.963606999950000,-678217.728705000020000
3202,0,2286,29,-578704.518084999990000,-678217.500649000050000
3203,0,2286,29,-578706.072653000010000,-678217.272471999980000
3204,0,2286,29,-578707.005510000050000,-678217.135558999960000
3205,0,2286,29,-578708.249319999940000,-678216.953007000030000
3206,0,2286,29,-578709.813009000030000,-678216.730900999970000
3207,0,2286,29,-578710.979453000010000,-678215.880342000050000
3208,0,2286,29,-578711.417418000060000,-678214.433319999950000
3209,0,2286,29,-578711.758555999960000,-678212.305291999950000
3210,0,2286,29,-578712.512514999950000,-678210.815580000050000
3211,0,2286,29,-578712.489081999990000,-678208.390270999980000
3212,0,2286,29,-578712.562677999960000,-678206.646072000030000
3213,0,2286,29,-578713.049149999980000,-678205.539488999990000
3214,0,2286,29,-578713.122565999980000,-678203.795534000030000
3215,0,2286,29,-578713.512051000030000,-678202.008535000030000
3216,0,2286,29,-578713.537022999950000,-678199.925182000040000
3217,0,2286,29,-578713.707440000030000,-678198.861874000050000
3218,0,2286,29,-578713.780911999990000,-678197.118844000040000
3219,0,2286,29,-578714.218710000040000,-678195.672296999950000
3220,0,2286,29,-578714.340577999940000,-678194.269481000020000
3221,0,2286,29,-578714.365433000030000,-678192.187413000040000
3222,0,2286,29,-578714.803238000020000,-678190.740981000010000
3223,0,2286,29,-578714.657677000040000,-678189.722221000000000
3224,0,2286,29,-578715.046941000040000,-678187.936396999980000
3225,0,2286,29,-578715.387565999990000,-678185.811187000010000
3226,0,2286,29,-578715.412311000050000,-678183.730519999980000
3227,0,2286,29,-578715.534152999990000,-678182.328867999950000
3228,0,2286,29,-578715.874722999990000,-678180.204357999960000
3229,0,2286,29,-578715.777668999970000,-678179.526038000010000
3230,0,2286,29,-578716.069740999960000,-678177.062831999970000
3231,0,2286,29,-578716.410248999950000,-678174.938907000000000
3232,0,2286,29,-578716.580465000010000,-678173.877120999970000
3233,0,2286,29,-578716.702169000050000,-678172.476405999970000
3234,0,2286,29,-578717.406958000040000,-678170.646641000060000
3235,0,2286,29,-578718.014729000050000,-678168.139134000060000
3236,0,2286,29,-578718.087752999970000,-678166.399966000000000
3237,0,2286,29,-578718.428122999960000,-678164.276977999950000
3238,0,2286,29,-578719.084412000030000,-678162.108514999970000
3239,0,2286,29,-578719.740694000040000,-678159.939936000040000
3240,0,2286,29,-578720.129568999980000,-678158.155761000000000
3241,0,2286,29,-578720.526438000030000,-678156.371913000010000
3242,0,2286,29,-578720.927680999970000,-678154.588032000000000
3243,0,2286,29,-578721.329090000010000,-678152.803675999980000
3244,0,2286,29,-578721.637895000050000,-678150.342239000020000
3245,0,2286,29,-578721.722919999970000,-678148.603735000010000
3246,0,2286,29,-578721.630429000010000,-678147.926880000040000
3247,0,2876,30,-578753.776237000010000,-678248.743190999960000
3248,0,2876,30,-578752.886301000020000,-678247.144984000010000
3249,0,2876,30,-578752.737335999960000,-678246.124689999970000
3250,0,2876,30,-578751.847962999950000,-678244.527727999960000
3251,0,2876,30,-578750.688255000040000,-678243.323019000000000
3252,0,2876,30,-578748.938459999980000,-678242.561851999960000
3253,0,2876,30,-578746.550225000010000,-678241.904709000020000
3254,0,2876,30,-578744.164550999990000,-678241.248108000030000
3255,0,2876,30,-578742.518341999970000,-678241.167069999970000
3256,0,2876,30,-578739.817770999970000,-678240.563205000010000
3257,0,2876,30,-578738.493258000000000,-678240.430875999970000
3258,0,2876,30,-578736.850870999970000,-678240.350301999950000
3259,0,2876,30,-578734.842303000040000,-678239.982776000050000
3260,0,2876,30,-578733.202358999990000,-678239.902402000040000
3261,0,2876,30,-578731.930332000020000,-678240.108757999960000
3262,0,2876,30,-578729.974638000010000,-678240.079893999970000
3263,0,2876,30,-578727.923192000020000,-678239.374956000010000
3264,0,2876,30,-578724.385383000020000,-678239.604308999960000
3265,0,2876,30,-578721.340371000000000,-678238.717512000000000
3266,0,2876,30,-578718.712382999950000,-678238.454940999970000
3267,0,2876,30,-578716.403079999960000,-678238.141146000010000
3268,0,2876,30,-578715.091484999980000,-678238.010122000010000
3269,0,2876,30,-578713.416825999970000,-678237.593814000020000
3270,0,2876,30,-578712.106801999970000,-678237.463041999960000
3271,0,2876,30,-578710.482293999990000,-678237.383817999970000
3272,0,2876,30,-578708.826375999950000,-678236.951025999970000
3273,0,2876,30,-578707.527430000020000,-678236.810513000000000
3274,0,2876,30,-578704.525738999950000,-678235.902011999980000
3275,0,2876,30,-578702.510542999950000,-678235.183822000050000
3276,0,2876,30,-578700.854857000060000,-678234.754851000030000
3277,0,2876,30,-578698.841352000020000,-678234.037254999970000
3278,0,2876,30,-578697.233098999950000,-678233.947044000030000
3279,0,2876,30,-578695.267220000040000,-678233.568195999950000
3280,0,2876,30,-578693.660337000040000,-678233.478133999980000
3281,0,2876,30,-578691.650189999960000,-678232.761378000020000
3282,0,2876,30,-578689.732802000010000,-678232.721110000040000
3283,0,2876,30,-578687.770461000040000,-678232.342859999980000
3284,0,2876,30,-578685.854928000020000,-678232.302709999960000
3285,0,2876,30,-578683.134031999970000,-678231.010730999990000
3286,0,2876,30,-578680.460746999950000,-678230.057268999980000
3287,0,2876,30,-578678.813751999990000,-678229.630438999970000
3288,0,2876,30,-578678.191751000010000,-678229.729739999980000
3289,0,2876,30,-578677.039638999970000,-678230.603370000030000
3290,0,2876,30,-578676.601019000050000,-678232.052521000030000
3291,0,2876,30,-578675.897564999990000,-678233.888474000040000
3292,0,2876,30,-578674.883458000030000,-678235.773416999960000
3293,0,2876,30,-578674.399386000000000,-678236.884383999980000
3294,0,2876,30,-578673.915306000040000,-678237.995235000040000
3295,0,2876,30,-578673.212354999970000,-678239.829877999960000
3296,0,2876,30,-578673.040805000000000,-678240.887439999960000
3297,0,2876,30,-578672.653159999990000,-678242.663278999970000
3298,0,2876,30,-578672.094857000050000,-678245.495346999960000
3299,0,2876,30,-578671.303253000020000,-678246.649068000030000
3300,0,2876,30,-578671.179352000010000,-678248.040960000010000
3301,0,2876,30,-578671.055360000000000,-678249.432974000000000
3302,0,2876,30,-578670.977952999990000,-678251.161011000050000
3303,0,2876,30,-578670.543316000020000,-678252.602130000010000
3304,0,2876,30,-578670.559118999980000,-678255.002906000010000
3305,0,2876,30,-578670.792268999970000,-678256.683584999990000
3306,0,2876,30,-578671.165524999960000,-678259.373356999950000
3307,0,2876,30,-578671.398836000010000,-678261.055073000030000
3308,0,2876,30,-578671.772211999980000,-678263.746812999950000
3309,0,2876,30,-578671.865637999960000,-678264.419889000010000
3310,0,2876,30,-578672.316578999980000,-678265.381375000000000
3311,0,2876,30,-578673.653886000040000,-678265.861785999960000
3312,0,2876,30,-578675.255954999940000,-678265.957376000010000
3313,0,2876,30,-578675.878224999990000,-678265.860849000050000
3314,0,2876,30,-578677.481268999980000,-678265.956495000050000
3315,0,2876,30,-578679.084895999990000,-678266.052106000020000
3316,0,2876,30,-578681.623922999950000,-678266.002978999980000
3317,0,2876,30,-578683.229211000030000,-678266.098720000010000
3318,0,2876,30,-578685.147138000000000,-678266.146164000030000
3319,0,2876,30,-578687.377899999960000,-678266.145298999970000
3320,0,2876,30,-578688.673468000020000,-678266.289391999950000
3321,0,2876,30,-578690.593922000030000,-678266.336797000030000
3322,0,2876,30,-578692.562616999960000,-678266.721867999990000
3323,0,2876,30,-578695.517778999990000,-678267.299925000060000
3324,0,2876,30,-578697.441659000000000,-678267.347702999950000
3325,0,2876,30,-578699.774593999960000,-678268.022982000020000
3326,0,2876,30,-578701.026697000020000,-678267.829582000030000
3327,0,2876,30,-578702.013752000060000,-678268.022649000050000
3328,0,2876,30,-578703.722998999990000,-678268.795123000050000
3329,0,2876,30,-578705.385265000050000,-678269.229854000030000
3330,0,2876,30,-578707.048416999980000,-678269.664763999990000
3331,0,2876,30,-578709.339679999980000,-678270.003254999990000
3332,0,2876,30,-578711.946317999970000,-678270.293629999970000
3333,0,2876,30,-578714.568127000010000,-678270.575991000050000
3334,0,2876,30,-578715.517178999960000,-678270.427050000060000
3335,0,2876,30,-578716.831376999970000,-678270.567216000050000
3336,0,2876,30,-578719.096676000040000,-678270.558547999940000
3337,0,2876,30,-578720.681437000050000,-678270.310167000050000
3338,0,2876,30,-578721.998458000020000,-678270.450394000040000
3339,0,2876,30,-578723.364796999960000,-678270.929963000000000
3340,0,2876,30,-578724.877832000030000,-678272.427754999950000
3341,0,2876,30,-578725.438853000060000,-678274.075366999950000
3342,0,2876,30,-578725.951361999960000,-678275.384051000000000
3343,0,2876,30,-578726.464092000040000,-678276.693187000000000
3344,0,2876,30,-578727.074466999970000,-678278.682348000000000
3345,0,2876,30,-578727.538789000010000,-678279.652665999950000
3346,0,2876,30,-578728.688463000000000,-678280.865076999990000
3347,0,2876,30,-578730.010541999950000,-678281.008481999980000
3348,0,2876,30,-578731.603141000030000,-678280.762646000020000
3349,0,2876,30,-578732.877799000010000,-678280.565895000010000
3350,0,2876,30,-578735.159128000030000,-678280.561712000050000
3351,0,2876,30,-578736.435620000000000,-678280.364733000050000
3352,0,2876,30,-578737.761894000000000,-678280.508347000000000
3353,0,2876,30,-578739.138157999960000,-678280.992774000040000
3354,0,2876,30,-578741.622604000030000,-678282.352581999960000
3355,0,2876,30,-578743.370759999960000,-678283.129889999980000
3356,0,2876,30,-578744.750513999960000,-678283.615731999980000
3357,0,2876,30,-578746.131064999970000,-678284.101874000040000
3358,0,2876,30,-578747.783524999980000,-678284.197643000050000
3359,0,2876,30,-578749.807758999990000,-678284.585951999990000
3360,0,2876,30,-578750.770906000050000,-678284.438474999970000
3361,0,2876,30,-578753.776237000010000,-678248.743190999960000
3362,0,2350,31,-578739.902002000020000,-678288.542940999960000
3363,0,2350,31,-578742.781701999950000,-678288.103430000020000
3364,0,2350,31,-578742.092173999990000,-678287.859849000000000
3365,0,2350,31,-578739.803440000050000,-678287.860647000020000
3366,0,2350,31,-578737.049965000010000,-678286.887432000020000
3367,0,2350,31,-578735.723681999950000,-678286.742074999960000
3368,0,2350,31,-578735.036229999970000,-678286.499063999970000
3369,0,2350,31,-578733.024073999960000,-678286.111064999950000
3370,0,2350,31,-578731.650952000050000,-678285.625515999970000
3371,0,2350,31,-578730.278729000010000,-678285.140376999970000
3372,0,2350,31,-578728.637840999990000,-678285.044599000020000
3373,0,2350,31,-578727.267398000000000,-678284.559932000000000
3374,0,2350,31,-578725.849071000000000,-678283.735486999970000
3375,0,2350,31,-578724.383089000010000,-678282.571829000020000
3376,0,2350,31,-578723.138373999970000,-678280.680628999950000
3377,0,2350,31,-578722.992514000040000,-678279.661775000040000
3378,0,2350,31,-578722.846765000020000,-678278.643145999990000
3379,0,2350,31,-578722.652385000020000,-678277.285248999950000
3380,0,2350,31,-578722.409478000020000,-678275.588192999950000
3381,0,2350,31,-578721.580664000010000,-678274.329889000040000
3382,0,2350,31,-578720.166621000040000,-678273.510296999940000
3383,0,2350,31,-578718.168408000030000,-678273.129235000000000
3384,0,2350,31,-578716.488323000030000,-678272.698959999950000
3385,0,2350,31,-578714.857733999960000,-678272.607783999990000
3386,0,2350,31,-578713.496276000050000,-678272.128497999980000
3387,0,2350,31,-578711.510325000040000,-678271.744364000040000
3388,0,2350,31,-578709.531272000050000,-678271.356905000050000
3389,0,2350,31,-578708.276330000020000,-678271.550014000040000
3390,0,2350,31,-578706.299040999960000,-678271.162795000010000
3391,0,2350,31,-578704.057008999980000,-678271.162256999990000
3392,0,2350,31,-578702.081880999960000,-678270.775371000050000
3393,0,2350,31,-578699.481665999980000,-678270.485068000040000
3394,0,2350,31,-578697.291115000030000,-678270.822693999970000
3395,0,2350,31,-578695.319510999950000,-678270.436174000030000
3396,0,2350,31,-578693.443634000020000,-678270.725378999950000
3397,0,2350,31,-578692.098895999950000,-678270.242747999960000
3398,0,2350,31,-578690.801921000010000,-678270.097928000030000
3399,0,2350,31,-578689.193178000050000,-678270.001352000050000
3400,0,2350,31,-578687.537758999970000,-678269.567247000060000
3401,0,2350,31,-578685.930386999970000,-678269.470820000050000
3402,0,2350,31,-578684.588410999980000,-678268.988833999960000
3403,0,2350,31,-578682.982215999970000,-678268.892567000000000
3404,0,2350,31,-578681.329753000060000,-678268.459095999950000
3405,0,2350,31,-578679.989468000010000,-678267.977703999960000
3406,0,2350,31,-578678.073844000000000,-678267.929770000050000
3407,0,2350,31,-578675.131974000020000,-678267.352759000030000
3408,0,2350,31,-578673.436346999950000,-678266.583520999990000
3409,0,2350,31,-578671.259881000030000,-678266.920867000010000
3410,0,2350,31,-578670.327483000000000,-678267.065420000000000
3411,0,2350,31,-578669.752593999960000,-678267.498268999970000
3412,0,2350,31,-578669.317576000000000,-678268.941154000000000
3413,0,2350,31,-578668.618476000030000,-678270.768818999990000
3414,0,2350,31,-578668.229994000050000,-678272.548542000000000
3415,0,2350,31,-578667.841534000010000,-678274.328612999990000
3416,0,2350,31,-578667.717164000030000,-678275.724018999960000
3417,0,2350,31,-578667.950171999980000,-678277.408775000020000
3418,0,2350,31,-578667.297380000000000,-678279.574338000030000
3419,0,2350,31,-578667.390577999990000,-678280.248473000010000
3420,0,2350,31,-578666.691150999980000,-678282.077201999960000
3421,0,2350,31,-578666.084750000040000,-678284.580425999940000
3422,0,2350,31,-578665.478375999960000,-678287.084112999960000
3423,0,2350,31,-578665.353709000050000,-678288.481048000050000
3424,0,2350,31,-578664.607551999970000,-678289.972949999970000
3425,0,2350,31,-578664.529379999960000,-678291.707655000030000
3426,0,2350,31,-578664.186958999960000,-678293.827615999970000
3427,0,2350,31,-578663.751477999960000,-678295.272502999990000
3428,0,2350,31,-578663.937536000040000,-678296.623234000060000
3429,0,2350,31,-578665.056498000050000,-678297.832869000030000
3430,0,2350,31,-578666.129275999960000,-678298.705061999960000
3431,0,2350,31,-578667.824784999950000,-678299.483491000020000
3432,0,2350,31,-578669.163122000060000,-678299.971162999980000
3433,0,2350,31,-578670.548778999950000,-678300.797370000040000
3434,0,2350,31,-578672.199766000030000,-678301.238488000000000
3435,0,2350,31,-578673.539896999950000,-678301.726864999980000
3436,0,2350,31,-578675.550944000020000,-678302.459842000040000
3437,0,2350,31,-578676.845437000040000,-678302.610162000060000
3438,0,2350,31,-578678.858465999950000,-678303.343715999970000
3439,0,2350,31,-578680.560361000010000,-678304.124777000050000
3440,0,2350,31,-578682.793717000050000,-678304.134450000010000
3441,0,2350,31,-578685.700635000020000,-678304.389027000060000
3442,0,2350,31,-578687.984170999960000,-678304.737873999980000
3443,0,2350,31,-578690.269085000040000,-678305.086984000050000
3444,0,2350,31,-578692.242165999950000,-678305.483296000050000
3445,0,2350,31,-578693.903123999950000,-678305.926826999990000
3446,0,2350,31,-578695.830600999990000,-678305.984034999970000
3447,0,2350,31,-578698.481593000000000,-678306.626380000030000
3448,0,2350,31,-578700.411415999990000,-678306.683792999950000
3449,0,2350,31,-578701.980450000030000,-678306.448576999940000
3450,0,2350,31,-578703.911928000050000,-678306.506004999970000
3451,0,2350,31,-578706.302238999980000,-678307.536292999980000
3452,0,2350,31,-578708.550243000030000,-678307.546929999950000
3453,0,2350,31,-578710.485050000020000,-678307.604734999940000
3454,0,2350,31,-578713.050147000000000,-678307.568313000030000
3455,0,2350,31,-578714.672235999950000,-678307.673141999990000
3456,0,2350,31,-578716.353634000060000,-678308.116936999960000
3457,0,2350,31,-578717.671011000060000,-678308.267721000010000
3458,0,2350,31,-578718.989079999970000,-678308.418695000000000
3459,0,2350,31,-578721.309710999950000,-678308.768185000050000
3460,0,2350,31,-578723.314461000030000,-678309.165471000010000
3461,0,2350,31,-578725.688066000000000,-678309.856870000020000
3462,0,2350,31,-578726.740964000000000,-678310.397107000000000
3463,0,2350,31,-578728.064142000050000,-678310.548931999950000
3464,0,2350,31,-578730.123770999960000,-678311.289057999970000
3465,0,2350,31,-578731.546862000020000,-678312.124605000020000
3466,0,2350,31,-578733.609683000020000,-678312.866047000050000
3467,0,2350,31,-578733.929095000030000,-678312.818731999960000
3468,0,2350,31,-578734.690993000050000,-678311.309128999940000
3469,0,2350,31,-578734.494484000020000,-678309.941831000030000
3470,0,2350,31,-578734.519245999980000,-678307.843852999970000
3471,0,2350,31,-578734.691329000050000,-678306.771148000030000
3472,0,2350,31,-578734.814251999950000,-678305.356881999990000
3473,0,2350,31,-578735.207502000030000,-678303.553385999990000
3474,0,2350,31,-578735.870974999970000,-678301.360550999990000
