FID,Id,ORIG_FID,POINT_X,POINT_Y
39,0,7,-612567.679619999950000,-644662.427752000050000
40,0,7,-612549.281838999940000,-644668.091703000010000
41,0,7,-612522.613261000020000,-644687.754480000000000
42,0,7,-612539.126236999990000,-644727.181900999970000
43,0,7,-612563.588758999950000,-644718.249329000010000
44,0,7,-612557.218494000030000,-644702.932478999950000
45,0,7,-612578.910379000010000,-644690.141962000050000
46,0,7,-612567.679619999950000,-644662.427752000050000
47,0,8,-612517.595836000050000,-644693.798105999940000
48,0,8,-612469.621678999970000,-644721.749645999980000
49,0,8,-612482.840717999960000,-644768.303594000060000
50,0,8,-612524.821433000030000,-644751.256690999960000
51,0,8,-612517.595836000050000,-644693.798105999940000
52,0,9,-612467.725516999960000,-644723.331664000060000
53,0,9,-612428.205599999990000,-644753.384410000060000
54,0,9,-612444.922783000050000,-644821.697991000020000
55,0,9,-612466.309742999960000,-644815.065998999980000
56,0,9,-612472.273225000010000,-644822.098083000050000
57,0,9,-612490.848749000000000,-644810.779805000060000
58,0,9,-612467.725516999960000,-644723.331664000060000
59,0,10,-612373.154264000010000,-644784.794669999970000
60,0,10,-612349.225545000050000,-644801.507709000030000
61,0,10,-612339.048508999990000,-644823.067277999940000
62,0,10,-612367.299755000040000,-644863.448284000040000
63,0,10,-612389.617067000010000,-644854.116399000050000
64,0,10,-612394.980147999940000,-644842.742806000050000
65,0,10,-612373.154264000010000,-644784.794669999970000
66,0,11,-612283.741991000020000,-644844.820684000030000
67,0,11,-612244.564770999950000,-644869.116764000030000
68,0,11,-612273.851780000030000,-644930.921137999980000
69,0,11,-612302.146707999990000,-644915.265351000010000
70,0,11,-612304.044335999990000,-644914.109126999970000
71,0,11,-612291.879044999950000,-644882.865095000020000
72,0,11,-612299.633539999950000,-644876.089932000030000
73,0,11,-612283.741991000020000,-644844.820684000030000
74,0,12,-612171.757662000020000,-644957.550203999970000
75,0,12,-612156.612669000050000,-644967.194510999950000
76,0,12,-612150.268329999990000,-644976.461276000020000
77,0,12,-612155.720912000050000,-644995.302924999970000
78,0,12,-612180.061504999990000,-644975.584481999980000
79,0,12,-612171.757662000020000,-644957.550203999970000
80,0,13,-616263.465624999950000,-643132.092952999980000
81,0,13,-616245.700437000020000,-643140.403804000000000
82,0,13,-616247.049426999990000,-643170.768201000060000
83,0,13,-616279.795047000050000,-643161.256346000010000
84,0,13,-616263.465624999950000,-643132.092952999980000
85,0,14,-616239.135573999960000,-643140.971413000020000
86,0,14,-616224.105369000000000,-643139.476904000040000
87,0,14,-616197.812981000050000,-643146.640803999970000
88,0,14,-616181.144059999960000,-643162.431408999950000
89,0,14,-616184.402921000030000,-643189.252015999980000
90,0,14,-616243.197042000010000,-643173.992746999950000
91,0,14,-616239.135573999960000,-643140.971413000020000
92,0,15,-521700.876336999990000,-716554.382822999960000
93,0,15,-521714.989065999980000,-716548.893066999970000
94,0,15,-521721.376326999980000,-716526.326587000050000
95,0,15,-521728.717248999980000,-716496.133028000010000
96,0,15,-521668.556453000000000,-716460.885235000050000
97,0,15,-521658.627151000020000,-716470.121962000030000
98,0,15,-521663.924224000020000,-716490.356193999990000
99,0,15,-521658.770912999990000,-716534.240693000030000
100,0,15,-521674.814856000010000,-716546.275201000040000
101,0,15,-521700.876336999990000,-716554.382822999960000
102,0,16,-521663.956225999980000,-716489.877042999960000
103,0,16,-521658.250431999970000,-716469.124350000060000
104,0,16,-521635.811410000020000,-716459.893690000060000
105,0,16,-521617.547590999980000,-716461.157266000050000
106,0,16,-521592.880193000020000,-716498.481967999950000
107,0,16,-521599.010576999980000,-716532.768551000040000
108,0,16,-521646.862009999980000,-716539.926900999970000
109,0,16,-521656.150253999980000,-716540.273049999960000
110,0,16,-521659.412058999990000,-716524.657850999970000
111,0,16,-521663.956225999980000,-716489.877042999960000
112,0,17,-521449.234066999980000,-716408.200517000050000
113,0,17,-521430.281099000010000,-716406.510526999950000
114,0,17,-521393.929512000000000,-716419.657266000050000
115,0,17,-521369.285824000020000,-716463.249992999950000
116,0,17,-521379.880018999970000,-716477.208733999990000
117,0,17,-521413.386568000020000,-716473.448346000050000
118,0,17,-521451.413520000000000,-716428.638859999950000
119,0,17,-521449.234066999980000,-716408.200517000050000
120,0,18,-521367.995486999980000,-716462.653003999960000
121,0,18,-521396.582207000000000,-716413.145802999960000
122,0,18,-521388.472173999990000,-716401.818504999970000
123,0,18,-521276.396943000030000,-716413.515075000000000
124,0,18,-521274.938138999980000,-716422.060979999950000
125,0,18,-521367.995486999980000,-716462.653003999960000
126,0,19,-521013.073474999980000,-716384.169223999950000
127,0,19,-521001.715555000000000,-716374.931972000050000
128,0,19,-520977.780411000010000,-716369.128725999970000
129,0,19,-520977.297435000010000,-716375.043136000050000
130,0,19,-520964.213646000020000,-716375.705063999980000
131,0,19,-520966.211450000000000,-716408.900157999950000
132,0,19,-520976.172336000020000,-716414.259263999990000
133,0,19,-521010.614211999990000,-716410.619764999950000
134,0,19,-521013.073474999980000,-716384.169223999950000
135,0,20,-520530.937043000010000,-716452.659009000050000
136,0,20,-520522.902706000020000,-716430.511277999960000
137,0,20,-520485.676265000020000,-716437.039501999970000
138,0,20,-520483.814031000020000,-716461.832682000010000
139,0,20,-520489.827251999990000,-716503.931006000030000
140,0,20,-520528.345970999970000,-716489.615990999970000
141,0,20,-520520.110067999980000,-716458.800362000010000
142,0,20,-520530.937043000010000,-716452.659009000050000
143,0,21,-520471.755974000030000,-716380.253865999980000
144,0,21,-520423.124014000000000,-716379.143000000040000
145,0,21,-520428.209219000010000,-716419.301401000000000
146,0,21,-520470.713522000010000,-716420.633222999980000
147,0,21,-520471.755974000030000,-716380.253865999980000
148,0,22,-520397.849219000030000,-716355.231327999970000
149,0,22,-520351.564977000000000,-716358.102217999990000
150,0,22,-520358.553628999970000,-716422.798503000060000
151,0,22,-520401.351504000020000,-716409.600120999970000
152,0,22,-520397.849219000030000,-716355.231327999970000
153,0,23,-520356.786415999990000,-716425.453703999990000
154,0,23,-520351.953793999970000,-716373.524887999990000
155,0,23,-520282.674440999980000,-716378.517666999950000
156,0,23,-520284.698504000030000,-716428.324794000010000
157,0,23,-520356.786415999990000,-716425.453703999990000
158,0,24,-520283.245170000010000,-716428.904629000000000
159,0,24,-520280.206968999990000,-716380.647579999990000
160,0,24,-520250.808312000010000,-716382.096631000050000
161,0,24,-520252.063999000010000,-716429.351880999980000
162,0,24,-520283.245170000010000,-716428.904629000000000
163,0,25,-520248.989501999980000,-716427.370667999960000
164,0,25,-520248.424968999990000,-716382.255245000010000
165,0,25,-520204.580626000010000,-716389.212206000000000
166,0,25,-520211.347377999980000,-716432.626324999960000
167,0,25,-520248.989501999980000,-716427.370667999960000
168,0,26,-520207.455980999980000,-716431.264206000020000
169,0,26,-520202.529464000020000,-716389.888272000010000
170,0,26,-520147.043058999990000,-716397.106858000040000
171,0,26,-520154.677558000020000,-716436.023154000050000
172,0,26,-520207.455980999980000,-716431.264206000020000
173,0,27,-520148.784509000020000,-716423.272910000060000
174,0,27,-520144.594809999980000,-716397.179043999990000
175,0,27,-520117.248610000010000,-716401.392023000050000
176,0,27,-520119.468710999990000,-716420.446053000050000
177,0,27,-520148.784509000020000,-716423.272910000060000
178,0,28,-520035.907698999970000,-716414.584694999970000
179,0,28,-519980.842408999980000,-716428.765564000000000
180,0,28,-519984.399006000020000,-716463.001851000010000
181,0,28,-519989.156320000010000,-716484.647754000030000
182,0,28,-519996.995975999980000,-716485.688180999950000
183,0,28,-520040.430249000030000,-716432.586044000000000
184,0,28,-520035.907698999970000,-716414.584694999970000
185,0,29,-517928.371587999980000,-716406.649956000040000
186,0,29,-517894.950550000010000,-716406.836659000020000
187,0,29,-517897.275069999970000,-716471.291027000060000
188,0,29,-517916.219267999990000,-716474.455705999980000
189,0,29,-517936.293507000020000,-716451.173120000050000
190,0,29,-517928.371587999980000,-716406.649956000040000
191,0,30,-528230.002161000040000,-713767.215642999970000
192,0,30,-528137.619524999990000,-713799.287050000040000
193,0,30,-528162.790255000000000,-713852.283461999960000
194,0,30,-528252.153238000000000,-713823.998236999960000
195,0,30,-528230.002161000040000,-713767.215642999970000
196,0,31,-528223.474063999950000,-713735.077088000020000
197,0,31,-528157.861859999950000,-713726.508173999960000
198,0,31,-528062.165507999950000,-713753.017356000030000
199,0,31,-528066.598510000040000,-713781.061360999940000
200,0,31,-528113.634732999960000,-713776.498410000000000
201,0,31,-528128.987851000040000,-713802.841752000040000
202,0,31,-528231.264195000050000,-713765.361353000040000
203,0,31,-528223.474063999950000,-713735.077088000020000
204,0,32,-528032.514129000020000,-713651.436111000020000
205,0,32,-527972.042356000050000,-713636.396467000010000
206,0,32,-527960.609577000020000,-713683.017593999980000
207,0,32,-528035.255779000000000,-713713.785730000000000
208,0,32,-528032.514129000020000,-713651.436111000020000
209,0,33,-527953.175997999960000,-713635.258536000040000
210,0,33,-527877.996280999970000,-713627.401293999980000
211,0,33,-527868.947026000010000,-713658.976054999980000
212,0,33,-527948.731293000050000,-713678.345445999990000
213,0,33,-527953.175997999960000,-713635.258536000040000
214,0,34,-527861.501111999970000,-713621.817323999950000
215,0,34,-527803.785038999980000,-713610.424304999990000
216,0,34,-527807.805688999940000,-713639.148118000010000
217,0,34,-527834.541038000020000,-713653.735668999960000
218,0,34,-527846.593292000010000,-713654.304462000030000
219,0,34,-527861.501111999970000,-713621.817323999950000
220,0,35,-527800.619698000020000,-713619.885432000040000
221,0,35,-527802.779806999960000,-713603.243380000000000
222,0,35,-527769.950042000040000,-713598.573059999970000
223,0,35,-527770.371332000010000,-713622.965879000020000
224,0,35,-527760.391766999960000,-713631.857563000060000
225,0,35,-527770.146638000030000,-713669.471673000020000
226,0,35,-527791.854596000050000,-713696.256061999940000
227,0,35,-527808.933991000060000,-713684.628051999960000
228,0,35,-527797.987360000030000,-713654.537003000030000
229,0,35,-527805.434892000050000,-713643.593818000050000
230,0,35,-527800.619698000020000,-713619.885432000040000
231,0,36,-527766.291105999960000,-713621.911901999960000
232,0,36,-527768.387895999940000,-713595.164078000000000
233,0,36,-527725.811740000030000,-713584.450370999980000
234,0,36,-527737.134466000020000,-713640.878202999940000
235,0,36,-527733.571181999990000,-713647.437844999950000
236,0,36,-527741.315994999950000,-713675.198212999970000
237,0,36,-527736.041245999980000,-713687.914383000000000
238,0,36,-527744.217688999950000,-713722.942294999960000
239,0,36,-527787.511489000060000,-713697.218176999940000
240,0,36,-527767.847443999960000,-713675.207234999980000
241,0,36,-527754.490744999960000,-713630.790288000020000
242,0,36,-527766.291105999960000,-713621.911901999960000
243,0,37,-527733.774781999990000,-713638.454492000050000
244,0,37,-527725.404442999980000,-713602.417114999960000
245,0,37,-527699.088992999980000,-713606.041841999980000
246,0,37,-527691.441074999980000,-713578.786102000040000
247,0,37,-527657.758892999960000,-713566.662095000040000
248,0,37,-527654.314336000010000,-713576.350878000030000
249,0,37,-527662.015463000050000,-713598.862664000010000
250,0,37,-527672.858239999970000,-713597.554110000030000
251,0,37,-527679.989841999950000,-713629.654600000010000
252,0,37,-527677.987566999970000,-713634.297066000060000
253,0,37,-527690.495652999960000,-713699.405731000010000
254,0,37,-527733.241456000020000,-713685.894745999950000
255,0,37,-527737.881092999950000,-713674.894193000040000
256,0,37,-527730.524142000010000,-713649.152730999980000
257,0,37,-527733.774781999990000,-713638.454492000050000
258,0,38,-527719.533455000030000,-713576.877856999980000
259,0,38,-527695.220139999990000,-713575.860218000020000
260,0,38,-527702.017166999980000,-713601.197822000020000
261,0,38,-527724.994861999990000,-713597.773780000050000
262,0,38,-527719.533455000030000,-713576.877856999980000
263,0,39,-527688.278930000030000,-713699.290567000050000
264,0,39,-527670.443623000060000,-713600.173679000000000
265,0,39,-527654.100036000020000,-713604.567117000000000
266,0,39,-527658.372697000040000,-713634.845730999950000
267,0,39,-527647.204863999970000,-713640.175460000060000
268,0,39,-527653.872102999940000,-713672.916205000020000
269,0,39,-527666.349245000050000,-713671.020219999950000
270,0,39,-527672.460945000060000,-713703.139570000000000
271,0,39,-527688.278930000030000,-713699.290567000050000
272,0,40,-527683.991847999980000,-713757.782662000040000
273,0,40,-527676.948743000040000,-713708.526784999990000
274,0,40,-527669.408700000030000,-713706.453088999960000
275,0,40,-527664.334532000010000,-713675.197497999990000
276,0,40,-527653.006083999990000,-713675.578845000010000
277,0,40,-527646.869285000020000,-713660.194770999950000
278,0,40,-527636.965785000010000,-713662.350540000010000
279,0,40,-527658.836046000010000,-713774.625815000040000
280,0,40,-527683.991847999980000,-713757.782662000040000
281,0,41,-527651.807276000040000,-713603.381893999990000
282,0,41,-527640.139614999990000,-713602.515514999980000
283,0,41,-527634.006673999950000,-713578.630254999970000
284,0,41,-527620.887168999990000,-713567.732991000060000
285,0,41,-527600.426241999960000,-713565.722015999960000
286,0,41,-527612.689827000020000,-713641.984887999950000
287,0,41,-527629.268439000010000,-713661.930408000010000
288,0,41,-527648.418575000020000,-713658.181242999970000
289,0,41,-527644.992360000030000,-713638.749624000050000
290,0,41,-527655.604278999960000,-713633.909494000020000
291,0,41,-527651.807276000040000,-713603.381893999990000
292,0,42,-527596.704460000040000,-713566.532061000010000
293,0,42,-527560.948325000000000,-713559.618647000050000
294,0,42,-527569.165817999980000,-713636.657982000030000
295,0,42,-527592.864894000000000,-713638.273093999950000
296,0,42,-527596.811581999990000,-713657.658119000030000
297,0,42,-527611.657977000000000,-713655.267662000030000
298,0,42,-527596.704460000040000,-713566.532061000010000
299,0,43,-527637.557369000050000,-713709.938797999990000
300,0,43,-527603.660111999950000,-713713.092041000030000
301,0,43,-527603.807550000030000,-713728.246692999960000
302,0,43,-527584.689290000010000,-713732.408092000060000
303,0,43,-527592.764670999950000,-713762.917419999950000
304,0,43,-527607.194676000040000,-713795.059070999970000
305,0,43,-527653.175236999990000,-713775.124084000010000
306,0,43,-527637.557369000050000,-713709.938797999990000
307,0,44,-527580.046958000050000,-713731.671972000040000
308,0,44,-527532.656773000020000,-713748.201065000030000
309,0,44,-527548.780364000010000,-713805.016638000030000
310,0,44,-527535.809491000020000,-713813.937706000060000
311,0,44,-527542.043844999980000,-713840.495257999980000
312,0,44,-527569.733529999970000,-713830.436411999980000
313,0,44,-527570.453381999980000,-713830.279682999940000
314,0,44,-527571.293188999990000,-713816.758896999990000
315,0,44,-527561.962862999990000,-713787.060399999960000
316,0,44,-527575.574838000000000,-713777.143965999950000
317,0,44,-527571.638191999980000,-713766.107177000030000
318,0,44,-527586.530549000020000,-713760.810904999960000
319,0,44,-527580.046958000050000,-713731.671972000040000
320,0,45,-527378.143684000010000,-713607.663366999940000
321,0,45,-527357.669356000030000,-713609.136958000020000
322,0,45,-527346.547647999950000,-713617.946856000000000
323,0,45,-527354.095761999950000,-713647.657856000010000
324,0,45,-527335.753813000050000,-713658.393409000010000
325,0,45,-527363.275325000050000,-713712.524821000060000
326,0,45,-527388.118624000000000,-713709.600542000030000
327,0,45,-527391.954850999990000,-713696.747649000030000
328,0,45,-527375.976811000030000,-713630.640433000050000
329,0,45,-527380.716847999950000,-713627.068002999990000
330,0,45,-527378.143684000010000,-713607.663366999940000
331,0,46,-527364.977698000030000,-713720.011508999970000
332,0,46,-527369.964496999980000,-713735.410781000040000
333,0,46,-527365.578860000010000,-713740.474487000030000
334,0,46,-527365.057845999950000,-713754.523402999970000
335,0,46,-527345.523594000030000,-713769.394560000040000
336,0,46,-527352.970363999950000,-713802.268705000050000
337,0,46,-527368.361351000030000,-713813.024397999980000
338,0,46,-527398.279641999980000,-713804.903441000030000
339,0,46,-527397.437929000010000,-713776.399421000040000
340,0,46,-527410.627028999970000,-713763.778246999950000
341,0,46,-527395.142826000000000,-713719.636501000030000
342,0,46,-527384.626536000050000,-713717.799495000040000
343,0,46,-527364.977698000030000,-713720.011508999970000
344,0,47,-527315.821696000060000,-713635.729340999970000
345,0,47,-527226.721024999980000,-713673.165674000050000
346,0,47,-527241.070747000050000,-713733.507541000030000
347,0,47,-527263.985200000000000,-713724.406573000010000
348,0,47,-527265.534654999970000,-713720.363115999960000
349,0,47,-527302.683007000010000,-713708.154894000040000
350,0,47,-527294.929752000030000,-713685.005404000050000
351,0,47,-527336.101640000010000,-713668.558775000040000
352,0,47,-527315.821696000060000,-713635.729340999970000
353,0,48,-527363.130439999980000,-713978.897685999980000
354,0,48,-527290.060723999980000,-713981.580382999960000
355,0,48,-527285.230904000000000,-714022.976610000010000
356,0,48,-527293.979738999970000,-714063.648371999970000
357,0,48,-527370.815250999990000,-714029.225456999960000
358,0,48,-527363.130439999980000,-713978.897685999980000
359,0,49,-527289.177134000000000,-714067.375130999950000
360,0,49,-527282.650211000000000,-714016.066292000000000
361,0,49,-527244.929382000000000,-714026.001387999980000
362,0,49,-527244.008128999970000,-714050.345399999990000
363,0,49,-527211.680338999950000,-714060.583394999970000
364,0,49,-527218.668689999960000,-714087.039620000050000
365,0,49,-527289.177134000000000,-714067.375130999950000
366,0,50,-527208.433259999960000,-713690.394043999960000
367,0,50,-527128.068274999970000,-713719.843707000020000
368,0,50,-527132.080733999960000,-713752.772645000020000
369,0,50,-527145.067953999970000,-713751.346295000050000
370,0,50,-527151.725928999950000,-713765.395035999940000
371,0,50,-527130.647821999970000,-713782.875876000030000
372,0,50,-527120.214854000020000,-713776.801672999980000
373,0,50,-527107.995777999980000,-713783.156411999950000
374,0,50,-527109.913803000000000,-713792.108649999950000
375,0,50,-527132.800561000010000,-713802.036916999960000
376,0,50,-527175.009547000050000,-713784.071535000000000
377,0,50,-527220.590748999970000,-713778.196140000010000
378,0,50,-527208.762893000040000,-713740.165216000050000
379,0,50,-527233.351373999960000,-713732.582171999970000
380,0,50,-527224.806404000030000,-713701.287663000050000
381,0,50,-527216.048394000040000,-713703.506525999980000
382,0,50,-527208.433259999960000,-713690.394043999960000
383,0,51,-527126.548322999970000,-714074.440897000020000
384,0,51,-527125.377083000030000,-714034.247124999990000
385,0,51,-527107.032496999950000,-714039.026344000010000
386,0,51,-527106.252311000020000,-714116.631230000060000
387,0,51,-527156.065699000030000,-714103.990087999960000
388,0,51,-527147.234234999980000,-714073.815945000040000
389,0,51,-527126.548322999970000,-714074.440897000020000
390,0,52,-527086.034924000040000,-713808.533715000030000
391,0,52,-527074.959684000000000,-713846.739896000010000
392,0,52,-527070.703024000050000,-713889.799624999990000
393,0,52,-527090.711908000060000,-713887.464280999960000
394,0,52,-527104.002214999990000,-713894.779969000020000
395,0,52,-527116.960226999950000,-713898.499216999980000
396,0,52,-527154.138283999990000,-713871.166024000030000
397,0,52,-527113.618247000030000,-713816.455361000030000
398,0,52,-527086.034924000040000,-713808.533715000030000
399,0,53,-527082.311076999990000,-713735.771554999980000
400,0,53,-527037.589951999950000,-713748.663259999940000
401,0,53,-527039.826487999990000,-713777.040937999960000
402,0,53,-527081.566602000040000,-713771.097072000030000
403,0,53,-527082.311076999990000,-713735.771554999980000
404,0,54,-527036.704573999970000,-713780.331618000050000
405,0,54,-527033.110859000010000,-713749.430121000040000
406,0,54,-527000.836757999960000,-713783.531729000040000
407,0,54,-527003.605998000010000,-713835.259984000000000
408,0,54,-527015.059051000050000,-713835.807279999950000
409,0,54,-527017.342334000040000,-713809.909165999970000
410,0,54,-527035.522689000000000,-713808.198309000000000
411,0,54,-527040.173951999980000,-713793.281135999950000
412,0,54,-527071.327356999970000,-713795.337468000010000
413,0,54,-527066.826180999980000,-713778.317008999990000
414,0,54,-527036.704573999970000,-713780.331618000050000
415,0,55,-527081.615128000030000,-713806.639119000060000
416,0,55,-527044.865448000030000,-713798.368978000010000
417,0,55,-527037.163459999950000,-713814.300239000000000
418,0,55,-527020.458666000050000,-713814.037849999960000
419,0,55,-527019.626961000030000,-713837.944887000020000
420,0,55,-527064.383737000050000,-713844.104916000040000
421,0,55,-527081.615128000030000,-713806.639119000060000
422,0,56,-526997.463528000050000,-713839.551913999950000
423,0,56,-526997.421608999950000,-713807.753494999950000
424,0,56,-526965.426205000030000,-713810.412275000010000
425,0,56,-526961.288363000030000,-713884.133507000050000
426,0,56,-526953.457306999950000,-713924.720175000020000
427,0,56,-526985.181345000050000,-713927.043244999950000
428,0,56,-527000.095165999960000,-713904.571199000000000
429,0,56,-527007.859696000000000,-713858.103615000030000
430,0,56,-527013.485919000000000,-713842.232569999990000
431,0,56,-526997.463528000050000,-713839.551913999950000
432,0,57,-527083.082166000040000,-713947.959003999950000
433,0,57,-527029.489122000060000,-713936.490580999990000
434,0,57,-527016.712076999950000,-713957.448742000040000
435,0,57,-527040.442756999980000,-713972.461320000000000
436,0,57,-527084.347546000030000,-713977.672804999980000
437,0,57,-527083.082166000040000,-713947.959003999950000
438,0,58,-526964.094672000040000,-713801.015785000050000
439,0,58,-526904.357055000030000,-713827.195390000010000
440,0,58,-526898.182982999950000,-713866.353742999960000
441,0,58,-526958.850702999970000,-713870.126810000050000
442,0,58,-526964.094672000040000,-713801.015785000050000
443,0,59,-526949.128241000000000,-713926.033355999970000
444,0,59,-526959.830904999980000,-713876.403621000000000
445,0,59,-526899.880990999980000,-713870.208073999970000
446,0,59,-526893.742290999970000,-713916.353654999980000
447,0,59,-526949.128241000000000,-713926.033355999970000
448,0,60,-526949.430211000030000,-713934.644341000010000
449,0,60,-526894.402961999990000,-713921.244935999970000
450,0,60,-526887.291698000040000,-713975.225020000010000
451,0,60,-526932.475883999960000,-713984.430653000020000
452,0,60,-526932.644995999990000,-714009.463329000050000
453,0,60,-526952.321080000020000,-714017.080598999980000
454,0,60,-526957.220965999990000,-714001.144364999960000
455,0,60,-526948.078358000030000,-713991.352334999950000
456,0,60,-526954.668705999970000,-713966.845194999940000
457,0,60,-526947.471850999980000,-713957.020830000050000
458,0,60,-526949.430211000030000,-713934.644341000010000
459,0,61,-526886.084234999960000,-713982.852872999970000
460,0,61,-526880.383335000020000,-714052.822397000040000
461,0,61,-526942.953887999990000,-714072.001270000010000
462,0,61,-526949.825259999950000,-714049.185110999970000
463,0,61,-526926.519557000020000,-714040.048935999980000
464,0,61,-526926.926713999940000,-713990.619600999980000
465,0,61,-526886.084234999960000,-713982.852872999970000
466,0,62,-526897.978144000050000,-713828.898145999990000
467,0,62,-526806.716347999990000,-713861.276143000000000
468,0,62,-526812.089913000000000,-713897.907418000050000
469,0,62,-526891.850532999960000,-713893.684923000050000
470,0,62,-526897.978144000050000,-713828.898145999990000
471,0,63,-526878.169210999970000,-713985.476260000020000
472,0,63,-526812.494631999990000,-713988.234436000000000
473,0,63,-526815.568501999950000,-714072.423226000040000
474,0,63,-526873.009424000050000,-714093.969595000030000
475,0,63,-526878.169210999970000,-713985.476260000020000
476,0,64,-526809.414702999990000,-713906.969201999950000
477,0,64,-526750.477787000010000,-713914.432849999980000
478,0,64,-526763.332370999970000,-713986.689607999990000
479,0,64,-526808.882697000050000,-713985.003004000060000
480,0,64,-526809.414702999990000,-713906.969201999950000
481,0,65,-526808.904471999970000,-713990.044859000020000
482,0,65,-526763.199624000000000,-713991.075317000040000
483,0,65,-526768.693909000020000,-714057.420101000000000
484,0,65,-526813.177325999950000,-714070.080588000010000
485,0,65,-526808.904471999970000,-713990.044859000020000
486,0,66,-526803.117887999980000,-713862.662605999970000
487,0,66,-526740.708605999940000,-713875.634263999990000
488,0,66,-526744.523644999950000,-713912.033571999990000
489,0,66,-526808.962181000040000,-713902.719033999950000
490,0,66,-526803.117887999980000,-713862.662605999970000
491,0,67,-526735.947031000050000,-713902.405906000060000
492,0,67,-526679.970054000030000,-713909.530720000040000
493,0,67,-526690.995112000030000,-714018.407776999990000
494,0,67,-526765.013201999940000,-714048.676129000030000
495,0,67,-526757.512712999950000,-713974.887941999940000
496,0,67,-526743.966405999960000,-713924.720294000000000
497,0,67,-526738.744611999950000,-713917.669081000030000
498,0,67,-526735.947031000050000,-713902.405906000060000
499,0,68,-526685.947658000050000,-714019.100521999990000
500,0,68,-526674.995209999960000,-713910.642494000030000
501,0,68,-526625.430005999980000,-713912.753529999990000
502,0,68,-526631.124150000050000,-713950.323691000000000
503,0,68,-526643.465509000000000,-713954.879277999980000
504,0,68,-526645.330369999980000,-714005.594204999970000
505,0,68,-526685.947658000050000,-714019.100521999990000
506,0,69,-526627.406423000040000,-713953.766931000050000
507,0,69,-526621.697607000010000,-713911.078265000020000
508,0,69,-526574.649947999980000,-713928.473466000050000
509,0,69,-526584.050171999960000,-713974.263919000050000
510,0,69,-526640.439876000050000,-714004.371567999940000
511,0,69,-526639.486803999990000,-713959.860162000060000
512,0,69,-526627.406423000040000,-713953.766931000050000
513,0,70,-526581.632028999970000,-713975.082488000040000
514,0,70,-526570.443220000020000,-713922.545033999950000
515,0,70,-526524.100006000020000,-713942.644878000020000
516,0,70,-526527.769649000020000,-713961.210152999960000
517,0,70,-526581.632028999970000,-713975.082488000040000
518,0,71,-526587.539625999980000,-713982.527130999950000
519,0,71,-526540.818590000040000,-713972.872319999970000
520,0,71,-526546.853028999990000,-714022.355315000050000
521,0,71,-526575.361156999950000,-714018.476564000010000
522,0,71,-526577.948373000020000,-714000.990370000010000
523,0,71,-526589.247918999990000,-714001.504390000020000
524,0,71,-526587.539625999980000,-713982.527130999950000
525,0,72,-526552.111756999980000,-714056.529019000010000
526,0,72,-526539.607455000050000,-713973.282236000060000
527,0,72,-526522.310698000020000,-713963.057978000030000
528,0,72,-526511.453818000040000,-713964.536224000040000
529,0,72,-526509.875053999950000,-713992.822419999980000
530,0,72,-526502.797770999950000,-713995.946083000050000
531,0,72,-526506.748976000000000,-714063.279697000050000
532,0,72,-526552.111756999980000,-714056.529019000010000
533,0,73,-526494.306241999960000,-713984.236469000000000
534,0,73,-526454.755230000010000,-713977.865119999970000
535,0,73,-526388.684601000040000,-713993.624747999940000
