FID,Id,ORIG_FID,POINT_X,POINT_Y
234,0,34,-573798.504894000010000,-692152.989978999950000
235,0,34,-573797.577894999990000,-692146.326447000030000
236,0,35,-573788.191794999990000,-692098.684127000040000
237,0,35,-573776.248168000020000,-692100.435734999950000
238,0,35,-573771.395220999960000,-692106.982980999980000
239,0,35,-573770.199995000030000,-692116.106067999960000
240,0,35,-573779.549147999960000,-692118.736849999990000
241,0,35,-573784.160992000020000,-692110.782081000040000
242,0,35,-573792.003704000030000,-692107.480556000020000
243,0,35,-573788.191794999990000,-692098.684127000040000
244,0,36,-573797.558070000030000,-692085.788613999960000
245,0,36,-573789.373034000050000,-692087.959994000030000
246,0,36,-573790.484397000050000,-692097.072190999980000
247,0,36,-573799.699640000010000,-692092.178656999950000
248,0,36,-573797.558070000030000,-692085.788613999960000
249,0,37,-573779.772938000040000,-692120.026562000040000
250,0,37,-573769.079671000010000,-692117.502344000040000
251,0,37,-573767.211935000030000,-692125.014180999950000
252,0,37,-573778.806296000020000,-692126.454014000020000
253,0,37,-573779.772938000040000,-692120.026562000040000
254,0,38,-573769.546411999970000,-692131.368678999950000
255,0,38,-573766.416897000050000,-692133.741522000050000
256,0,38,-573765.622691000000000,-692138.992155999990000
257,0,38,-573767.712084000000000,-692143.332452000000000
258,0,38,-573765.289874000010000,-692154.011920999970000
259,0,38,-573772.654665000040000,-692153.108648000050000
260,0,38,-573774.260629000030000,-692135.769197999970000
261,0,38,-573769.546411999970000,-692131.368678999950000
262,0,39,-573752.255067000050000,-692116.673499000030000
263,0,39,-573748.499526000000000,-692123.714439000000000
264,0,39,-573761.099675999950000,-692128.609459999950000
265,0,39,-573763.374838000050000,-692122.462839000040000
266,0,39,-573752.255067000050000,-692116.673499000030000
267,0,40,-573758.521794999950000,-692130.659469999960000
268,0,40,-573747.855470999960000,-692127.309434000050000
269,0,40,-573745.998595000010000,-692131.346280000060000
270,0,40,-573756.708547999970000,-692136.257925000040000
271,0,40,-573758.521794999950000,-692130.659469999960000
272,0,41,-573757.524641999970000,-692144.817204999970000
273,0,41,-573743.419627000000000,-692142.209449999970000
274,0,41,-573741.622113000020000,-692150.718742999950000
275,0,41,-573755.610282000040000,-692153.098386000030000
276,0,41,-573757.524641999970000,-692144.817204999970000
277,0,42,-573752.827834000000000,-692154.205713000030000
278,0,42,-573744.628883000000000,-692153.463770000030000
279,0,42,-573741.977757000020000,-692158.734243000040000
280,0,42,-573750.337931000050000,-692161.750677000030000
281,0,42,-573752.827834000000000,-692154.205713000030000
282,0,43,-573779.619170999970000,-692212.182895999980000
283,0,43,-573756.077331000010000,-692213.336114999950000
284,0,43,-573755.681297000030000,-692223.677645000050000
285,0,43,-573780.439780000020000,-692221.242490999980000
286,0,43,-573779.619170999970000,-692212.182895999980000
287,0,44,-573750.684361999970000,-692164.809845000040000
288,0,44,-573743.088540000030000,-692164.765972999970000
289,0,44,-573741.183328000010000,-692170.663535000060000
290,0,44,-573749.096882999990000,-692172.363935000030000
291,0,44,-573750.684361999970000,-692164.809845000040000
292,0,45,-573748.057696999980000,-692175.618479999950000
293,0,45,-573741.480834000050000,-692174.727106999960000
294,0,45,-573740.913046999950000,-692181.405417999950000
295,0,45,-573747.199254999980000,-692182.192178000000000
296,0,45,-573748.057696999980000,-692175.618479999950000
297,0,46,-573747.818484000050000,-692184.461990999990000
298,0,46,-573742.187553000050000,-692183.558308999990000
299,0,46,-573740.573024000040000,-692186.089640000020000
300,0,46,-573746.836203000040000,-692189.774004000010000
301,0,46,-573747.818484000050000,-692184.461990999990000
302,0,47,-573746.424160000050000,-692191.855044999970000
303,0,47,-573741.040027000010000,-692189.501820000000000
304,0,47,-573740.714625000020000,-692191.271633000000000
305,0,47,-573740.870005000030000,-692196.959334000010000
306,0,47,-573744.937767999950000,-692195.615967000020000
307,0,47,-573746.424160000050000,-692191.855044999970000
308,0,48,-573730.715685999950000,-692201.118815000050000
309,0,48,-573728.198102999940000,-692205.847977999950000
310,0,48,-573738.764974000050000,-692207.665460000050000
311,0,48,-573739.214685000010000,-692203.117657999970000
312,0,48,-573730.715685999950000,-692201.118815000050000
313,0,49,-573774.504443999960000,-692224.148980999950000
314,0,49,-573751.138296999970000,-692224.996983999970000
315,0,49,-573748.877376000050000,-692234.955811999970000
316,0,49,-573771.143122000040000,-692235.396466000010000
317,0,49,-573774.504443999960000,-692224.148980999950000
318,0,50,-573771.236013000020000,-692236.516063999970000
319,0,50,-573746.343680000050000,-692236.861876999960000
320,0,50,-573737.163463999980000,-692254.589767000060000
321,0,50,-573770.242649000020000,-692249.274027999960000
322,0,50,-573771.236013000020000,-692236.516063999970000
323,0,51,-573770.214762000020000,-692249.902954000050000
324,0,51,-573736.413329000000000,-692255.336275000010000
325,0,51,-573734.785933000040000,-692260.623772999970000
326,0,51,-573737.523147000000000,-692265.210173000000000
327,0,51,-573769.084367000030000,-692259.419417000030000
328,0,51,-573770.214762000020000,-692249.902954000050000
329,0,52,-573770.455858999980000,-692260.443945999960000
330,0,52,-573736.914392999960000,-692266.119768999980000
331,0,52,-573735.729026000020000,-692266.995516999970000
332,0,52,-573736.347595000060000,-692282.703119999960000
333,0,52,-573761.649811999990000,-692280.801559000040000
334,0,52,-573776.890399000030000,-692273.905875000050000
335,0,52,-573776.064443000010000,-692261.414016000000000
336,0,52,-573770.455858999980000,-692260.443945999960000
337,0,53,-573744.559892000050000,-692210.217841999950000
338,0,53,-573742.284982000010000,-692220.172402999950000
339,0,53,-573749.290496999980000,-692224.818777999960000
340,0,53,-573753.169922000030000,-692214.548665000010000
341,0,53,-573744.559892000050000,-692210.217841999950000
342,0,54,-573738.668004999980000,-692208.971913999990000
343,0,54,-573727.914691000010000,-692208.168387999990000
344,0,54,-573727.352454000040000,-692215.889174000010000
345,0,54,-573738.018569999960000,-692214.567001000050000
346,0,54,-573738.668004999980000,-692208.971913999990000
347,0,55,-573737.216245000020000,-692216.600191000030000
348,0,55,-573726.714296999970000,-692217.455902999970000
349,0,55,-573726.211688000010000,-692223.534515999960000
350,0,55,-573736.323441999960000,-692224.876914000020000
351,0,55,-573737.216245000020000,-692216.600191000030000
352,0,56,-573742.471509000050000,-692222.746151000030000
353,0,56,-573738.562115999990000,-692234.276039000020000
354,0,56,-573743.125635999950000,-692235.212122999950000
355,0,56,-573747.617711000030000,-692227.092558000000000
356,0,56,-573742.471509000050000,-692222.746151000030000
357,0,57,-573738.190247999970000,-692236.705981999980000
358,0,57,-573736.725968000010000,-692240.604748000040000
359,0,57,-573740.592461999970000,-692240.412161999960000
360,0,57,-573742.163079999970000,-692237.327333000020000
361,0,57,-573738.190247999970000,-692236.705981999980000
362,0,58,-573728.857049999990000,-692226.631932000050000
363,0,58,-573726.610498000050000,-692231.956924999950000
364,0,58,-573734.455379000050000,-692233.688652000040000
365,0,58,-573735.342383999960000,-692226.658760000020000
366,0,58,-573728.857049999990000,-692226.631932000050000
367,0,59,-573733.239537999970000,-692235.205332000040000
368,0,59,-573726.516131000010000,-692234.209725999970000
369,0,59,-573724.868164999990000,-692242.615531999970000
370,0,59,-573732.002922000010000,-692243.779241999960000
371,0,59,-573733.239537999970000,-692235.205332000040000
372,0,60,-573731.076104999990000,-692245.311873000000000
373,0,60,-573724.664934000000000,-692244.044788999950000
374,0,60,-573723.285582000040000,-692253.064462000040000
375,0,60,-573729.942329999990000,-692254.960513000030000
376,0,60,-573731.076104999990000,-692245.311873000000000
377,0,61,-573722.894600000000000,-692255.587915000040000
378,0,61,-573722.660302000000000,-692261.296260999980000
379,0,61,-573727.661917999970000,-692261.472440000040000
380,0,61,-573727.293353999960000,-692256.685881000010000
381,0,61,-573722.894600000000000,-692255.587915000040000
382,0,62,-573729.288932000050000,-692263.480732999970000
383,0,62,-573722.335507999990000,-692262.226643000030000
384,0,62,-573721.433938000000000,-692266.761890999970000
385,0,62,-573726.839604999990000,-692270.741249999960000
386,0,62,-573729.815540999990000,-692267.779939000030000
387,0,62,-573729.288932000050000,-692263.480732999970000
388,0,63,-573719.966894999960000,-692267.616014000030000
389,0,63,-573717.242573000030000,-692271.235550999990000
390,0,63,-573723.467560000020000,-692279.804956999960000
391,0,63,-573729.259922000000000,-692274.040993000030000
392,0,63,-573719.966894999960000,-692267.616014000030000
393,0,64,-573715.500860000030000,-692271.757203000020000
394,0,64,-573711.368285999980000,-692274.657290000000000
395,0,64,-573712.811773000050000,-692281.989457000050000
396,0,64,-573720.339714000000000,-692279.615473999990000
397,0,64,-573715.500860000030000,-692271.757203000020000
398,0,65,-573729.180679999990000,-692285.873633999960000
399,0,65,-573718.119415999970000,-692287.251284000000000
400,0,65,-573720.462113999990000,-692301.732731999950000
401,0,65,-573731.473891000030000,-692300.003368000030000
402,0,65,-573729.180679999990000,-692285.873633999960000
403,0,66,-573714.912721000030000,-692294.662620999970000
404,0,66,-573702.205441999950000,-692293.397492000020000
405,0,66,-573704.460835000030000,-692311.672295000050000
406,0,66,-573719.571670999980000,-692307.984066999980000
407,0,66,-573714.912721000030000,-692294.662620999970000
408,0,67,-573701.293643999960000,-692294.608559999960000
409,0,67,-573690.168738999990000,-692300.507709000030000
410,0,67,-573691.120054000060000,-692314.722365000050000
411,0,67,-573703.481338000040000,-692311.447525999970000
412,0,67,-573701.293643999960000,-692294.608559999960000
413,0,68,-573689.623216000040000,-692303.182074000010000
414,0,68,-573685.008584000050000,-692303.813379999950000
415,0,68,-573684.772766000010000,-692312.869941000010000
416,0,68,-573689.618187000040000,-692313.196463000030000
417,0,68,-573689.623216000040000,-692303.182074000010000
418,0,69,-573694.158758000010000,-692281.534249000020000
419,0,69,-573688.606278000050000,-692286.751891999970000
420,0,69,-573690.515030000010000,-692292.526579000060000
421,0,69,-573698.023079999960000,-692288.114304000050000
422,0,69,-573694.158758000010000,-692281.534249000020000
423,0,70,-573701.996465999980000,-692279.569410000000000
424,0,70,-573697.172191999970000,-692281.609102000020000
425,0,70,-573700.377549999980000,-692286.687935000050000
426,0,70,-573704.901873999970000,-692284.627137999980000
427,0,70,-573701.996465999980000,-692279.569410000000000
428,0,71,-573734.730544000050000,-692320.909292000000000
429,0,71,-573722.398076000040000,-692320.566860000020000
430,0,71,-573721.673864000010000,-692326.287245000010000
431,0,71,-573721.062069999990000,-692337.721351000010000
432,0,71,-573726.460937000000000,-692340.200090999950000
433,0,71,-573734.891533000050000,-692339.621457000030000
434,0,71,-573734.730544000050000,-692320.909292000000000
435,0,72,-573714.960088000050000,-692318.512761999970000
436,0,72,-573701.135663999940000,-692319.172074000000000
437,0,72,-573699.073454999950000,-692336.099097999980000
438,0,72,-573700.553242999940000,-692343.482740000010000
439,0,72,-573705.063837000050000,-692345.749355999990000
440,0,72,-573711.639659999990000,-692339.791662000000000
441,0,72,-573718.963132999950000,-692332.796928999950000
442,0,72,-573714.960088000050000,-692318.512761999970000
443,0,73,-573699.628003000050000,-692327.235041999960000
444,0,73,-573698.582397000050000,-692319.319432000050000
445,0,73,-573688.600352999990000,-692320.244304000050000
446,0,73,-573691.461828000030000,-692335.956566000010000
447,0,73,-573698.069258000000000,-692336.506196000030000
448,0,73,-573699.628003000050000,-692327.235041999960000
449,0,74,-573690.694645000040000,-692337.314956999970000
450,0,74,-573687.734225000020000,-692320.503679999970000
451,0,74,-573677.228752000020000,-692322.196139000010000
452,0,74,-573679.709465999970000,-692338.698899999960000
453,0,74,-573690.694645000040000,-692337.314956999970000
454,0,75,-573678.607961999950000,-692341.290767999950000
455,0,75,-573676.285017000050000,-692353.140570000050000
456,0,75,-573685.875604999950000,-692353.962183999950000
457,0,75,-573687.333415000000000,-692343.037510999940000
458,0,75,-573678.607961999950000,-692341.290767999950000
459,0,76,-573675.711023999960000,-692324.312207999990000
460,0,76,-573669.319622999990000,-692326.122732999970000
461,0,76,-573671.513360999990000,-692340.256464999980000
462,0,76,-573677.719485000010000,-692338.582560000010000
463,0,76,-573675.711023999960000,-692324.312207999990000
464,0,77,-573682.325235000000000,-692306.178501000050000
465,0,77,-573675.469549000030000,-692308.416968000000000
466,0,77,-573675.834104000010000,-692317.512339000010000
467,0,77,-573684.271754999990000,-692314.581416000030000
468,0,77,-573682.325235000000000,-692306.178501000050000
469,0,78,-573665.306326000020000,-692329.508675000050000
470,0,78,-573661.652048000020000,-692334.967353999960000
471,0,78,-573668.693185999990000,-692335.228114999950000
472,0,78,-573669.277813000020000,-692334.948385000000000
473,0,78,-573668.156806000040000,-692330.314459000020000
474,0,78,-573665.306326000020000,-692329.508675000050000
475,0,79,-573669.545080999960000,-692343.116458000030000
476,0,79,-573663.859263999970000,-692345.767592999970000
477,0,79,-573657.981996000050000,-692353.721563000000000
478,0,79,-573671.968478000020000,-692354.461687000000000
479,0,79,-573673.412332999990000,-692353.917886000010000
480,0,79,-573675.456675000020000,-692345.323307999990000
481,0,79,-573669.545080999960000,-692343.116458000030000
482,0,80,-573672.052636999990000,-692309.981723999950000
483,0,80,-573667.237503999960000,-692311.712395000040000
484,0,80,-573670.250994000000000,-692318.487358000010000
485,0,80,-573674.286481000020000,-692317.817248999960000
486,0,80,-573672.052636999990000,-692309.981723999950000
487,0,81,-573663.726138000030000,-692313.060466000000000
488,0,81,-573657.465972000030000,-692314.373281999960000
489,0,81,-573661.549607999970000,-692324.098561999970000
490,0,81,-573664.466875000040000,-692323.024867999950000
491,0,81,-573666.223585000030000,-692322.190619000000000
492,0,81,-573663.726138000030000,-692313.060466000000000
493,0,82,-573652.220605000040000,-692338.255344999950000
494,0,82,-573639.882050000010000,-692339.852994999960000
495,0,82,-573645.390907000050000,-692363.793087000030000
496,0,82,-573647.645497999970000,-692376.499500000030000
497,0,82,-573653.384883000050000,-692375.244981999970000
498,0,82,-573653.951955999950000,-692375.273948000050000
499,0,82,-573656.412558999960000,-692370.450911000020000
500,0,82,-573656.708250000030000,-692370.156732999950000
501,0,82,-573656.393881000000000,-692356.445172999990000
502,0,82,-573652.220605000040000,-692338.255344999950000
503,0,83,-573624.111953999960000,-692348.308611999960000
504,0,83,-573608.109141999970000,-692349.598988999960000
505,0,83,-573607.508193999990000,-692361.079704000030000
506,0,83,-573625.636961000040000,-692358.824365000010000
507,0,83,-573624.111953999960000,-692348.308611999960000
508,0,84,-573625.923254000020000,-692363.906765999970000
509,0,84,-573624.231381000020000,-692376.685406000000000
510,0,84,-573632.433815000000000,-692377.103688000000000
511,0,84,-573633.207882000020000,-692364.062401999950000
512,0,84,-573625.923254000020000,-692363.906765999970000
513,0,85,-573642.287031000010000,-692356.258653000000000
514,0,85,-573635.478846000040000,-692358.104102000010000
515,0,85,-573636.182435999970000,-692362.333281000030000
516,0,85,-573642.776845999990000,-692360.686694000030000
517,0,85,-573642.287031000010000,-692356.258653000000000
518,0,86,-573635.806437000050000,-692348.728358999940000
519,0,86,-573628.201399000010000,-692350.315733000050000
520,0,86,-573628.936102999960000,-692354.820939000000000
521,0,86,-573635.802847999960000,-692352.807694999970000
522,0,86,-573635.806437000050000,-692348.728358999940000
523,0,87,-576846.662865999970000,-691300.509426999950000
524,0,87,-576841.503779000020000,-691304.236704000040000
525,0,87,-576841.120773999950000,-691311.709023999980000
526,0,87,-576847.534853999970000,-691312.076938000040000
527,0,87,-576846.662865999970000,-691300.509426999950000
528,0,88,-576838.722574000010000,-691305.108363999990000
529,0,88,-576833.676211999960000,-691306.271254000020000
530,0,88,-576834.998155000040000,-691311.735458999990000
531,0,88,-576839.932220999970000,-691311.059899999990000
532,0,88,-576838.722574000010000,-691305.108363999990000
533,0,89,-576826.073689999990000,-691305.254315000030000
534,0,89,-576819.480358000030000,-691304.004704999970000
